CUST_ID,DIVIDED_SET,SIU_CUST_YN,TOTALPREM,MINCRDT,JPBASE_HSHD_INCM
1986,1,N,,6,2719
19392,1,N,,,3927
7137,1,N,11484240,6,
12445,1,Y,,6,3162
13050,2,,,,3295
2540,1,N,,,4596
8235,1,N,,,4778
519,1,Y,12484608,,6706
19576,1,N,,,0
5878,1,N,,,6582
20097,1,N,,6,2603
19172,1,N,,6,4119
1282,1,N,,,3756
189,1,N,,,0
19366,1,N,,6,6240
14838,1,N,,,2158
2039,1,N,,,3260
10638,1,N,,,3893
20434,1,N,519900,,
14812,1,N,,6,0
10277,1,N,,4,0
6300,1,N,,,4077
5860,1,N,,,2507
12561,1,N,,6,9920
8046,1,N,,6,4924
10281,1,N,,6,4821
3678,1,N,,6,3324
3497,1,N,1861733,6,3489
12450,1,N,,5,0
4469,1,N,,6,9789
2206,1,N,,,2991
9252,1,N,,,4209
17455,1,N,12608876,,3406
8847,1,N,,6,8453
15096,1,N,,,3661
14887,1,N,,6,6672
13029,1,N,,,3453
17083,1,N,,,6355
3898,1,N,,6,9191
8344,1,N,,6,0
12908,1,N,,6,9798
17925,1,N,,6,6287
1074,1,N,,,4435
6028,1,N,,10,
12673,1,N,,2,4106
7087,1,N,10344000,,5485
9191,1,N,,,0
10232,1,N,,9,0
19040,1,N,6481781,6,4313
12097,1,N,10887072,,4579
5829,1,N,,6,5967
15229,1,N,,,3267
5673,1,Y,1753150,,4167
15131,1,N,,6,3934
12889,1,N,,,5056
19935,1,N,,6,3885
6322,2,,,,0
16466,1,N,,,4675
13165,1,N,,6,4279
20359,1,N,,6,3496
5780,1,N,,,2806
13407,1,N,9261000,,
8307,2,,2535000,6,3429
15053,1,N,,6,5257
8350,1,N,,,5021
10547,1,N,,,4915
21832,1,N,,,6141
2191,1,N,,6,4636
10464,1,N,,,0
16353,1,N,15922749,,11501
4034,1,N,,,3579
2753,1,N,,,5368
3741,1,N,,6,7356
21600,1,N,,6,0
22134,1,N,,,3969
8882,1,N,,6,0
2415,1,N,,,0
12567,1,N,,,5083
3555,1,N,12248732,,2976
6358,1,N,,,0
12564,2,,,,2769
6125,1,N,,,4586
8186,1,N,,,9793
3744,1,N,,6,3994
1893,1,Y,,,8082
6362,2,,,,3324
13178,1,N,,6,7251
11367,1,N,,,3194
12736,1,N,,,0
19402,1,N,,6,0
11101,1,N,,6,2583
12502,1,N,,6,2520
2426,1,N,,6,6199
18123,1,N,,,3629
21558,1,N,,6,8307
3037,1,N,,,5262
5815,1,N,27083139,6,8849
19311,1,N,,,5800
19013,1,N,493200,,4971
17064,1,N,,,3158
7237,1,N,1848000,,4799
14081,1,N,,,
20987,1,Y,10850,,7247
15368,1,N,,6,0
4467,1,N,,,3611
2054,1,N,6936158,99,0
3659,1,N,,,5512
1429,1,N,,6,2355
8185,1,N,,6,2610
7824,1,N,11032191,,4063
8456,1,N,,6,0
8428,1,N,,,6464
20806,1,N,989800,,4139
15541,1,N,,6,3926
10819,1,N,,6,5220
7489,1,N,,,6394
17796,1,N,,8,4780
15274,1,N,,,0
3699,1,N,,,5521
13846,1,N,25037752,,6304
19452,1,N,,6,5311
14852,1,N,,,4790
323,1,N,,,3593
1725,1,N,26015202,,4019
17780,1,N,,,10397
17758,1,N,,,5435
11324,1,N,,,4773
3913,1,N,,6,3013
5895,2,,,6,9414
6159,2,,,,4153
13252,1,N,,6,3812
10691,1,N,,,0
8563,1,N,,6,3970
17016,2,,,6,2532
10207,1,N,,6,0
11078,1,N,,5,5284
14883,1,N,,,8444
22393,1,N,,,4121
4199,2,,21430604,,2316
19442,1,N,,,10446
8138,1,N,,,10210
15129,2,,,6,7205
2629,1,N,,,6762
10504,1,N,,6,2585
14171,1,N,,,5925
15110,1,N,19880427,2,10562
4462,1,N,,,2793
15057,1,N,,,4495
7133,1,N,,,5133
15191,1,N,,6,6895
6511,2,,8670731,0,0
4402,1,N,,6,0
7479,1,N,21727200,8,0
17552,2,,,,2684
21931,1,N,1288063,,3972
1509,1,N,,,9783
8143,2,,,,0
12871,1,N,,,3742
1697,1,N,,,3915
8860,1,N,,6,5580
1493,1,N,,,5706
14918,1,N,,8,4228
3636,1,N,,6,5891
1970,1,N,,6,6159
8327,1,N,,6,2977
9214,1,N,40265202,,0
1486,1,N,,,4888
5300,1,N,,,4688
8774,1,N,,,4477
5957,1,Y,,,0
5940,1,N,,,3654
19689,1,N,,,4339
1919,1,N,,,2659
20865,1,N,26913270,6,11314
12432,2,,,6,4269
21847,1,N,,,2718
15912,1,N,32919989,6,3411
16885,1,N,46481152,6,10180
19558,1,N,,,5558
727,1,N,,,4997
15269,1,N,,6,9551
18198,1,N,,,
12645,1,Y,,6,5543
4081,1,N,,,3217
1498,1,N,,,3966
14799,1,N,,,8100
4411,1,N,,6,6386
3412,1,N,,,4055
909,1,N,,,8681
17112,1,N,,,6146
6388,1,N,,,0
14923,1,N,,6,5036
16347,1,N,,7,10476
17060,1,N,,6,4179
14938,1,N,,,3841
9119,1,N,,,4142
6934,1,N,,,2678
10881,1,N,,6,4007
5500,1,N,,,5386
17922,2,,,,4403
13786,1,N,13908050,,7830
17699,1,N,,6,6027
8080,1,N,,,0
12543,1,N,,,2497
18413,1,Y,40200,,
8125,1,N,,6,10600
10338,1,N,,,4927
5928,1,N,,6,5740
20729,1,N,2830200,,5213
14712,2,,13273512,6,3279
6209,2,,,6,0
14706,1,N,,,8020
4140,1,N,42071429,,8718
12774,1,N,,,4855
14928,1,N,,,4802
3070,1,N,,,4746
540,1,Y,4962804,,0
1533,1,N,,6,3729
8208,1,N,,,2720
22381,1,N,,6,3655
10324,1,N,,,3560
10365,1,N,,6,6820
10976,1,N,,,6738
2911,1,N,2106000,6,9612
13958,1,N,,,8459
7665,1,N,856800,,3831
13660,1,N,,6,6475
12594,1,N,,6,7517
4486,1,N,,7,4778
19393,1,N,,,2652
1314,1,N,,,3540
13176,1,N,,6,4900
4232,1,N,,6,0
8324,1,N,,,3989
14967,1,N,,7,4614
1558,1,N,,2,8920
10,1,N,,,
17626,1,N,,6,8055
16978,1,N,,,5988
2723,1,N,5171600,6,4984
2985,1,N,,6,6282
8065,1,N,3074835,,5210
16241,1,N,1028380,,7888
17882,1,N,,6,7878
8815,1,N,7496439,6,7008
695,1,N,100000,6,10142
14779,1,N,,6,5940
12527,1,N,,6,2589
14023,1,Y,3637694,9,11211
15447,1,N,,6,2314
8875,1,N,,6,0
1232,1,N,4850900,6,4710
6102,1,N,,,7597
15505,1,N,,6,6516
8220,1,N,,6,0
6730,2,,,6,4142
6604,1,N,,6,7138
18129,1,N,,,5102
4968,2,,38640,6,4845
2794,1,N,,,5862
12529,1,N,,6,5453
8843,1,N,,6,3258
16430,1,N,,6,7821
13351,1,N,,6,6174
19247,1,N,,,2630
1484,1,N,,,2604
6186,1,N,,6,3551
9122,1,N,,,0
1331,1,N,,7,3284
12501,1,N,,6,6873
9137,1,N,,,3592
18626,1,N,,6,4523
6437,1,N,,,4674
4059,1,N,,6,7989
10637,1,N,,6,4909
1324,2,,,,4922
513,1,N,,,9050
1394,1,N,,8,2809
2083,1,N,,,3320
21585,1,N,,,4565
7336,1,N,10312400,4,8417
19210,1,Y,,6,3399
19758,1,N,,6,3894
13584,1,N,,,0
21495,1,Y,2324388,,0
20352,2,,,,8079
13001,1,N,,6,0
14490,1,N,3403500,,3704
17735,1,N,,6,10684
13210,1,N,,6,5718
1544,1,N,,6,5270
523,1,N,3923600,6,4654
6012,1,N,,,
17307,2,,,,3369
13315,1,Y,,6,11157
20693,1,N,17337295,,7982
8367,1,N,,,3184
4093,1,N,,,4718
1418,1,N,,6,6122
21533,1,N,,,7077
17260,1,N,,6,2598
10644,1,N,,6,7064
12474,1,N,,,3068
12766,1,N,,6,2555
1843,1,N,14657055,6,4910
4120,1,N,,6,4764
6469,1,N,,,3850
22037,1,N,,6,2861
5875,1,Y,58222147,,6195
20016,1,N,,6,12544
21901,1,Y,,6,0
11153,1,N,,6,6922
1360,1,N,,,10351
14840,2,,,,3567
13361,1,N,,8,2479
11110,1,N,,6,6384
15271,1,Y,,,3095
8457,2,,,,4755
17080,1,N,,,4026
20847,1,N,,,4652
6128,1,Y,,,5982
4471,1,Y,,6,10639
14665,1,N,,,3579
8193,1,N,,,3575
2970,1,N,7269024,6,5035
14842,1,N,,,3083
11368,1,Y,,,3027
19725,1,N,,,7967
10625,1,Y,,,8332
14821,1,N,,6,2783
20873,1,N,,,4343
1863,2,,,6,2149
15532,1,N,,6,7730
8932,2,,,6,3154
1146,1,N,209920,,
643,2,,6256540,6,7795
2084,1,N,,6,5821
13561,1,N,,,10069
15255,2,,,6,2856
11283,1,N,8768000,,
3845,1,N,,6,3165
10083,1,N,,,3442
1424,1,N,,0,5995
21954,1,N,,6,2354
14,1,Y,,,
21100,1,N,,,4701
10462,1,N,,,4157
15022,1,N,,,9532
15584,1,N,,6,0
14785,2,,,,0
7319,1,N,,,10373
22076,1,N,,6,5078
8850,1,N,,7,4656
13668,2,,5632950,,1821
8643,1,N,,6,3913
9132,1,N,,,6701
21264,1,N,669800,,7376
8025,1,N,19460240,,9258
8331,1,N,,6,4907
13182,1,N,,6,9933
1729,1,N,,,2322
10873,1,N,,,2960
11027,1,N,,6,2893
12780,1,N,,,3119
14620,1,N,,6,3658
10515,1,N,,,5693
17816,1,N,,6,7358
14244,1,N,654950,6,8023
19069,1,N,,4,3686
13097,1,Y,,,0
11609,1,N,,,
1901,1,N,,6,3196
5952,1,N,,6,2788
7055,1,N,3447200,,2674
21966,1,N,,5,5107
8634,1,N,,,6139
17703,1,N,,6,0
1902,1,N,,,3308
199,1,N,,,6041
8935,1,N,,6,3033
5937,1,N,,,6436
15854,1,N,12012502,,2097
15335,1,N,,,4482
17066,1,N,,,8609
4389,1,N,,6,0
19989,1,N,,6,4240
3415,1,N,17167218,,3604
17652,1,N,,6,3717
19143,1,N,9316435,6,3684
8416,1,N,,,0
736,1,N,3412500,7,8374
4359,1,N,,6,2844
11575,1,N,500,,11478
8835,1,N,5379318,6,0
17237,1,Y,5687100,,3654
19619,1,N,,,0
5843,1,N,8668276,,3137
11106,1,N,,6,6679
19738,1,N,,,4964
4492,1,N,,6,4571
3900,1,N,,,3769
17691,1,N,,6,0
4921,1,Y,156800,8,
14688,1,N,,,3942
12644,1,N,,,2938
6665,1,N,,4,3098
7219,1,N,,,9674
3668,1,N,,,1702
14791,1,N,,6,5411
1946,1,N,,6,4276
19871,1,N,,,2959
20033,1,N,,6,0
14718,1,N,,,2895
1185,1,N,,6,7615
2567,1,N,,,
3936,1,N,31212953,6,0
2223,1,N,,,0
10970,1,N,,,6501
14700,1,N,,6,0
22271,2,,,6,
3527,1,N,23607750,,7964
17279,1,Y,21220820,6,4838
9903,2,,,6,4372
7977,1,N,33566021,6,7491
3657,1,N,,6,0
19975,1,N,,,5235
1435,1,N,,6,10125
1506,1,N,,,3299
17721,1,N,,,4657
16911,1,N,,,0
11179,1,N,8820600,,2712
15115,1,N,,,3324
19899,1,N,,,4775
15243,1,N,5153025,,5125
17075,1,N,,,3374
22192,1,N,,,3576
18557,1,N,,,4056
22257,1,N,,6,2303
21503,1,N,,,4851
2679,1,N,,,6087
11083,1,N,,5,5013
19310,1,N,,,4956
1833,1,N,,,4164
13177,2,,,,4793
21967,2,,,,5720
13163,1,N,,,7156
21956,1,N,,6,3561
15515,2,,,6,6570
14797,1,N,,,2456
19841,1,N,11167630,,3335
5811,1,N,,3,3375
16154,1,N,,6,4321
19313,1,Y,,6,6424
8693,1,N,,,4234
3519,1,Y,,,4088
204,2,,,6,6621
15450,1,N,,,3720
21009,1,N,,,5881
8944,1,N,,,4838
9425,1,N,,6,9452
2221,1,N,,8,2907
16926,1,N,27469217,6,3405
11374,1,N,,,9282
20046,1,N,,6,9112
10714,1,N,,,0
11057,1,N,,6,3318
10223,1,N,,,5210
10617,1,N,,,4935
8877,1,N,,6,5595
22266,1,N,,6,10566
6735,1,N,,,4340
10271,2,,,,8234
3723,1,N,,,2591
14901,1,N,,,
1968,1,N,17639911,6,6281
182,1,N,,6,9942
6949,2,,,6,10624
19969,1,N,,6,6861
1410,1,N,,,2450
20411,1,N,,,0
2425,1,N,,,8044
2834,1,N,,6,10370
14844,1,N,,6,3595
8172,2,,,,0
11796,1,N,8697546,4,5170
10549,1,N,,,4655
17871,1,N,,6,5589
11689,1,N,,,5130
7578,1,N,,8,3773
1425,1,N,,6,7112
19335,1,N,,,2643
15794,1,N,,,8621
12556,1,N,,6,2332
4237,2,,,,3213
14071,1,N,,10,
14873,1,N,,6,3948
13715,1,N,29999144,6,10137
16760,1,N,,,3911
11444,2,,7441240,,2297
11143,1,N,,6,5067
7163,1,N,20000000,,11776
3597,1,N,,6,7642
19890,1,N,,,4358
13101,1,N,,,4423
19213,1,N,,,0
5726,1,N,,6,7855
5834,2,,,,3104
3878,1,N,,,3464
13556,1,N,,,0
21348,1,Y,,6,3954
21529,1,N,,,4995
3834,1,N,,,7014
13174,1,N,,6,4266
396,1,N,,,
21952,1,Y,,6,3694
17450,1,N,,,5673
8943,1,N,,6,8628
21790,1,N,,6,6017
12163,1,Y,328800,6,4200
6964,1,N,,6,8297
10321,1,N,,,2598
17014,1,N,,6,0
8704,1,N,,6,7298
3974,1,N,,,0
15232,1,N,,7,9462
21601,2,,,6,2268
17650,1,N,10247964,8,3756
2712,1,N,,,8706
6120,2,,,,5706
15565,1,N,,6,3387
12519,1,N,,6,5712
520,1,N,162138502,6,4599
17920,1,N,,,0
11032,1,N,,6,0
15536,1,N,,6,3568
18112,1,N,,,2968
5994,1,N,,,0
17120,1,N,,,2681
17834,2,,,6,5805
10538,2,,,,2994
1591,1,N,,,8503
6294,1,N,,6,2991
6736,1,N,,,4020
8868,1,N,,6,
19229,2,,,8,0
10294,1,N,,6,2775
1950,1,N,8048751,5,5269
20647,1,N,,6,9214
18119,1,N,,,4808
9427,1,N,,,6115
4028,1,N,,,3065
2172,1,N,,6,6107
12655,1,N,,,7936
4347,1,N,,6,3615
18117,1,N,,,7162
8918,1,N,,6,10801
16951,1,N,10657993,6,3117
15581,1,N,,6,3884
15350,1,N,,,11675
15477,1,N,,,3519
20507,1,N,3815780,,3782
8800,1,N,,,4665
18986,1,N,,,4035
6539,1,Y,,,4962
16030,1,N,,2,5337
20128,1,N,,,0
8906,1,N,,6,3399
8058,1,Y,,6,3456
5984,1,N,,6,0
15010,1,Y,8043788,,4595
3875,1,N,,,3465
12867,1,N,,6,4541
14847,1,N,,6,3789
22292,1,N,,6,8021
10709,1,N,,7,0
8035,1,N,,,3068
21766,1,N,,6,0
22375,1,N,,6,10328
12862,1,N,,,3846
17629,1,Y,,,4615
15193,1,N,,,3239
13255,1,N,,6,2744
22036,1,N,,6,3567
233,1,N,5064000,,
17078,1,N,,6,3519
5855,1,N,,,5819
7425,1,N,,,4927
8550,1,N,,,6371
8462,1,N,,6,3714
1891,1,N,,,7161
8587,1,N,,,3399
21603,1,N,,,3439
16488,1,N,1921900,6,9001
14811,1,N,,,2646
19853,1,N,,,5589
172,1,N,,6,0
15967,1,N,406000,,5187
22241,1,N,,,4330
14284,1,N,,6,5269
18768,1,N,,,9321
5836,1,N,,6,0
14814,1,N,,6,7093
19129,1,N,8582942,,3759
17026,1,N,,,4482
17549,1,N,,6,5554
21579,1,N,,6,3672
17069,1,N,,,3395
17690,1,N,,,7251
2980,1,N,1212000,,4796
8086,1,N,,4,7876
5958,1,N,,6,6953
17800,1,N,,6,3206
4026,2,,,6,3768
4394,1,N,,,11961
22232,1,N,,6,6087
15599,1,N,,6,3964
19336,2,,,,1950
17045,1,N,,,5201
13544,1,N,,,5871
16095,1,N,,,5857
17940,1,N,,,5708
5854,1,N,,6,2956
21214,1,Y,5107800,,0
10326,1,N,,6,5886
10235,1,N,,,5908
19097,1,N,8084096,,3765
709,1,Y,,4,7333
8916,1,N,,6,3335
355,1,N,,,
22394,1,N,,,0
12609,1,N,,,3363
7752,1,N,,,4391
18306,1,N,13290,,4422
8136,1,N,,,6341
17649,1,N,,7,2980
17374,1,N,,6,3008
6981,1,N,,,0
21758,2,,,8,2840
18547,1,N,,,8287
14809,1,N,,,6641
21630,2,,,6,3716
10310,1,N,,,3629
3891,1,N,,,3269
14569,1,N,,,3797
4822,1,N,,,3062
14865,1,N,,6,0
1655,2,,,6,8569
12478,1,Y,,,0
4839,2,,9672000,,3324
19270,1,N,,,9275
17615,1,N,,,4492
15510,1,N,,6,5343
3478,2,,,6,3691
21972,1,Y,,,4453
17057,1,Y,11569967,,4046
21645,1,N,,6,0
3704,1,N,,,3960
12961,1,N,,6,3055
12019,1,N,,,5657
10118,2,,,,5620
184,1,N,,,0
17000,1,N,,,7293
21770,1,N,,6,3286
11449,1,N,,,3311
19822,1,N,,6,5170
17154,1,N,,,5573
8126,1,N,,6,8451
15316,1,N,,,0
8147,1,N,,6,2824
5918,1,N,,,3722
21857,1,N,,8,5304
13046,1,N,,6,3009
16953,1,N,,,7685
14772,1,N,,6,2353
2471,1,N,,,1683
12762,1,N,,6,2303
12620,1,N,,6,3217
5955,1,N,,,3987
16952,1,N,,6,11227
8334,1,N,,,2378
377,1,N,,8,3570
4541,1,N,,,0
1764,1,N,,6,4754
16307,1,N,,,4136
10358,1,N,,6,0
8040,1,N,,,0
21848,1,N,,,10395
17113,1,N,,6,5459
7921,2,,,,3694
2423,1,N,,,4511
10222,2,,,,1923
11181,1,N,3869400,,3746
1914,1,N,,,2825
8631,1,N,,,2708
10352,1,N,,6,5769
15320,1,N,,,3945
9467,1,N,,6,5121
8085,1,N,,6,6479
17256,1,N,14936282,,5423
5966,1,N,,,2397
9493,1,N,536200,,7998
1510,1,N,,,5243
6374,1,N,,6,5842
19557,1,N,,,6528
10631,1,N,,4,0
14876,1,N,,,4070
13917,1,N,5553700,6,4904
18238,1,N,,,
15234,1,N,,,3080
3886,1,N,,,2827
17718,1,Y,,,2305
2099,1,N,,6,9728
13577,1,N,,,0
21581,1,N,,5,2181
6266,2,,,,3151
14933,1,N,,,5530
19430,1,Y,,,5422
6584,2,,,5,5201
8798,1,N,,6,3581
14902,1,N,,,7189
8737,2,,,,5734
8484,1,N,,,6990
15385,1,N,,,2949
440,1,N,819000,,5743
17249,1,N,6600000,6,4721
19548,1,N,,,5063
1327,1,N,16639864,,3895
16805,1,N,3880696,,3533
21797,1,N,,5,2528
7898,1,N,6194216,,5504
17093,1,N,,6,3606
22372,1,N,,6,4231
1987,1,N,,6,0
5177,1,N,6114900,,4981
20638,1,N,,,10255
6940,1,N,,,4187
13316,1,N,,,10829
22349,1,N,,6,4200
21278,1,N,,,3811
9133,1,Y,,6,
7471,1,N,27266000,6,4845
12605,1,N,,,10716
12653,1,N,540000,,5411
17378,1,N,,6,3004
14734,1,N,,,0
8599,1,N,,,10022
21935,1,N,,6,4526
4183,1,N,,,4442
3490,1,N,47713967,4,4048
5311,1,N,2739100,6,11419
19282,1,N,,,8338
4035,1,N,,,7266
2227,1,N,,8,4971
19305,1,N,,6,2636
11149,1,N,,,2678
14671,1,N,,8,3279
10523,1,N,,,3781
10035,1,N,2955500,,8834
3452,1,N,,,2966
19848,1,N,,6,5784
10654,1,N,,,6322
8338,1,N,18107783,,2487
7536,1,N,,6,9756
3708,1,N,,6,4143
8571,1,N,,,4661
7464,1,N,,,5289
10331,1,N,,,3155
1665,2,,,,7905
15216,1,N,,,0
22290,1,N,,6,7504
3187,1,N,209000,,7461
10316,1,N,,,3535
21904,1,N,,6,3728
20774,1,N,,,4477
4507,1,N,,,3396
19747,1,N,,,4944
7010,1,N,5544000,,1844
8076,1,N,,,4991
14487,1,Y,2260500,,4625
8095,1,N,,6,8041
4145,1,N,,6,5401
21607,1,N,,,0
19545,1,N,,6,0
12958,1,N,,,4885
16844,2,,,,0
10742,1,N,,,3214
11006,1,N,,,5862
19879,1,N,,,3878
16972,1,N,,4,3091
15134,1,N,,6,3774
3610,1,N,,,0
1767,1,N,,,3481
16891,1,N,20211227,7,3414
5911,1,N,,6,2645
3725,1,N,,6,3615
17255,1,N,22573607,6,3102
4307,1,N,,6,6472
8396,1,N,,,10211
19250,1,N,,6,3081
8621,1,N,,8,0
17234,1,N,5568870,,2980
14724,1,N,,,9375
13893,1,N,,,5446
10582,2,,,6,5824
15606,1,N,,0,0
3666,1,N,,,9173
14882,1,N,,,3045
1413,1,N,,,4040
9485,1,N,20461613,,4821
12863,1,N,150000,,2885
5316,1,N,,,4490
10516,1,N,,6,4605
10130,1,Y,,,3485
1428,1,N,,,
17312,1,N,,1,9573
10626,1,N,,,7502
12569,1,N,,6,4873
11738,1,N,101400,8,11231
16536,1,N,,6,5433
12630,1,N,,6,8233
6578,1,N,,,0
19756,1,N,,6,2609
17657,1,Y,,6,4470
9232,1,N,2898753,,3493
19350,1,N,,6,5617
8407,1,N,,6,0
19255,1,N,,6,3048
21477,1,N,,6,3266
4213,1,N,,,4616
8339,1,N,,,0
3750,1,N,,,9877
1937,1,Y,,6,6035
21454,1,N,,,4553
1781,1,N,,6,2454
1511,1,N,,6,10591
8540,2,,,,5290
8470,1,N,,,7694
22309,1,N,,6,8205
6154,1,N,4570833,6,9784
9225,1,N,,,5468
10334,1,N,,,6081
7031,2,,,,4305
20816,1,N,,6,3979
11905,1,N,3729336,6,12568
19796,1,N,,9,4700
5020,1,N,6185400,99,3394
21443,1,N,7402378,,3917
11344,1,N,,,3637
21593,1,N,,,0
15874,1,N,810000,,0
16290,1,N,8049166,,9601
18846,1,N,13177600,,4751
1799,1,N,,6,4275
17213,1,N,,,5793
14886,1,N,,6,4012
11593,1,N,1735805,6,3558
19409,1,N,,,0
12157,1,N,,,2968
18132,1,N,,,4161
21580,1,N,,,0
4491,1,N,,,8663
21382,1,N,,6,3749
19562,1,N,,6,0
10332,1,N,,6,0
15070,1,Y,,6,2858
751,1,N,,,12206
16172,2,,50000,,4730
8865,1,N,,6,7161
19309,1,N,,,2215
19273,1,N,,,4892
21634,1,N,,,9607
6695,1,N,,6,4773
3763,1,N,,,10373
5011,1,N,213150,6,4422
8405,1,N,,,3692
11061,1,N,7993618,6,3188
655,1,N,,,3612
3703,1,N,,6,4175
21526,1,N,,,5706
15800,1,N,,,3359
187,1,N,,,5435
19506,1,N,,6,4474
1861,1,N,,,8518
9330,2,,,,
21447,2,,,,2873
6273,1,N,,6,3629
21978,1,N,,6,3899
20376,1,N,,,
15553,1,N,,6,7348
20778,1,N,,,5596
17768,1,N,3046103,9,0
8231,1,N,,,7829
17258,1,N,,7,2705
7974,1,N,3294000,,3330
14786,1,Y,,6,0
12619,1,N,,,4114
10997,2,,,6,3549
8067,1,N,,6,2702
11389,1,N,4324887,,
2938,1,N,,7,11892
19970,1,N,,6,9781
17140,2,,,6,7234
21804,1,N,,6,0
12656,1,N,,7,8006
15480,1,N,,6,6905
22346,1,N,,6,7261
15992,1,N,,2,4175
7570,1,N,,6,9150
11073,1,N,,6,9907
10339,1,N,,,3179
11357,1,N,,,4031
8252,1,N,,,6042
20659,1,N,9912000,1,10235
14735,1,N,,6,3256
8491,1,N,,,2754
10474,1,N,,8,3647
19541,1,N,,0,3009
20808,1,N,,,8556
17601,1,N,,,0
16300,1,N,1502610,,5029
8874,1,N,,6,9877
5998,1,N,,,10853
1340,1,N,,,3412
19759,1,N,,6,6699
13115,1,N,,6,9075
1650,1,Y,,,0
3098,1,N,397600,,7868
21047,1,N,,,8798
21548,1,N,,,6416
12488,1,N,,,2260
22160,1,N,,4,6697
20849,1,N,,,7337
3664,1,N,,,2647
6021,1,N,,6,3877
19649,1,N,,,3424
5221,1,N,19373716,,5114
15146,1,N,,,3917
8805,1,N,,,4307
1097,1,N,7425852,,5534
8754,1,Y,,,8053
4737,1,N,,,
8297,1,N,,6,3620
14884,1,N,,,0
21803,1,N,,,0
19397,1,N,,,7360
8622,1,N,,,3923
20409,1,N,158400,,
2021,1,N,,,12200
15026,1,N,,6,6442
4420,1,N,,6,10050
15130,1,N,,,2584
21927,2,,,,3846
19473,1,N,,6,5132
1448,1,N,,6,0
17532,1,N,,6,2874
15436,1,N,,,3603
20068,1,N,,6,
14848,1,N,,,3004
6043,1,Y,,,8219
19153,1,N,,,10062
8170,1,N,,6,4086
6265,1,N,,,5445
10630,1,N,,,0
3788,1,N,,,4966
8149,1,N,,,6696
1475,1,N,,,0
18320,1,N,20061222,,9805
10492,2,,,6,8740
1491,1,N,,,3819
17767,1,N,,6,7571
6459,1,N,,,
11889,1,N,,,4606
715,1,N,15241880,,4755
906,1,Y,1568200,,9706
2092,1,N,,6,2852
4350,1,N,,,9890
19267,1,N,,7,8172
21657,1,N,,6,11354
3603,1,N,,,6916
10266,1,N,,6,0
3095,1,N,665500,8,9538
12404,1,N,,,2341
21866,1,N,,6,2889
13183,1,N,,6,3884
22096,1,N,,,6369
10832,1,N,,,4537
2365,1,N,1816200,6,5221
12622,2,,,,8113
21894,1,N,,,10632
17049,1,N,,99,8935
3515,2,,,6,3380
19532,1,N,,6,3586
11054,1,N,,6,2991
16506,1,N,,,12485
3633,1,N,,5,4735
7007,1,N,,,0
10248,1,N,,6,0
8200,1,N,,,0
12545,1,N,,,6697
10275,1,N,,6,7702
5935,1,N,,,6620
2456,1,N,,,
2711,1,N,17466588,,7965
19764,1,N,,,6136
13583,1,N,,,1658
8499,1,N,,6,3142
11465,1,N,,,3284
8064,1,N,,,2166
13233,1,N,,4,6189
16964,1,Y,,,0
15302,1,N,,,4379
5803,2,,8525341,,3145
19698,1,N,,0,3912
21537,1,N,,,5072
21578,1,N,,6,1570
21620,1,N,,,0
3775,1,N,,,4728
10519,1,N,,,2380
12633,1,N,,,2650
5847,1,N,,,5499
10484,1,N,8982592,6,3471
5991,1,N,,,0
17598,1,Y,9166351,,5295
20594,1,N,83200,,9604
15105,1,N,,,6592
7006,1,N,155480,,4083
6138,1,N,,6,2639
19990,1,N,,,6488
3826,2,,,,3620
21190,1,N,238120,6,8577
13192,1,N,,6,8671
20947,1,N,,6,10015
1449,1,N,,,2447
12462,1,N,6133704,6,3520
18155,1,N,,,7290
6302,1,N,,0,9109
5718,1,N,,,4769
1300,1,N,,,0
20327,1,N,,,5510
1423,1,N,,6,5712
6942,1,N,,,3689
14750,1,N,,6,0
10347,1,N,,,0
22174,1,N,,6,8930
8876,1,N,,6,2829
21613,2,,,,2608
8097,2,,,,10284
6411,1,N,,,8805
10633,1,N,,,7200
6047,1,N,,6,4596
10328,1,N,,6,5214
11653,1,Y,,,3678
5933,1,N,,6,4238
20828,1,Y,18927280,6,8856
6001,2,,,6,0
19817,1,N,,7,7807
14777,1,N,,6,2405
477,1,N,,,9153
20536,1,N,1378258,,0
9652,1,N,4132800,,4647
6958,1,N,,,
5979,1,N,,,0
12493,1,N,,6,7135
4975,2,,,,7510
17512,1,N,,6,4925
267,1,N,,,3526
6013,1,N,,,4458
547,1,N,,,5805
17624,2,,,,4200
6296,1,N,,9,2622
10804,1,N,,6,7566
4451,1,N,,6,
1386,1,N,,,12332
8912,1,N,,,0
3740,1,N,,,6960
21763,1,N,,6,2558
10069,2,,,6,3410
13320,1,N,,8,8234
2162,1,N,,6,4344
19369,1,N,,,3101
17270,2,,,,0
18347,1,N,,,5765
21488,1,N,,,0
1365,2,,,6,3131
14871,1,N,,,3229
6139,1,N,,,10306
20336,1,N,,,4049
6009,1,N,,,6950
3485,1,N,,,3702
3607,1,N,,,0
21993,1,N,,,6777
9315,1,N,,,8882
15114,1,N,,6,4545
14903,1,N,,6,0
724,2,,,,4061
6238,1,N,,,0
4515,1,N,,,5181
18658,1,N,2627700,,4804
8716,1,N,,,3988
1487,1,N,,6,3452
3650,1,N,,6,5609
14678,1,N,,,
17037,1,N,,,3855
3076,1,N,4743684,6,5159
193,1,N,,,0
