,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MAIN_INSR_AMT_SUM,EXPR_SUM,WORK_YEARS_MIN,EXPR_COUNT
6106,0,1,7,0,2,4,2007,5,43500000.0,2,24,3
6107,0,2,6,0,25,0,2011,10,10000000.0,1,24,1
6108,0,2,4,0,2,1,2004,8,220000000.0,2,2,3
6109,0,2,4,0,3,2,2011,4,125200000.0,2,14,2
6110,0,2,6,0,1,10,2013,4,148223764.0,4,1,6
6111,0,2,5,0,3,10,2016,6,153000000.0,4,14,6
6112,0,1,5,0,1,7,2009,1,216740787.0,2,4,9
6113,0,2,3,0,1,3,2006,11,92800000.0,2,1,4
6114,1,2,4,0,18,0,2009,6,108000000.0,1,8,4
6115,1,2,4,0,3,0,2007,8,390000000.0,1,8,8
6116,0,2,5,0,4,18,2009,7,154327660.0,5,22,5
6117,0,1,4,0,8,2,2004,2,50000000.0,1,4,1
6118,0,2,4,0,3,7,2014,7,1762193630.0,15,25,15
6119,1,2,5,0,9,13,2006,5,220000000.0,3,3,3
6120,0,1,4,0,10,0,2011,6,57000000.0,2,15,3
6122,0,1,5,0,1,3,2016,4,60000000.0,2,2,2
6123,1,2,4,0,3,0,2006,9,82000000.0,1,26,2
6124,0,1,3,0,9,2,2006,1,212139960.0,3,1,4
6127,1,2,5,0,2,12,2003,5,321334910.0,3,20,8
6128,0,2,4,0,8,1,2013,9,94000000.0,3,20,5
6130,0,1,4,0,12,4,2002,12,495379224.0,8,31,12
6131,0,1,5,0,8,0,2006,12,70000000.0,2,5,3
6132,0,1,6,0,12,1,2016,6,30000000.0,0,9,1
6133,0,1,4,0,12,2,2010,7,48000000.0,2,7,2
6134,0,1,5,0,2,13,2003,5,160810928.0,3,9,6
6135,0,1,5,0,6,1,2008,1,257620000.0,5,20,7
6136,0,1,6,0,7,2,2014,3,40000000.0,2,20,3
6137,0,2,5,0,24,8,2014,2,664212070.0,16,5,17
6138,0,1,6,0,8,3,2003,9,50000000.0,0,2,2
6139,0,2,4,0,18,4,2015,2,397000000.0,5,18,10
6140,0,1,3,0,2,0,2016,3,217754178.0,4,18,5
6141,0,1,6,0,7,0,2000,11,45091075.0,1,16,3
6142,0,2,5,0,12,13,2009,1,516600521.0,8,3,17
6143,0,2,3,0,1,2,2014,10,816474486.0,12,1,23
6144,0,2,5,0,9,1,2012,4,55000800.0,2,2,5
6145,0,2,4,0,3,3,2002,10,193500000.0,2,8,8
6146,0,2,3,0,3,0,2003,5,20000000.0,0,8,1
6147,0,2,4,0,12,1,2000,2,105000000.0,1,6,5
6148,0,2,6,1,3,2,2008,5,61325644.0,2,7,4
6149,0,2,5,0,3,1,2003,5,10000000.0,0,22,2
6150,0,2,5,0,2,17,2004,12,873733294.0,15,1,25
6151,0,1,4,0,8,2,2005,2,183378630.0,3,3,7
6152,0,2,5,1,1,0,2003,5,10000000.0,0,3,1
6153,0,2,4,0,1,2,2003,5,46000000.0,0,0,4
6154,0,2,5,0,2,0,2008,3,20000000.0,0,15,2
6155,0,1,4,0,1,2,2003,5,110000000.0,1,5,2
6157,0,2,5,0,9,0,2016,5,52500000.0,0,1,3
6158,0,2,4,0,8,14,2010,2,224160316.0,5,1,11
6159,0,1,4,0,2,0,2002,11,150000000.0,2,1,2
6160,0,2,4,0,9,2,2003,5,106000000.0,2,9,4
6161,0,2,3,0,9,1,2005,3,62555110.0,2,4,2
6162,0,1,4,0,1,0,2008,5,10000000.0,0,3,1
6163,0,1,6,0,2,10,2007,6,81226010.0,5,22,5
6164,0,1,5,0,9,0,2010,6,130000000.0,3,22,3
6165,0,1,6,0,8,0,2010,5,40000000.0,1,30,2
6166,0,2,5,0,12,3,2004,11,426846900.0,12,13,23
6167,0,1,5,0,2,2,2003,7,50000000.0,1,14,1
6168,0,2,4,0,3,1,2009,1,150000000.0,2,1,2
6169,0,2,5,0,3,8,2003,10,338862370.0,8,13,16
6170,0,2,5,0,8,1,2013,1,95000000.0,3,14,5
6171,0,2,4,0,3,1,2004,3,622168123.0,4,0,10
6172,0,1,4,1,9,0,2014,3,50000000.0,0,1,1
6173,0,2,4,0,3,3,2014,8,24000000.0,0,1,2
6175,0,1,4,0,15,3,2015,8,160000000.0,3,19,3
6176,0,1,6,0,8,2,2016,5,30000000.0,0,1,1
6177,0,2,4,1,3,3,2016,6,191600000.0,2,1,9
6178,0,2,6,0,1,6,2014,12,230200000.0,4,5,9
6179,0,2,3,0,3,0,2004,3,60000000.0,1,16,2
6180,0,2,4,0,3,1,2008,6,400000000.0,3,1,3
6181,0,2,4,1,9,13,2013,12,879326060.0,19,10,25
6182,0,2,4,0,9,2,2004,9,88000000.0,1,2,3
6183,0,1,7,0,7,2,2001,3,515020000.0,6,2,22
6184,0,2,4,0,3,0,2004,7,50000000.0,1,1,2
6185,0,2,6,0,3,1,2003,5,20000000.0,0,17,2
6186,0,1,4,0,24,1,2003,5,25000000.0,1,17,1
6187,0,1,5,0,8,0,2015,6,80000000.0,3,1,3
6188,0,2,4,0,3,2,2008,2,82000000.0,2,14,3
6189,0,1,4,0,13,0,2013,3,183200000.0,3,14,3
6190,0,1,3,0,8,1,2006,3,60000000.0,2,11,2
6191,0,2,5,0,2,4,2014,12,74680000.0,2,12,4
6192,0,1,3,0,8,3,2016,6,135000000.0,2,17,4
6193,0,2,3,1,24,1,2006,10,319645160.0,5,1,7
6194,0,1,6,0,25,2,2016,6,98600000.0,5,27,7
6195,0,2,5,0,1,13,2016,5,851000000.0,12,23,23
6196,1,2,5,0,9,3,2014,10,362500000.0,4,0,10
6197,0,2,4,0,2,1,2007,9,90000000.0,1,2,3
6198,0,1,4,0,1,4,2012,7,124740000.0,2,20,6
6199,0,1,5,0,2,0,2013,11,68400000.0,2,10,2
6200,0,1,4,0,1,0,2011,1,160000000.0,2,14,3
6201,0,2,5,0,3,1,2016,5,250000000.0,3,25,3
6202,0,1,3,0,6,4,2012,3,562000000.0,3,4,3
6203,0,2,6,0,2,2,2006,9,40000000.0,1,2,1
6204,0,2,5,0,3,15,2011,10,319000000.0,10,1,10
6205,1,2,5,0,2,2,2011,1,199946000.0,6,6,6
6206,0,2,6,0,3,0,2015,12,120000000.0,1,2,2
6207,0,2,5,0,7,1,2003,5,70000000.0,1,6,5
6208,0,1,5,0,13,2,2011,12,70000000.0,2,1,2
6210,0,2,3,0,3,4,2011,4,265000000.0,4,1,6
6211,0,2,5,0,9,0,2007,12,80000000.0,2,28,2
6212,0,1,3,0,8,2,2007,10,100000000.0,2,4,3
6213,0,2,4,0,3,4,2009,1,127000000.0,5,10,5
6214,0,2,6,0,18,2,2016,3,220971223.0,7,1,8
6215,0,1,5,0,7,3,2014,11,145547000.0,3,13,7
6216,0,1,4,0,8,3,2012,1,350535050.0,5,1,11
6218,0,2,5,0,3,4,2016,6,110000000.0,2,3,2
6219,0,2,4,0,3,7,2016,6,319000000.0,4,5,4
6220,0,1,6,0,7,1,2011,9,251375060.0,7,2,7
6221,0,2,4,0,3,1,2003,5,62771392.0,0,2,5
6222,0,2,4,0,10,13,2011,12,208000000.0,2,2,2
6223,0,2,6,0,3,8,2013,8,212500000.0,1,6,6
6224,0,2,4,0,24,0,2016,5,24781640.0,3,2,3
6225,0,2,5,0,3,4,2016,2,220231924.0,7,3,9
6226,0,2,3,0,3,1,2016,6,303362460.0,6,4,8
6227,0,1,3,0,9,0,2016,6,220000000.0,6,4,6
6228,0,2,5,0,3,0,2016,6,20000000.0,2,6,2
6229,0,1,3,0,18,8,2004,12,391306567.0,6,1,8
6230,1,1,5,0,7,0,2002,12,20000000.0,0,8,1
6231,0,1,5,0,2,2,2015,6,459807420.0,3,1,9
6232,0,2,4,0,3,7,2016,2,369451213.0,8,10,15
6233,0,1,6,0,25,0,2002,2,80199680.0,2,10,9
6234,0,1,5,0,18,0,2009,2,25000000.0,0,3,2
6235,0,2,6,0,3,14,2011,1,644692510.0,11,0,17
6236,0,2,5,0,2,1,2001,9,30000000.0,0,7,2
6237,1,2,5,0,3,5,2005,4,451500000.0,5,17,10
6240,0,2,5,0,3,0,2003,5,10000000.0,0,2,1
6241,0,2,4,0,3,1,2006,2,74000000.0,1,1,2
6242,0,2,6,1,3,4,2003,4,154000000.0,1,3,5
6243,0,1,4,0,1,3,2016,6,120000000.0,2,2,2
6244,0,2,5,1,3,3,2003,4,94577259.0,1,0,5
6245,0,2,6,0,9,2,2003,5,50000000.0,1,4,1
6246,0,2,4,0,3,1,2016,4,142745760.0,3,1,4
6247,0,2,4,1,1,11,2011,6,378500000.0,8,1,11
6248,0,2,5,0,19,6,2003,4,223380084.0,6,1,13
6249,0,1,5,0,7,4,2003,5,70000000.0,1,9,1
6250,0,2,4,0,24,1,2002,10,220000000.0,3,2,5
6251,0,1,4,0,8,1,2011,12,116100000.0,3,0,5
6252,0,2,3,0,21,0,2003,5,10100000.0,0,6,2
6253,0,2,5,0,3,5,2016,8,73016000.0,0,4,3
6254,0,2,5,0,3,0,2003,5,20000000.0,0,3,1
6255,0,1,6,0,8,2,2006,12,140000000.0,3,15,4
6256,0,2,6,0,3,14,2003,4,322417536.0,3,20,15
6257,0,1,4,0,8,16,2012,12,680800000.0,11,17,13
6258,0,1,4,0,2,4,2003,8,292400000.0,4,8,4
6259,0,1,6,0,8,5,2006,9,265000000.0,5,6,10
6260,0,1,5,0,9,4,2001,10,188075226.0,1,0,6
6261,0,2,4,0,18,10,2015,6,530840244.0,9,4,12
6262,0,1,6,0,1,5,2005,10,138000000.0,3,15,3
6263,0,2,5,0,2,4,2004,5,140000000.0,2,2,4
6264,0,2,5,0,1,5,2005,9,100000000.0,2,7,2
6265,0,2,5,0,19,0,2004,2,8000000.0,0,1,1
6266,0,2,5,0,3,1,2008,3,56000000.0,0,4,5
6267,0,2,4,0,2,3,2009,5,152000000.0,2,2,6
6268,0,2,5,0,19,2,2010,10,90000000.0,2,17,5
6270,0,2,4,0,9,3,2016,6,226099379.0,5,7,7
6271,0,2,5,0,9,6,2013,1,238734880.0,6,6,11
6273,0,1,4,0,8,6,2004,12,310000000.0,2,5,8
6274,0,2,5,0,3,8,2010,9,177200000.0,3,4,4
6275,0,2,4,0,1,1,2007,12,56000000.0,1,1,3
6276,0,2,7,0,2,4,2015,8,45000000.0,0,13,1
6277,0,2,5,0,2,14,2003,5,305607956.0,5,12,12
6278,1,1,4,0,15,1,2005,12,40000000.0,1,17,1
6279,1,1,4,0,8,12,2009,4,705945528.0,9,1,10
6280,0,1,5,0,2,3,2013,1,100000000.0,2,1,2
6281,0,1,3,0,9,1,2003,3,180000000.0,3,4,4
6282,1,1,5,0,1,0,2016,6,30000000.0,0,10,1
6283,0,2,4,0,9,0,2006,9,32600000.0,2,4,2
6284,0,2,6,0,25,3,2006,7,157000000.0,3,3,6
6285,0,2,5,0,2,4,2006,8,135000000.0,2,3,3
6287,0,2,3,0,15,1,2008,12,50000000.0,1,26,1
6288,0,1,7,0,7,1,2003,5,10000000.0,0,26,1
6289,0,2,4,0,3,0,2009,8,5000000.0,0,1,1
6291,0,1,5,0,8,0,2003,5,62000000.0,1,0,4
6292,0,2,6,0,2,0,2016,6,13000000.0,1,2,3
6293,0,1,4,0,8,2,2016,6,110000000.0,2,4,3
6294,0,2,5,0,3,3,2013,4,75407325.0,1,1,4
6295,1,1,5,0,1,0,1998,5,135000000.0,2,0,5
6296,0,2,6,0,3,0,2003,5,10000000.0,0,13,1
6297,0,1,4,0,1,0,2014,11,473305310.0,9,3,13
6298,0,2,5,0,3,1,1999,11,84000000.0,0,1,5
6299,0,1,6,0,19,3,2007,2,68000000.0,2,5,3
6300,0,2,6,0,8,1,2016,6,32000000.0,1,3,2
6301,0,1,5,0,1,1,2003,5,60200000.0,0,9,5
6303,0,2,5,0,3,4,2002,3,142485464.0,0,3,10
6305,0,2,5,0,9,2,2007,1,87183020.0,2,2,6
6306,0,2,4,0,1,2,2008,5,229774614.0,3,8,3
6307,0,2,6,0,3,0,2001,7,130000000.0,4,11,5
6308,0,2,4,0,3,1,2003,5,113149398.0,2,2,6
6309,0,1,5,0,1,0,2003,5,26000000.0,0,1,3
6310,0,2,4,0,1,0,2003,5,60000000.0,1,9,2
6311,0,2,4,0,3,2,2012,8,135759350.0,2,1,5
6312,0,1,6,0,25,2,2004,1,20000000.0,0,21,1
6313,0,2,5,0,9,0,2003,5,50000000.0,1,4,1
6314,0,1,6,0,8,2,2003,5,70000000.0,0,0,2
6315,0,2,5,0,3,3,2003,5,70000000.0,1,3,2
6316,0,2,4,0,9,4,2016,6,170000000.0,3,3,5
6317,0,2,4,0,3,1,2006,4,233000000.0,1,2,6
6318,0,2,4,0,2,5,2005,12,117000000.0,3,3,4
6319,0,2,5,0,8,0,2016,6,100000000.0,3,8,4
6320,0,2,6,1,3,14,2001,2,381041579.0,5,2,17
6321,0,2,4,0,3,0,2015,11,56000000.0,1,1,4
6322,0,1,5,0,2,26,2004,9,590509371.0,9,3,19
6323,1,1,6,0,1,3,2003,1,179911600.0,5,12,7
6324,0,2,4,0,5,1,2004,3,60000000.0,1,12,2
6325,0,2,3,0,2,1,2013,3,111668000.0,2,8,7
6326,0,2,5,0,3,8,2015,2,360863800.0,11,1,16
6327,0,2,4,0,3,1,2013,2,68299630.0,2,15,3
6328,0,2,4,0,3,3,2015,6,125000000.0,2,15,3
6329,0,2,5,0,3,0,2008,2,150145400.0,3,16,4
6330,0,2,4,0,3,0,2003,5,111000000.0,1,21,2
6331,0,2,5,0,2,1,2012,4,188600000.0,5,13,9
6332,0,1,4,0,1,1,2015,8,2192769957.0,42,14,60
6333,0,1,5,0,8,1,2003,4,372047270.0,6,8,17
6334,0,1,5,0,8,0,2005,6,141800000.0,2,6,4
6335,0,2,3,0,3,2,2008,4,110000000.0,2,10,2
6336,0,1,5,0,8,2,2005,2,28400000.0,1,14,2
6337,0,1,4,0,2,1,2005,3,20000000.0,0,2,2
6339,0,1,6,0,25,41,2003,2,646290850.0,6,6,21
6340,0,2,7,0,3,3,2005,3,70000000.0,1,5,2
6341,1,2,5,0,3,6,2004,10,424983120.0,9,0,16
6342,0,1,4,0,5,3,2016,6,114000000.0,3,7,4
6343,0,2,6,0,2,13,2014,6,543000000.0,5,1,8
6344,0,2,3,0,3,2,2012,11,279123319.0,3,1,3
6345,0,1,4,0,2,2,2007,6,55503640.0,2,2,3
6347,0,1,5,0,1,5,2016,5,1525965016.0,27,7,33
6348,0,1,4,0,6,3,2014,4,226041350.0,6,22,8
6349,0,1,7,0,9,1,2003,5,45000000.0,0,0,3
6350,0,2,5,0,2,7,2011,11,320000000.0,6,17,8
6351,0,2,5,0,9,3,2011,12,30000000.0,0,21,2
6352,0,1,6,0,13,0,2010,1,4000000.0,0,2,1
6353,0,2,3,0,3,1,2003,5,67071429.0,1,27,3
6354,1,1,5,0,1,0,2006,7,60000000.0,0,11,2
6355,0,2,3,0,3,2,2008,9,120000000.0,4,2,4
6356,0,1,6,0,2,1,1998,8,69900000.0,2,0,5
6357,0,2,5,0,3,1,2008,9,258092440.0,3,2,9
6358,0,2,6,0,2,4,2008,2,230000000.0,4,1,5
6360,0,1,5,0,1,3,2004,2,211991560.0,3,3,6
6361,0,2,5,0,3,0,2014,7,30000000.0,0,26,3
6362,0,2,4,0,8,3,2013,4,190000000.0,5,26,5
6364,0,1,7,0,12,0,2016,6,30000000.0,0,16,1
6365,0,2,3,0,3,1,2015,10,80000000.0,1,1,3
6366,0,2,5,0,8,0,2010,6,35000000.0,1,1,2
6367,1,1,5,0,9,0,2016,6,15000000.0,0,2,2
6368,0,1,7,0,7,1,2003,6,63797210.0,2,23,4
6369,1,1,6,0,7,3,2007,3,48000000.0,3,18,3
6370,0,2,4,0,3,1,2006,8,60000000.0,2,3,2
6371,0,2,5,0,8,2,2006,9,60000000.0,1,1,3
6372,0,2,6,0,13,15,2013,4,165000000.0,3,1,5
6374,0,1,6,0,8,1,2007,3,781571514.0,4,0,20
6375,0,1,3,0,2,0,2013,12,95000000.0,2,1,2
6376,0,1,6,0,8,14,2016,6,363400000.0,6,5,8
6378,0,2,4,0,3,2,2006,4,302749690.0,7,3,15
6379,0,2,4,0,3,0,2003,6,20000000.0,0,7,2
6380,0,2,4,0,3,7,2003,3,190000000.0,2,6,8
6381,0,2,5,0,3,1,2011,5,90000000.0,1,0,5
6382,0,1,5,0,1,1,2003,5,43100000.0,0,5,5
6384,0,1,4,0,8,2,2003,5,20000000.0,0,1,1
6385,0,2,4,0,3,5,2012,4,168000000.0,2,5,6
6387,0,2,4,0,1,6,2003,7,210000000.0,2,3,3
6388,1,2,5,0,3,1,2006,4,60000000.0,1,1,3
6389,0,1,4,0,15,0,2003,5,40000000.0,0,5,2
6390,0,2,6,0,9,4,2000,10,184395881.0,1,1,9
6391,0,2,6,0,3,0,1999,12,35000000.0,0,17,3
6392,0,2,5,0,2,53,2011,4,891600000.0,9,3,13
6393,0,1,6,0,8,2,2003,4,38000000.0,1,28,2
6394,0,2,5,0,3,2,2010,5,68000000.0,1,0,4
6395,0,1,5,0,9,1,2003,5,87284688.0,1,0,3
6396,0,2,4,0,24,0,2010,2,191069770.0,4,2,8
6397,0,1,5,0,15,6,2003,4,644000000.0,11,7,13
6398,0,1,5,0,1,1,2009,2,106848523.0,3,1,7
6399,0,1,5,0,1,9,2000,12,210000000.0,2,0,6
6400,0,2,3,0,24,2,2009,1,143000000.0,2,3,3
6401,0,2,6,0,8,2,2004,5,79000000.0,0,2,4
6403,0,2,5,0,16,7,2009,2,403000000.0,4,4,6
6405,0,2,6,0,3,1,2003,5,15000000.0,0,8,1
6406,0,2,4,0,3,3,2005,5,131883390.0,2,2,4
6407,0,2,5,0,3,2,2015,11,199100000.0,4,3,5
6408,0,2,5,0,2,3,2003,6,200244950.0,5,26,6
6409,0,2,6,0,24,4,2016,5,112800000.0,6,14,6
6410,0,2,6,0,2,7,2003,4,282599570.0,3,14,10
6411,0,1,6,0,2,2,2003,8,96000000.0,2,0,4
6412,1,2,5,0,3,2,2005,3,99000000.0,2,3,4
6413,0,2,3,0,3,2,2005,7,30000000.0,0,10,1
6414,0,2,6,0,1,1,2005,3,30000000.0,1,8,2
6415,0,1,5,0,2,3,2006,9,104300000.0,2,10,4
6416,0,2,4,0,9,5,2011,12,341853640.0,6,1,11
6417,0,2,5,0,3,0,2003,5,50000000.0,1,9,1
6418,0,1,4,0,10,3,2003,5,240000000.0,2,25,4
6419,0,2,4,0,3,3,2006,7,120000000.0,1,1,2
6420,0,2,5,0,2,9,2013,4,652100000.0,5,17,9
6421,1,1,6,0,1,1,2009,1,40000000.0,1,1,1
6422,0,1,4,0,8,2,2015,2,162381080.0,9,5,9
6423,0,2,5,0,9,2,2008,5,186400000.0,3,13,5
6424,0,2,4,0,3,2,2015,11,250000000.0,6,1,6
6425,0,1,3,0,8,0,2004,10,8400000.0,0,3,1
6426,0,2,4,0,1,1,2012,4,90000000.0,2,1,4
6427,0,2,7,0,2,7,2007,8,154997050.0,2,11,11
6428,0,2,4,0,3,1,2005,12,50003890.0,2,3,2
6429,1,2,3,0,24,2,2009,3,340000000.0,6,2,7
6430,0,2,5,0,9,1,2008,4,90000000.0,2,16,2
6431,0,2,5,0,12,0,2016,6,80000000.0,3,12,4
6432,0,2,5,0,9,9,2005,11,208938043.0,5,25,5
6433,0,2,5,0,9,3,2008,4,169555750.0,7,16,8
6434,1,1,4,0,1,0,2016,6,10000000.0,0,4,1
6435,0,1,4,0,8,1,2005,12,30000000.0,1,2,1
6436,0,2,5,0,9,1,2016,6,30000000.0,1,24,1
6437,0,1,6,0,8,9,2012,12,310000000.0,7,24,7
6438,1,1,5,0,1,0,2007,2,156900370.0,2,1,5
6439,0,2,5,0,3,5,2002,7,190904000.0,3,5,7
6440,0,2,5,0,9,1,2003,10,150000000.0,1,3,6
6441,0,2,4,0,9,4,2016,5,185000000.0,5,1,8
6442,0,2,4,0,3,2,2012,2,153000000.0,2,18,8
6444,0,2,5,0,2,0,2004,9,299441338.0,5,1,10
6445,0,2,3,0,15,1,2005,5,170000000.0,2,2,2
6446,0,2,3,0,3,1,2016,6,532000000.0,3,3,3
6447,0,2,4,0,19,4,2007,1,359833300.0,7,2,13
6448,0,2,4,0,3,2,2014,12,866400000.0,10,2,16
6449,0,2,6,0,25,2,2016,6,86000000.0,0,2,5
6450,0,2,5,1,3,6,2000,6,680524930.0,7,0,33
6451,0,1,6,0,8,11,2013,10,155373115.0,3,21,3
6452,0,2,4,0,3,3,2011,9,238240960.0,5,0,6
6453,0,2,4,0,3,3,2003,5,60000000.0,1,22,2
6454,0,2,5,0,3,2,2004,9,37500000.0,0,1,4
6455,0,2,4,0,3,1,2001,2,113457000.0,3,1,5
6456,0,2,4,1,9,1,2016,5,131000000.0,3,1,7
6457,0,2,5,0,3,2,2003,5,30000000.0,0,1,3
6458,0,2,3,0,3,0,2003,5,10000000.0,0,12,1
6459,0,1,5,0,8,6,2014,10,291000000.0,4,7,5
6460,0,2,5,0,3,0,2003,4,60000000.0,1,8,2
6463,0,2,6,0,3,2,2003,5,116000000.0,2,3,3
6464,0,1,5,0,8,2,2004,10,32942120.0,2,4,2
6466,0,2,3,0,3,1,2005,4,75950680.0,2,2,4
6467,0,2,6,0,3,2,1998,4,176000000.0,3,11,10
6468,0,2,5,0,4,8,2013,8,114000000.0,3,5,3
6469,0,2,4,0,3,6,2012,10,460000000.0,5,7,13
6471,0,2,4,1,9,7,2009,8,362293168.0,6,3,13
6472,0,2,5,0,19,6,2013,11,327000000.0,5,1,5
6473,0,1,6,0,2,1,2005,1,60000000.0,3,15,3
6474,0,2,4,0,3,2,2015,7,126000000.0,4,15,5
6475,1,2,5,0,1,3,2001,11,284316155.0,4,3,10
6476,0,1,4,0,8,6,2008,3,155100000.0,2,5,6
6477,0,2,4,0,8,7,2016,6,211000000.0,3,6,7
6478,0,2,4,0,18,6,2015,6,237600000.0,6,6,8
6479,1,1,6,0,8,2,2009,9,70406430.0,4,5,5
6480,0,1,5,0,6,0,2006,12,206000000.0,5,16,5
6481,0,1,6,0,6,0,2016,6,71800000.0,1,1,3
6482,1,2,5,0,9,2,2004,6,212670140.0,4,1,5
6483,0,1,4,0,2,0,2006,6,608000000.0,8,2,11
6484,0,2,6,0,3,1,2004,9,32000000.0,0,20,3
6485,0,2,6,1,1,5,2007,2,237272454.0,11,1,14
6486,0,2,3,0,2,5,2005,9,103000000.0,3,2,3
6487,0,2,4,0,3,4,2009,6,412914183.0,8,1,12
6488,0,2,4,0,17,12,2016,3,613767846.0,13,22,20
6489,0,2,4,0,24,8,2014,10,623749917.0,10,3,11
6490,0,1,6,0,6,0,2011,8,197800000.0,6,1,7
6491,0,2,3,0,8,0,2007,10,10000000.0,0,2,1
6492,0,1,6,0,8,1,2005,3,15000000.0,0,2,1
6493,0,1,5,0,8,5,2006,6,90000000.0,3,2,3
6494,0,1,5,0,6,4,2005,7,200676490.0,4,17,8
6495,0,1,5,0,8,0,2001,8,40000000.0,2,1,3
6496,0,2,5,0,2,11,2007,7,246782650.0,6,1,9
6497,0,2,4,0,3,22,2015,11,381685495.0,10,6,20
6498,0,1,6,0,2,1,2004,9,51040770.0,3,7,3
6500,1,2,4,0,2,7,2010,6,604031805.0,9,1,13
6501,0,2,6,0,3,1,2016,6,150000000.0,0,5,4
6502,0,2,4,0,3,11,2011,10,250200000.0,5,15,6
6503,0,2,4,0,3,17,2014,5,2082235861.0,9,11,9
6504,0,1,5,0,9,3,2016,6,10000000.0,0,1,2
6506,0,2,5,0,3,1,2003,5,60000000.0,1,1,2
6507,1,2,5,0,3,1,1999,9,132400000.0,1,2,7
6508,0,2,5,0,2,6,2010,11,431340900.0,14,15,17
6509,0,2,5,0,3,0,2012,3,25000000.0,1,1,1
6510,0,1,4,0,6,0,2014,7,80000000.0,1,3,4
6512,0,1,6,0,8,1,2016,3,92500000.0,1,2,4
6513,0,2,7,1,3,18,2002,8,601003464.0,5,1,30
6514,0,2,7,0,9,3,2003,5,31021000.0,0,15,3
6515,0,1,7,0,25,1,2003,5,10000000.0,0,5,1
6516,0,2,4,0,1,1,2000,3,55800000.0,0,5,5
6517,0,1,4,0,8,0,1998,8,40000000.0,0,0,2
6519,0,2,5,1,19,1,1999,12,35735027.0,0,0,5
6521,1,2,4,0,3,2,2011,8,207000000.0,2,1,7
6523,0,2,6,0,3,2,2027,5,9724558.0,0,8,2
6524,0,2,5,0,3,2,2001,8,100000000.0,1,9,2
6525,0,2,6,0,3,0,2008,9,130000000.0,2,0,5
6526,0,2,5,0,2,1,2003,10,74000000.0,0,11,5
6527,0,2,4,0,15,1,2006,5,50000000.0,0,1,4
6528,0,1,5,0,1,15,2011,12,65000000.0,1,0,2
6529,0,1,5,0,9,3,2003,5,156000000.0,3,3,4
6530,0,1,4,0,2,0,2015,3,284740157.0,4,2,4
6532,0,2,5,0,3,1,2016,4,51000000.0,1,18,2
6534,0,2,6,0,3,1,2003,7,30000000.0,0,16,1
6535,0,2,5,0,3,8,2014,1,915594470.0,19,1,32
6536,0,2,4,0,14,6,2003,5,280000000.0,6,1,8
6537,0,2,4,1,18,4,2008,1,242000000.0,3,19,7
6538,1,2,5,0,3,5,2004,5,180000000.0,2,1,6
6539,0,1,3,0,9,1,2010,6,325000000.0,3,1,4
6540,0,2,5,0,3,0,2010,6,85000000.0,3,18,3
6541,0,2,4,0,19,2,2004,8,131122410.0,3,9,4
6542,0,1,4,0,8,3,2004,10,105101735.0,2,3,7
6543,0,2,6,1,3,3,2014,9,95000000.0,2,18,2
6544,0,1,4,0,8,2,2006,7,103734730.0,4,5,6
6545,0,2,5,0,3,5,2005,9,100000000.0,2,1,3
6546,0,2,4,0,2,10,2007,12,753397340.0,16,2,18
6547,0,2,5,0,3,1,2010,11,100000000.0,3,4,5
6548,0,2,4,0,15,2,2006,11,213600000.0,4,1,8
6549,0,2,3,0,3,3,2016,6,138000000.0,3,22,5
6550,0,2,4,0,3,3,2007,5,390000000.0,8,2,10
6551,0,2,4,0,10,2,2009,6,175000000.0,6,3,7
6552,0,2,6,0,3,4,2006,8,64000000.0,3,12,3
6553,0,2,5,0,3,0,2013,3,173582160.0,2,7,6
6554,1,2,5,0,16,3,2010,10,175000000.0,3,15,3
6555,0,2,6,1,25,5,2007,11,450846000.0,6,1,13
6557,0,1,5,0,8,1,2006,12,45000000.0,2,17,2
6558,0,2,4,0,3,1,2012,6,100000000.0,2,15,2
6559,0,2,5,0,12,4,2007,2,130000000.0,3,15,3
6560,0,2,6,0,2,0,2007,3,40000000.0,2,3,2
6561,0,1,4,0,1,4,2011,6,95000000.0,3,3,5
6562,0,2,3,0,2,1,2014,2,122000000.0,3,12,3
6563,0,2,5,0,1,2,2009,6,230000000.0,4,19,5
6565,0,2,5,0,3,1,2014,9,40000000.0,2,3,2
6566,0,1,4,0,8,0,2016,6,50000000.0,0,10,1
6567,0,2,5,0,3,0,2016,6,30000000.0,2,17,2
6568,0,2,4,0,3,18,2015,6,897200000.0,8,3,8
6569,0,2,5,0,9,1,2000,7,91117287.0,2,9,3
6570,0,2,5,0,3,15,2013,1,205400000.0,3,12,3
6571,0,2,4,0,19,0,2016,6,50000000.0,1,1,1
6572,0,2,5,0,19,3,2014,12,455000000.0,4,1,6
6573,0,1,6,0,8,10,2003,5,127500069.0,3,8,6
6574,0,2,3,0,1,0,2015,1,162000000.0,3,8,4
6575,0,1,3,0,8,0,2016,5,50000000.0,2,1,2
6577,0,1,5,0,1,1,2003,5,50601566.0,0,2,3
6578,0,2,5,0,18,4,2003,5,126000000.0,1,8,5
6579,0,2,5,1,2,3,2010,2,456494000.0,6,1,9
6580,0,1,5,0,8,4,2003,5,142000000.0,1,1,4
