,INCB_DVSN,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
7543,1,1,1,6,0,2,4,1,4,2000,9,2002,4,1562500.0,139450000.0,670154.0,2,0.0,8,8,8
7544,1,0,2,7,0,1,3,1,1,2003,6,2008,4,700000.0,40000000.0,113100.0,0,0.0,8,8,2
7545,1,1,1,5,0,1,1,1,0,2000,6,2005,5,500000.0,30000000.0,170400.0,0,0.0,8,8,2
7546,1,0,1,4,0,8,4,1,6,2003,6,2002,10,1300000.0,120884794.0,3949106.0,2,0.0,12,1,5
7548,1,0,2,7,0,3,1,1,3,2003,6,2003,5,2250000.0,135000000.0,474298.0,2,0.0,7,5,4
7549,1,0,1,4,0,6,0,1,0,2003,6,2005,4,2000000.0,20000000.0,59600.0,0,0.0,13,13,1
7550,1,0,1,5,0,10,3,1,1,2003,6,2003,5,1900000.0,70000000.0,177600.0,1,0.0,13,13,2
7551,1,0,1,5,0,8,1,1,0,2003,6,2003,6,0.0,8000000.0,31700.0,0,17.0,3,3,1
7552,2,0,2,6,0,25,10,1,13,2003,6,2013,4,2702941.1764705884,647500000.0,2877515.0,10,1.4705882352941178,32,32,17
7553,1,1,2,5,0,9,0,1,0,2003,6,2015,7,2000000.0,30000000.0,37214.0,0,0.0,10,10,1
7554,1,1,2,5,0,3,1,1,3,2003,6,2004,11,383333.3333333333,134000000.0,337820.0,2,1.6666666666666667,10,10,3
7555,1,0,1,5,0,2,1,1,1,1999,12,2003,12,500000.0,50000000.0,169300.0,1,0.0,4,4,1
7556,1,0,1,4,0,2,5,1,4,2004,1,2010,12,2043750.0,348000000.0,1383590.0,4,1.125,13,10,8
7557,1,0,2,4,0,3,3,1,3,2002,5,2005,1,1981250.0,211000000.0,464750.0,2,0.0,9,9,8
7558,1,0,2,5,0,3,0,1,2,2003,6,2004,2,1100000.0,40153000.0,268627.0,1,0.0,4,4,2
7559,2,1,2,4,1,3,3,1,3,1996,9,2005,12,3750000.0,92000000.0,623300.0,2,1.0,16,16,4
7560,1,0,2,4,0,3,3,1,1,2003,6,2016,2,2328571.4285714286,185358000.0,532003.0,3,0.8571428571428571,24,3,7
7561,1,0,2,5,0,3,4,1,39,2001,8,2013,11,3166666.6666666665,122400000.0,563670.0,4,1.1666666666666667,11,11,6
7562,2,0,2,6,0,3,0,1,0,2003,6,2005,2,1500000.0,7000000.0,51030.0,0,14.0,13,13,1
7564,2,0,1,5,0,13,4,1,3,2003,6,2007,3,2033333.3333333333,164051910.0,4885100.0,4,1.6666666666666667,30,3,6
7565,1,0,2,5,0,7,1,1,1,2000,4,2008,3,1500000.0,30000000.0,164420.0,1,0.0,16,16,1
7566,2,0,1,4,0,8,0,1,0,2003,6,2012,4,1066666.6666666667,51000000.0,137610.0,1,0.0,17,0,3
7567,2,0,2,3,0,3,1,1,1,2003,6,2009,3,975000.0,80000000.0,4423812.0,2,0.0,29,29,2
7568,1,0,1,5,0,8,1,1,1,2003,6,2008,7,2666666.6666666665,100000000.0,444080.0,3,1.6666666666666667,17,1,3
7569,1,0,1,5,0,8,8,1,6,2003,6,2006,1,3000000.0,122600000.0,30633452.0,5,0.8,3,3,5
7570,1,0,2,6,0,7,3,1,3,2005,11,2007,2,2000000.0,51000000.0,311810.0,3,1.3333333333333333,3,3,3
7571,1,0,2,7,0,25,1,1,1,2001,7,2006,3,2000000.0,15000000.0,115770.0,1,1.0,19,19,1
7572,1,0,1,6,0,8,0,1,0,2003,6,2003,8,0.0,10000000.0,46250.0,0,0.0,4,4,1
7573,2,0,2,5,0,9,2,1,1,2003,6,2002,10,1000000.0,29000000.0,185700.0,0,0.0,28,28,2
7574,1,0,1,5,0,8,2,1,1,2003,6,2003,5,1200000.0,177000000.0,417700.0,3,0.0,10,10,5
7575,1,0,2,5,0,6,58,1,51,2003,6,2008,6,9036842.10526316,968254705.0,63674842.0,9,0.5789473684210527,12,11,19
7576,1,0,2,5,0,3,0,1,0,2003,6,2005,9,2500000.0,10000000.0,34700.0,0,0.0,5,5,1
7577,1,0,2,6,0,2,2,1,3,2003,6,2000,12,1166666.6666666667,48000000.0,443700.0,1,0.0,2,1,3
7579,1,0,2,5,0,3,0,1,0,2003,6,2003,6,2000000.0,44000000.0,91800.0,0,0.0,3,3,2
7580,1,0,2,5,0,3,4,1,6,2002,2,2002,7,2125000.0,193663000.0,788572.0,2,3.125,18,2,8
7581,2,0,2,5,1,9,184,1,254,1995,6,2015,6,8984259.25925926,5537517076.0,251418018.0,125,0.2345679012345679,22,22,162
7584,1,0,2,6,1,1,1,1,0,1997,3,2003,7,0.0,8000000.0,27640.0,0,7.0,3,3,1
7585,1,0,2,5,0,3,1,1,1,2003,6,2013,9,175000.0,60000000.0,103550.0,0,0.5,5,5,2
7586,1,0,2,6,0,25,4,1,5,2003,6,2003,11,1750000.0,37847203.0,615250.0,1,0.75,6,6,4
7587,2,0,1,4,0,1,3,1,4,2004,3,2016,4,4000000.0,150000000.0,452561.0,4,0.2,18,18,5
7588,1,0,2,4,0,3,0,1,0,1998,11,2011,6,3000000.0,30000000.0,80200.0,1,0.0,4,4,1
7589,2,0,2,5,0,6,6,1,4,2004,12,2005,2,2500000.0,190000000.0,638580.0,3,0.6666666666666666,19,19,3
7590,2,0,2,4,0,1,2,1,1,2003,6,2016,6,1800000.0,158733530.0,1290872.0,3,0.1666666666666666,19,2,6
7592,2,0,2,6,0,3,2,1,3,2003,6,2016,6,2500000.0,39000000.0,310036.0,1,1.5,18,18,2
7593,1,0,2,5,0,3,0,1,0,2005,9,2016,6,3000000.0,60000000.0,108780.0,0,0.0,1,1,2
7594,1,0,2,5,0,7,0,1,3,2005,7,2007,11,5000000.0,70000000.0,351990.0,2,9.0,6,6,2
7595,2,0,1,3,0,1,2,1,2,2006,7,2007,5,3000000.0,100000000.0,222900.0,1,1.0,22,22,1
7596,1,0,1,3,0,2,0,1,2,2003,6,2009,5,1600000.0,48000000.0,236900.0,2,2.5,16,16,2
7599,2,0,2,4,0,3,1,1,1,2000,7,2007,2,5000000.0,30000000.0,120400.0,1,1.0,15,15,1
7600,1,0,1,5,0,6,5,1,7,2002,5,2012,3,3000000.0,76000000.0,580519.0,2,2.0,18,5,2
7601,1,0,1,4,0,20,3,1,4,2003,6,2012,4,4000000.0,72000000.0,417314.0,2,0.0,1,1,2
7602,3,1,2,5,0,9,1,1,0,2001,3,2004,11,1000000.0,30000000.0,112800.0,0,0.0,10,0,2
7603,2,0,1,3,0,8,0,1,1,2002,11,2009,1,1000000.0,30000000.0,119950.0,1,2.0,12,12,1
7604,1,0,2,3,0,5,3,1,4,2007,7,2007,8,1500000.0,68000000.0,416700.0,2,0.0,1,1,2
7605,1,0,2,3,0,15,0,1,0,2008,12,2008,12,3000000.0,50000000.0,87292.0,1,0.0,20,20,1
7606,1,1,1,5,0,9,0,1,0,2005,5,2011,8,2000000.0,75000000.0,98740.0,0,0.0,5,2,2
7607,1,0,2,4,0,3,2,1,2,2009,2,2016,6,2500000.0,70000000.0,302339.0,2,0.0,6,6,2
7608,1,0,2,3,0,3,1,1,3,2009,2,2012,11,2375000.0,110000000.0,246223.0,3,1.0,6,6,4
7610,1,0,2,5,1,3,5,1,9,1997,12,1999,6,150000.0,241200000.0,1284492.0,1,90.16666666666669,2,2,18
7612,1,0,1,5,0,8,1,1,2,2001,7,2004,9,812500.0,223886870.0,3906001.0,4,0.375,19,3,8
7613,1,1,2,4,1,9,13,1,33,2003,6,2011,10,4218750.0,1585146200.0,8631809.0,21,0.09375,7,0,32
7614,1,0,2,4,0,4,0,1,1,2003,6,2000,9,400000.0,93741815.0,246300.0,0,0.2,2,2,5
7615,1,0,1,5,0,13,4,1,4,2003,6,2006,7,1666666.6666666667,78763676.0,492050.0,1,2.0,9,0,3
7616,1,0,1,5,0,2,3,1,2,2003,6,2003,5,2166666.6666666665,160000000.0,305500.0,2,0.0,7,7,3
7618,1,0,1,5,0,6,2,1,2,2003,6,2007,8,2140000.0,107000000.0,544360.0,2,0.0,3,3,5
7619,1,1,1,5,0,2,0,1,2,2003,6,1998,3,708333.3333333334,395000000.0,1875507.0,6,0.1666666666666666,4,0,12
7621,1,0,2,4,0,3,1,1,3,2003,6,2001,5,1800000.0,73000000.0,366400.0,1,0.0,26,0,5
7622,1,0,2,6,0,9,12,1,12,2003,6,2016,5,2083333.3333333333,684691722.0,9172307.0,13,8.619047619047619,29,0,21
7624,2,0,2,5,1,2,20,1,19,1995,3,2014,8,2900000.0,752488530.0,6083393.0,15,0.7222222222222222,37,37,18
7625,2,0,2,4,0,3,4,1,4,2001,1,2013,10,2900000.0,314000000.0,982393.0,7,1.3,32,2,10
7626,1,0,2,5,0,3,4,1,2,2003,6,2003,9,250000.0,55000000.0,218110.0,2,0.0,15,15,2
7627,2,0,2,4,0,7,4,1,5,2003,6,2010,5,1210000.0,259000000.0,740504.0,4,0.3,28,28,10
7628,2,1,1,6,0,10,4,1,5,2003,6,2009,11,2037500.0,610084830.0,41538336.0,18,0.0,19,19,24
7629,1,0,2,6,1,3,2,1,1,2003,12,2004,4,200000.0,45000000.0,128580.0,1,0.0,0,0,1
7631,2,0,2,5,0,3,2,1,4,2001,6,2015,7,1428571.4285714286,130000000.0,432281.0,3,0.1428571428571428,13,2,7
7632,2,0,1,5,0,10,4,1,3,2003,6,2010,12,3722222.222222222,560997630.0,2442770.0,14,3.0,30,30,18
7633,2,0,2,5,0,3,4,1,4,2003,6,2016,5,1833333.3333333333,175000000.0,502461.0,4,2.0,21,21,6
7634,2,0,2,5,0,8,2,1,14,1995,8,2012,9,1100000.0,90000000.0,269530.0,2,0.5,16,16,2
7635,1,0,1,4,0,1,5,1,5,2003,6,2007,6,1830000.0,304285570.0,6301760.0,6,0.0,15,15,10
7636,1,0,2,3,0,1,0,1,0,2004,10,2016,6,2800000.0,125000000.0,673260.0,4,0.0,4,4,5
7637,2,0,1,5,0,9,2,1,0,2003,6,2012,3,3250000.0,176276120.0,2176770.0,8,0.375,13,13,8
7638,1,0,1,4,0,8,0,1,0,1,1,2016,6,0.0,15000000.0,48300.0,0,1.0,2,2,1
7639,1,0,2,5,0,1,1,1,1,2003,6,2016,6,0.0,45000000.0,214600.0,0,0.0,2,2,3
7640,2,0,1,6,0,9,0,1,1,2003,6,2010,2,4000000.0,40000000.0,262200.0,2,3.5,13,13,2
7641,1,0,1,3,0,8,0,1,0,2005,2,2010,10,0.0,15000000.0,49900.0,0,0.0,1,1,1
7642,1,0,2,4,0,9,3,1,2,2003,10,2003,10,2000000.0,108400000.0,356300.0,1,0.0,6,3,2
7643,1,0,1,5,0,8,1,1,2,1999,5,2006,3,2000000.0,40000000.0,257900.0,1,0.0,1,1,1
7644,1,0,2,5,0,3,5,1,6,2003,6,2015,3,2625000.0,108000000.0,631551.0,3,0.25,11,6,4
7645,1,0,2,5,0,9,2,1,3,2001,9,2006,4,2500000.0,110000000.0,382200.0,4,8.5,3,3,4
7646,2,0,2,4,0,3,1,1,1,2003,6,2010,6,2500000.0,170000000.0,392334.0,3,0.3333333333333333,11,1,3
7648,1,0,1,5,0,2,1,1,1,2004,10,2016,6,4000000.0,20000000.0,148900.0,1,0.0,1,1,1
7649,1,0,1,4,0,8,0,1,0,2003,6,2003,5,500000.0,32500000.0,97950.0,0,1.0,10,10,2
7650,1,0,1,4,0,1,0,1,0,2003,6,2002,8,0.0,8000000.0,20920.0,0,0.0,3,3,1
7651,1,0,1,5,0,9,2,1,2,2003,6,2004,9,2000000.0,26800000.0,291661.0,0,0.0,15,15,2
7652,2,0,1,6,0,16,1,1,2,1,1,2012,5,2500000.0,47112000.0,235853.0,2,4.25,14,14,4
7653,1,0,1,4,0,2,0,1,1,2003,6,2007,8,2500000.0,42000000.0,271131.0,1,0.5,1,1,2
7654,2,0,1,6,0,9,1,1,1,1996,9,2015,9,5000000.0,30000000.0,101900.0,0,0.0,21,21,1
7655,1,0,2,6,1,3,0,1,0,1988,3,2015,10,2000000.0,30000000.0,38590.0,0,0.0,19,19,1
7656,1,0,2,6,0,7,7,1,11,2005,11,2007,3,3000000.0,245500000.0,1424209.0,6,0.125,13,2,8
7657,1,0,1,4,0,1,3,1,1,2003,6,2006,3,3000000.0,50000000.0,184800.0,1,0.0,1,1,1
7658,1,1,2,3,0,8,0,1,1,2003,6,2010,2,1375000.0,100211480.0,181030.0,0,0.75,15,4,4
7659,1,1,2,6,0,25,2,1,1,2006,3,2010,6,5000000.0,35000000.0,178820.0,1,1.0,13,13,1
7660,1,0,2,4,0,3,0,1,5,1994,12,2008,6,2900000.0,154816000.0,580113.0,2,0.2,23,23,5
7661,1,0,1,4,0,1,1,1,1,2006,7,2006,8,1800000.0,79340000.0,141120.0,2,1.6666666666666667,2,2,3
7662,1,0,2,7,0,25,2,1,5,2006,8,2007,10,2375000.0,154391538.0,846226.0,6,0.25,8,8,8
7663,1,0,1,6,0,8,0,1,0,2006,5,2007,10,2000000.0,10000000.0,95080.0,1,6.0,2,2,1
7665,1,0,2,4,0,3,0,1,0,2008,6,2016,6,3000000.0,10000000.0,35113.0,0,0.0,1,1,1
7666,2,0,1,4,0,1,1,1,1,2006,11,2009,1,2666666.6666666665,152000000.0,432980.0,3,0.0,16,16,3
7668,2,0,2,5,0,3,3,1,6,2008,11,2016,1,2750000.0,339942017.0,695230.0,6,1.25,9,9,8
7669,1,0,2,4,0,1,0,1,1,2003,6,2016,6,2000000.0,80000000.0,120470.0,1,4.5,1,1,2
7670,1,0,2,5,0,9,0,1,0,2003,6,2015,7,0.0,15000000.0,58322.0,1,0.0,3,3,1
7672,2,0,2,5,0,2,4,1,3,2002,10,2011,11,4500000.0,230000000.0,859158.0,5,0.6666666666666666,20,2,6
7673,2,0,2,4,0,4,0,1,1,2008,2,2016,6,2000000.0,70000000.0,238785.0,2,4.0,7,7,2
7674,2,0,2,4,0,9,1,1,7,2003,6,2016,5,3166666.6666666665,215000000.0,771374.0,1,3.5,21,21,6
7675,1,0,2,4,0,1,0,1,1,2003,6,2012,6,5000000.0,50000000.0,159085.0,1,0.0,3,3,1
7676,2,0,2,4,0,1,0,1,4,2003,6,2014,2,2700000.0,125000000.0,439987.0,3,2.0,5,5,5
7677,2,0,2,5,0,8,0,1,0,2012,6,2015,8,1500000.0,50000000.0,63169.0,0,0.0,5,5,1
7678,1,0,1,6,0,2,0,1,1,2003,6,2016,6,1500000.0,31287300.0,156645.0,1,0.5,9,2,2
7679,1,0,2,7,0,3,2,1,1,2003,6,2006,2,1500000.0,43931770.0,4654643.0,2,0.25,29,29,4
7680,1,0,1,4,0,6,0,1,0,2003,6,2003,5,2200000.0,159600000.0,620103.0,4,0.4,5,0,5
7681,1,0,2,4,0,3,1,1,1,2003,6,2016,6,2666666.6666666665,260503180.0,524578.0,5,0.3333333333333333,9,2,6
7682,1,0,2,4,0,24,0,1,0,2003,6,2003,4,0.0,45000000.0,5085800.0,0,0.0,1,0,3
7683,1,0,1,7,0,6,2,1,2,2003,6,2003,5,1333333.3333333333,26500000.0,203790.0,0,0.0,5,5,3
7684,1,0,1,4,0,1,5,1,2,2003,6,2007,3,2000000.0,130000000.0,565550.0,3,0.0,15,4,4
7685,2,0,2,4,0,3,0,1,1,2003,6,2000,12,1775000.0,56360425.0,209200.0,1,0.5,21,21,4
7686,1,0,1,6,0,1,1,1,1,2003,6,2000,3,1350000.0,10225893.0,182480.0,0,0.0,12,12,2
7687,1,0,1,7,0,25,0,1,0,2003,6,2002,10,1700000.0,10000000.0,81800.0,0,0.0,14,14,1
7688,1,0,2,3,0,21,0,1,0,2003,6,2007,7,1300000.0,30000000.0,70600.0,0,0.0,14,14,2
7689,1,0,1,5,0,9,2,1,5,2002,8,1999,9,1100000.0,125373749.0,939240.0,0,0.4,2,2,10
7690,1,0,2,5,1,3,2,1,4,2002,11,2000,6,1714285.7142857143,113563399.0,692521.0,2,0.0,23,9,7
7691,1,0,1,6,0,8,1,1,1,2003,6,2003,5,2000000.0,28000000.0,228420.0,0,0.0,4,4,2
7692,1,0,2,3,0,9,0,1,0,2003,6,2002,11,1933333.3333333333,122500000.0,168740.0,1,1.0,8,1,3
7693,1,0,2,4,0,18,1,1,5,2003,6,2009,2,1800000.0,264000000.0,618162.0,3,0.6,2,1,5
7694,1,1,1,6,0,9,1,1,1,2003,6,2003,6,3000000.0,10000000.0,198200.0,0,0.0,1,1,1
7695,1,0,1,5,0,8,0,1,1,2003,6,2003,1,1125000.0,140000000.0,443850.0,2,0.5,6,1,4
7696,1,0,2,5,0,3,2,1,2,2003,6,2004,8,3000000.0,120000000.0,214300.0,1,0.0,6,6,1
7697,2,0,1,3,0,2,1,1,0,2003,6,2003,5,850000.0,50000000.0,98700.0,1,0.0,18,18,1
7698,1,0,2,5,1,3,0,1,0,2003,6,2003,5,0.0,57320000.0,59104.0,0,9.333333333333334,3,3,3
7699,1,0,2,6,0,3,3,1,3,2003,6,2004,2,290000.0,175000000.0,334590.0,3,0.6666666666666666,13,13,3
7701,1,1,2,6,0,3,1,1,1,2004,1,2006,6,1825000.0,180000000.0,146755.0,1,4.0,6,6,4
7702,1,0,2,6,0,3,1,1,0,2003,6,2003,7,2000000.0,21000000.0,66860.0,0,0.0,6,6,1
7703,1,0,2,6,0,9,3,1,7,2003,3,2009,1,6100000.0,142000000.0,1173736.0,4,2.0,23,3,5
7705,2,0,2,4,0,2,6,1,10,2003,6,2007,7,2600000.0,393000000.0,1120139.0,7,0.3636363636363636,18,4,11
7706,2,0,1,4,0,9,3,1,3,2003,6,2003,10,3750000.0,82000000.0,429526.0,1,0.0,15,15,4
7707,1,0,2,4,0,1,1,1,1,2003,6,2004,9,1000000.0,112000000.0,258510.0,0,0.0,14,6,4
7708,1,0,2,5,0,21,3,1,2,2003,6,2003,5,2000000.0,80000000.0,297100.0,1,0.0,13,13,1
7709,1,0,1,5,0,2,0,1,0,2003,6,2014,3,1250000.0,55000000.0,130800.0,0,1.0,4,1,4
7710,1,0,1,5,0,8,4,1,16,2002,9,2008,10,2400000.0,190000000.0,2066941.0,4,0.0,8,8,5
7711,2,0,2,4,0,9,0,1,3,2011,1,2014,7,2330000.0,290000000.0,649374.0,5,7.8,13,3,5
7712,1,0,2,5,0,3,1,1,0,2003,6,2004,3,833333.3333333334,36086710.0,2792712.0,2,0.0,5,5,3
7713,1,0,1,3,0,5,2,1,2,2003,6,2011,11,1000000.0,120000000.0,274100.0,1,0.0,9,3,2
7714,1,0,2,6,0,8,0,1,0,1997,1,2016,6,3000000.0,13500000.0,67210.0,0,0.0,14,14,1
7715,2,0,2,5,1,2,4,1,11,2002,5,2003,5,2116666.6666666665,222681992.0,1478150.0,3,0.3333333333333333,17,2,6
7716,2,0,2,7,0,1,8,1,20,2005,4,2008,10,2770000.0,308000000.0,2292690.0,10,2.3,17,17,10
7718,1,0,2,6,0,25,3,1,1,2003,6,2015,12,3000000.0,80000000.0,188400.0,1,6.0,13,5,2
7719,1,0,2,3,0,3,1,1,4,2003,6,2002,11,1208333.3333333333,210000000.0,700950.0,2,0.0,5,1,6
7720,1,0,1,5,0,1,0,1,1,2003,6,2013,1,3000000.0,23000000.0,196200.0,1,3.0,5,5,1
7721,1,0,2,5,0,3,6,1,10,2003,6,2002,1,2400000.0,166309929.0,1353360.0,2,0.0,15,3,5
7722,2,0,2,3,0,3,1,1,2,2001,12,2015,7,3000000.0,120000000.0,344999.0,1,0.25,23,23,4
7723,1,1,2,7,0,3,0,1,0,2003,6,1999,3,1000000.0,50000000.0,130695.0,0,1.0,6,3,2
7724,1,0,2,4,0,3,1,1,1,2003,6,2006,9,1625000.0,110000000.0,578817.0,3,5.25,4,4,4
7725,2,0,1,5,0,8,4,1,3,2003,6,2006,4,1950000.0,227103440.0,3536809.0,4,0.5,19,5,10
7726,2,0,1,5,0,13,2,1,5,2003,6,2014,2,10000000.0,195000000.0,1356647.0,5,1.8,11,5,5
7728,2,0,2,6,0,12,1,1,0,2003,6,2016,4,2500000.0,10000000.0,58930.0,0,0.0,21,21,1
7729,2,0,2,4,0,3,2,1,2,2003,6,2003,5,1750000.0,91500000.0,211790.0,0,0.25,21,8,4
7730,2,0,2,3,0,4,1,1,2,2008,11,2014,3,3500000.0,120000000.0,295003.0,2,5.5,10,10,2
7731,2,0,2,4,0,3,2,1,26,2000,12,2013,5,3666666.6666666665,152895000.0,455451.0,3,1.1666666666666667,16,16,6
7732,1,0,2,6,0,3,1,1,1,2003,6,2007,9,3000000.0,30000000.0,150360.0,1,10.0,1,1,1
7734,2,0,1,4,0,8,46,1,36,2002,6,2014,3,5563636.363636363,1568824530.0,360206292.0,26,0.4545454545454545,9,5,33
7735,1,0,1,4,0,9,0,1,3,2003,6,2008,11,2500000.0,45200000.0,341100.0,0,0.75,1,1,4
7736,1,0,2,4,0,3,6,1,7,2002,6,2016,5,1565000.0,817110482.0,3730775.0,19,0.3333333333333333,22,2,30
7737,2,0,2,6,0,25,2,1,2,2003,6,2004,5,2800000.0,169000000.0,476975.0,2,1.4,30,8,5
7738,1,0,1,5,0,1,0,1,2,2003,6,2010,8,1416666.6666666667,201000000.0,731707.0,3,1.1666666666666667,4,1,6
7739,2,0,1,4,0,9,1,1,0,2003,6,2004,11,2000000.0,30000000.0,99700.0,0,0.0,23,1,2
7740,1,1,2,4,0,9,1,1,1,2003,6,2016,6,3000000.0,60000000.0,193525.0,2,0.0,1,1,2
7741,2,0,2,5,0,2,0,1,1,2003,6,2015,7,1000000.0,50000000.0,185650.0,1,0.0,20,19,2
7742,1,0,1,5,0,8,0,1,0,2001,10,1998,7,1571428.5714285714,138800000.0,627949.0,3,0.0,8,0,7
7743,1,0,1,6,0,12,1,1,0,2003,6,2003,5,333333.3333333333,48000000.0,321790.0,0,0.0,20,20,3
7744,1,0,1,5,0,6,1,1,4,2001,11,2000,8,1666666.6666666667,110456391.0,650521.0,1,0.6666666666666666,4,1,6
7745,1,0,1,5,0,8,1,1,3,2003,6,2004,3,600000.0,136375990.0,1289911.0,2,0.4285714285714285,5,0,7
7746,1,0,2,6,0,3,0,1,1,2003,6,2002,12,1000000.0,20000000.0,114100.0,0,0.0,13,13,1
7747,1,0,2,4,0,3,0,1,0,2003,6,2003,5,1000000.0,30000000.0,60800.0,0,0.0,14,14,2
7748,1,0,1,6,0,2,0,1,0,2003,6,2007,2,2660000.0,90000000.0,428700.0,0,0.0,10,10,5
7749,1,0,2,5,0,2,7,1,14,2003,6,2003,5,2666666.6666666665,192400000.0,14980150.0,2,0.0,7,7,3
7750,1,0,2,5,0,3,3,1,5,2003,6,2008,7,3800000.0,125000000.0,520250.0,3,0.0,6,6,4
7751,1,0,2,4,1,2,3,1,3,1992,7,2003,5,1000000.0,70300000.0,324300.0,1,0.0,2,2,4
7753,1,0,1,5,0,4,8,1,4,2003,6,2016,6,2000000.0,170000000.0,486600.0,2,0.0,1,1,2
7754,1,0,1,4,0,15,2,1,1,2003,6,2003,5,2000000.0,70000000.0,160200.0,1,0.0,1,1,1
7755,1,0,2,3,0,3,0,1,0,2003,6,2002,12,0.0,20000000.0,50600.0,0,0.0,10,10,1
7756,1,0,2,5,0,3,0,1,0,2003,6,2003,5,0.0,20000000.0,69700.0,0,0.0,10,10,1
7757,2,0,2,4,0,3,11,1,11,2003,6,2010,1,2372222.222222222,496587978.0,20121345.0,15,0.7222222222222222,19,19,18
7758,2,0,2,5,0,8,14,1,18,2003,2,2009,6,3665789.4736842094,695900000.0,3006741.0,17,1.105263157894737,17,17,19
7759,2,0,1,5,0,22,17,1,22,2000,11,2013,3,7500000.0,263600000.0,2232372.0,2,0.0,17,17,2
7760,1,0,2,3,0,15,2,1,1,2003,7,2004,6,200000.0,100000000.0,138300.0,1,0.0,11,11,1
7761,1,0,2,6,0,25,3,1,4,2003,6,2003,5,1260000.0,56995300.0,11066614.0,3,0.0,8,8,5
7762,1,1,2,5,0,3,6,1,5,2001,7,2006,8,2240000.0,240000000.0,704350.0,5,3.8,4,4,5
7763,2,0,2,2,0,24,0,1,1,2008,10,2009,11,1875000.0,196382980.0,259580.0,2,1.75,15,15,4
7764,1,0,2,5,0,8,0,1,0,2003,6,2005,2,0.0,10000000.0,46900.0,0,0.0,1,1,1
7765,1,0,2,5,0,9,1,1,0,2003,6,2005,1,2400000.0,60000000.0,129230.0,0,12.25,21,21,4
7766,1,0,2,4,0,19,3,1,5,2003,6,2012,10,4333333.333333333,80000000.0,1071000.0,3,6.666666666666667,10,10,3
7767,1,0,2,3,0,19,1,1,3,2003,6,2013,7,1900000.0,270480850.0,464008.0,3,9.8,10,10,5
7768,2,0,2,5,0,3,0,1,0,2005,9,2016,6,2000000.0,30000000.0,37859.0,0,0.0,13,13,1
7769,1,0,2,6,0,3,2,1,2,2003,6,2005,11,1250000.0,40000000.0,300750.0,1,0.0,8,8,2
7770,1,0,1,6,0,7,6,1,4,2003,6,2007,10,2000000.0,120000000.0,667270.0,4,1.6,20,7,5
7771,1,0,2,5,0,9,4,1,3,2003,6,2008,5,2500000.0,80000000.0,330700.0,2,10.5,8,8,2
7772,1,0,2,3,0,3,1,1,1,2003,6,2016,6,2040000.0,34400000.0,155300.0,0,0.0,20,0,3
7773,1,0,2,6,0,3,0,1,1,2005,11,2016,5,4500000.0,56900369.0,207380.0,2,0.5,9,5,2
7774,1,0,2,6,0,12,3,1,3,2003,6,2003,4,200000.0,176000000.0,364420.0,1,1.4,22,16,5
7775,1,0,1,6,0,1,2,1,1,2003,6,2008,11,0.0,40000000.0,141500.0,0,0.0,12,12,2
7776,1,0,1,4,0,6,0,1,0,2003,6,2003,6,1000000.0,70000000.0,141300.0,1,0.0,8,1,2
7777,1,0,2,5,1,3,4,1,2,1995,11,2003,5,1166666.6666666667,90000000.0,274750.0,1,0.3333333333333333,4,2,3
7778,1,0,2,6,0,3,1,1,1,2003,6,2003,5,1500000.0,30000000.0,116000.0,0,0.0,23,23,2
7779,1,0,1,6,0,1,4,1,4,2003,6,2003,5,2571428.571428572,153485464.0,628930.0,0,0.0,3,1,7
7780,1,0,1,5,0,11,1,1,1,2003,6,2003,5,1000000.0,20000000.0,112500.0,0,0.0,3,3,1
7781,1,0,2,5,1,9,0,1,1,2000,12,2001,5,1466666.6666666667,38000000.0,187800.0,0,1.0,1,1,3
7782,1,0,1,5,0,2,1,1,0,2003,6,2001,10,1500000.0,20000000.0,65800.0,0,0.0,17,17,1
7783,1,0,2,6,0,1,2,1,3,2003,6,2003,5,1950000.0,68000000.0,598000.0,0,0.5,5,5,4
7784,2,0,1,4,0,1,2,1,1,2003,6,2003,5,2500000.0,58000000.0,165430.0,1,0.0,16,16,1
7785,1,0,2,3,0,3,3,1,5,2003,6,2016,1,1777777.7777777778,230000000.0,635680.0,6,2.111111111111111,10,1,9
7786,1,0,2,5,0,3,1,1,1,2003,6,2003,5,2000000.0,100000000.0,275860.0,2,0.0,1,1,2
7787,1,0,2,4,0,9,0,1,0,2003,6,2003,5,2000000.0,21000000.0,53610.0,0,0.0,4,4,1
7788,2,0,2,5,0,3,5,1,4,2003,6,2007,3,1428571.4285714286,113900900.0,10911169.0,6,0.0,26,26,7
7789,1,0,1,4,0,2,0,1,0,2003,6,2003,5,750000.0,30000000.0,116100.0,0,1.0,14,1,2
7790,1,1,2,5,0,3,4,1,2,2003,6,2016,6,2916666.6666666665,211170240.0,790990.0,3,0.3333333333333333,14,14,6
