CLLT_FP_PRNO,INCB_DVSN,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH,MNTH_INCM_AMT_AVG,MAIN_INSR_AMT_SUM,SUM_ORIG_PREM_SUM,EXPR_SUM,CNTT_TERM_AVG,WORK_YEARS_MAX,WORK_YEARS_MIN,EXPR_COUNT
1439,R,5274,1,N,2,5,N,3,3,Y,2,2003,6,2003,5,1000000.0,70000000.0,240750.0,1,0.0,21,3,2
21062,R,21008,1,N,2,4,N,9,4,Y,4,2003,6,2016,6,1680000.0,170000000.0,486126.0,3,0.2,18,3,5
21630,R,5432,1,N,2,4,N,3,1,Y,2,2003,6,2006,4,1666666.6666666667,233000000.0,423250.0,1,0.0,15,2,6
6156,R,9788,1,N,2,4,N,2,5,Y,3,2003,6,2005,12,2087500.0,117000000.0,370679.0,3,0.25,3,3,4
24224,R,2940,1,N,2,5,N,8,0,Y,0,2003,6,2016,6,900000.0,100000000.0,453394.0,3,0.75,20,8,4
24224,R,9049,1,N,2,6,Y,3,14,Y,9,1989,5,2001,2,1552941.1764705882,381041579.0,9542491.0,5,1.1176470588235294,20,2,17
3740,R,3359,1,N,2,4,N,3,0,Y,1,2003,6,2015,11,1125000.0,56000000.0,151208.0,1,0.0,3,1,4
536,R,517,1,N,1,5,N,2,26,Y,42,2003,6,2004,9,5921052.631578947,590509371.0,14106690.0,9,0.0,10,3,19
25658,R,4977,1,Y,1,6,N,1,3,Y,1,2003,6,2003,1,3500000.0,179911600.0,23046770.0,5,1.5714285714285714,12,12,7
25658,R,16671,1,N,2,4,N,5,1,Y,1,2003,6,2004,3,400000.0,60000000.0,125660.0,1,1.0,12,12,2
23926,R,7880,1,N,2,3,N,2,1,Y,1,2003,6,2013,3,2785714.285714286,111668000.0,290399.0,2,0.8571428571428571,12,8,7
25960,P,16262,1,N,2,5,N,3,8,Y,6,2003,6,2015,2,2737500.0,360863800.0,6164716.0,11,0.75,20,1,16
1007,R,1042,1,N,2,4,N,3,1,Y,1,2003,6,2013,2,1226666.6666666667,68299630.0,3651569.0,2,0.6666666666666666,15,15,3
1007,R,6065,1,N,2,4,N,3,3,Y,7,2000,2,2015,6,7333333.333333333,125000000.0,707438.0,2,0.3333333333333333,15,15,3
25763,R,5213,1,N,2,5,N,3,0,Y,1,2003,6,2008,2,4250000.0,150145400.0,3012361.0,3,0.0,16,16,4
25118,P,16485,1,N,2,4,N,3,0,Y,0,2003,6,2003,5,2500000.0,111000000.0,383730.0,1,0.0,21,21,2
6833,P,814,1,N,2,5,N,2,1,Y,2,2003,6,2012,4,2222222.222222222,188600000.0,1036574.0,5,0.7777777777777778,14,13,9
6833,P,3126,1,N,1,4,N,1,1,Y,18,2003,4,2015,8,4229166.666666667,2192769957.0,130438618.0,42,0.13333333333333333,14,14,60
25459,R,9551,1,N,1,5,N,8,1,Y,2,2003,6,2003,4,1217647.0588235294,372047270.0,1296408.0,6,0.11764705882352941,24,8,17
24919,R,14160,1,N,1,5,N,8,0,Y,0,2003,6,2005,6,2600000.0,141800000.0,576312.0,2,8.5,11,6,4
26241,R,6174,1,N,2,3,N,3,2,Y,2,2003,10,2008,4,2550000.0,110000000.0,257130.0,2,9.5,14,10,2
4025,P,20706,1,N,1,5,N,8,2,Y,1,2003,6,2005,2,2000000.0,28400000.0,143840.0,1,0.0,16,14,2
25062,R,6798,1,N,1,4,N,2,1,Y,0,2001,7,2005,3,1000000.0,20000000.0,71900.0,0,0.0,11,2,2
5161,R,7372,2,,2,5,N,2,13,Y,9,2003,6,2004,5,2363888.888888889,363963370.0,6137344.0,5,0.1111111111111111,6,1,18
21890,R,20526,1,N,1,6,N,25,41,Y,60,2003,6,2003,2,5690476.19047619,646290850.0,33914425.0,6,0.047619047619047616,15,6,21
24784,R,266,1,N,2,7,N,3,3,Y,2,2003,6,2005,3,1000000.0,70000000.0,267850.0,1,0.0,12,5,2
26457,P,2278,1,Y,2,5,N,3,6,Y,6,2001,11,2004,10,2120000.0,424983120.0,2417325.0,9,1.8125,20,0,16
21883,R,12190,1,N,1,4,N,5,3,Y,3,2003,6,2016,6,3325000.0,114000000.0,443766.0,3,1.75,16,7,4
28012,P,64,1,N,2,6,N,2,13,Y,15,2002,3,2014,6,4125000.0,543000000.0,2830198.0,5,0.875,19,1,8
6382,R,6301,1,N,2,3,N,3,2,Y,3,2004,11,2012,11,3000000.0,279123319.0,11642968.0,3,1.6666666666666667,3,1,3
3977,P,9791,1,N,1,4,N,2,2,Y,1,2003,6,2007,6,3333333.3333333335,55503640.0,2964366.0,2,0.3333333333333333,16,2,3
8246,R,8514,2,,1,3,N,8,0,Y,1,2005,2,2015,2,1500000.0,70000000.0,173580.0,1,0.0,7,1,2
2029,R,3057,1,N,1,5,N,1,5,Y,11,2003,6,2016,5,8025151.515151516,1525965016.0,20638844.0,27,0.24242424242424243,8,7,33
22851,R,9938,1,N,1,4,N,6,3,Y,2,2003,6,2014,4,3062500.0,226041350.0,5846545.0,6,0.125,22,22,8
9494,R,11414,1,N,1,7,N,9,1,Y,1,2003,6,2003,5,2000000.0,45000000.0,336510.0,0,1.0,14,0,3
22966,R,19727,1,N,2,5,N,2,7,Y,7,2005,7,2011,11,3000000.0,320000000.0,869020.0,6,2.875,18,17,8
22682,R,509,1,N,2,5,N,9,3,Y,2,2003,6,2011,12,3000000.0,30000000.0,203700.0,0,1.5,21,21,2
9266,R,13694,1,N,1,6,N,13,0,Y,1,2003,6,2010,1,0.0,4000000.0,129560.0,0,0.0,2,2,1
21745,P,10116,1,N,2,3,N,3,1,Y,0,2003,6,2003,5,1166666.6666666667,67071429.0,162940.0,1,0.0,27,27,3
25380,R,10722,1,Y,1,5,N,1,0,Y,0,2005,9,2006,7,2500000.0,60000000.0,105110.0,0,1.0,11,11,2
8752,R,21925,1,N,2,3,N,3,2,Y,7,2004,11,2008,9,3000000.0,120000000.0,763110.0,4,3.25,4,2,4
22718,P,6774,1,N,1,6,N,2,1,Y,0,1999,11,1998,8,1000000.0,69900000.0,382074.0,2,0.4,24,0,5
22718,P,16249,1,N,2,5,N,3,1,Y,4,2003,6,2008,9,2333333.3333333335,258092440.0,744595.0,3,0.3333333333333333,24,2,9
4539,P,13780,1,N,2,6,N,2,4,Y,18,2003,6,2008,2,3500000.0,230000000.0,2003500.0,4,0.4,15,1,5
26893,R,20853,2,,2,5,N,18,0,Y,0,2003,6,2016,6,2000000.0,30000000.0,30985.0,0,0.0,13,13,1
22140,P,18756,1,N,1,5,N,1,3,Y,1,2003,6,2004,2,266666.6666666667,211991560.0,3102632.0,3,0.0,26,3,6
22191,P,4455,1,N,2,5,N,3,0,Y,0,2011,8,2014,7,7000000.0,30000000.0,88729.0,0,2.0,26,26,3
22191,P,15263,1,N,2,4,N,8,3,Y,7,2006,2,2013,4,2700000.0,190000000.0,637700.0,5,4.8,26,26,5
22191,P,18381,2,,2,6,N,3,4,Y,4,2003,6,2015,2,3485714.285714286,185477000.0,666283.0,5,4.714285714285714,26,26,7
23032,R,13594,1,N,1,7,N,12,0,Y,0,2003,3,2016,6,200000.0,30000000.0,37540.0,0,0.0,16,16,1
26322,P,22193,1,N,2,3,N,3,1,Y,1,2008,11,2015,10,1400000.0,80000000.0,193668.0,1,1.0,20,1,3
10960,R,9614,1,N,2,5,N,8,0,Y,2,2003,6,2010,6,1500000.0,35000000.0,299646.0,1,0.0,4,1,2
10944,R,3786,1,Y,1,5,N,9,0,Y,0,2003,2,2016,6,0.0,15000000.0,162750.0,0,0.0,2,2,2
22544,R,13618,1,N,1,7,N,7,1,Y,1,2003,6,2003,6,1125000.0,63797210.0,1112216.0,2,0.0,23,23,4
29828,P,20445,1,Y,1,6,N,7,3,Y,1,2003,6,2007,3,2666666.6666666665,48000000.0,567772.0,3,1.3333333333333333,18,18,3
9699,R,12197,1,N,2,4,N,3,1,Y,3,2003,6,2006,8,3000000.0,60000000.0,305040.0,2,0.5,3,3,2
30259,P,16330,1,N,2,5,N,8,2,Y,1,2003,6,2006,9,2000000.0,60000000.0,195900.0,1,3.3333333333333335,18,1,3
11254,R,13387,1,N,2,6,N,13,15,Y,5,1999,10,2013,4,1800000.0,165000000.0,637791.0,3,0.8,34,1,5
18269,R,1840,2,,2,6,N,3,1,Y,1,2005,8,2008,10,1700000.0,62500000.0,379285.0,2,0.6666666666666666,4,1,3
13348,R,20578,1,N,1,6,N,8,1,Y,6,2003,6,2007,3,710000.0,781571514.0,6992662.0,4,2.9,20,0,20
19510,R,20119,1,N,1,3,N,2,0,Y,4,2013,6,2013,12,3000000.0,95000000.0,451049.0,2,0.5,1,1,2
13621,P,11623,1,N,1,6,N,8,14,Y,34,2003,6,2016,6,2812500.0,363400000.0,3716780.0,6,0.375,10,5,8
19563,P,13997,2,,1,5,N,2,1,Y,6,2003,6,2014,11,2500000.0,210808000.0,861380.0,4,2.75,4,3,4
24375,R,16626,1,N,2,4,N,3,2,Y,3,2003,6,2006,4,1786666.6666666667,302749690.0,2093747.0,7,0.26666666666666666,7,3,15
24375,R,18944,1,N,2,4,N,3,0,Y,0,2003,6,2003,6,2000000.0,20000000.0,92500.0,0,0.0,7,7,2
27285,R,9820,1,N,2,4,N,3,7,Y,6,2003,6,2003,3,1662500.0,190000000.0,636690.0,2,0.125,6,6,8
24880,R,7546,1,N,2,5,N,3,1,Y,0,2003,6,2011,5,0.0,90000000.0,181181.0,1,0.2,3,0,5
28930,R,11742,1,N,1,5,N,1,1,Y,0,2003,6,2003,5,0.0,43100000.0,236346.0,0,7.4,9,5,5
27281,R,7162,2,,2,6,N,3,0,Y,0,2003,6,2006,12,0.0,20000000.0,56200.0,0,0.0,2,2,2
27853,R,5452,1,N,1,4,N,8,2,Y,0,2003,6,2003,5,0.0,20000000.0,42500.0,0,0.0,1,1,1
27257,R,21112,1,N,2,4,N,3,5,Y,4,2003,6,2012,4,1050000.0,168000000.0,40300193.0,2,0.5,6,5,6
23123,R,4570,2,,2,6,N,9,3,Y,3,2000,9,2013,5,1200000.0,88400000.0,420259.0,2,0.0,18,9,5
25334,R,12052,1,N,2,4,N,1,6,Y,3,2003,6,2003,7,133333.33333333334,210000000.0,682500.0,2,0.0,30,3,3
27170,R,11227,1,Y,2,5,N,3,1,Y,1,2001,10,2006,4,1166666.6666666667,60000000.0,245240.0,1,0.6666666666666666,4,1,3
23520,R,12042,1,N,1,4,N,15,0,Y,0,2003,6,2003,5,1000000.0,40000000.0,112500.0,0,91.0,8,5,2
29744,R,13712,1,N,2,6,N,9,4,Y,3,2003,6,2000,10,3055555.5555555555,184395881.0,688780.0,1,0.4444444444444444,11,1,9
21813,R,7131,1,N,2,6,N,3,0,Y,1,2003,6,1999,12,1166666.6666666667,35000000.0,175450.0,0,0.0,17,17,3
30614,R,20727,1,N,2,5,N,2,53,Y,56,2003,6,2011,4,3731538.4615384615,891600000.0,273703390.0,9,0.5384615384615384,20,3,13
21307,P,15896,1,N,1,6,N,8,2,Y,1,2003,6,2003,4,1500000.0,38000000.0,182920.0,1,0.0,28,28,2
797,R,18662,1,N,2,5,N,3,2,Y,3,2003,6,2010,5,2250000.0,68000000.0,462409.0,1,0.25,10,0,4
300,R,8974,1,N,1,5,N,9,1,Y,1,2000,1,2003,5,3500000.0,87284688.0,16688009.0,1,0.0,8,0,3
27356,R,3143,1,N,2,4,N,24,0,Y,2,2003,6,2010,2,1587500.0,191069770.0,555341.0,4,0.125,17,2,8
26800,R,2762,1,N,1,5,N,15,6,Y,12,2003,6,2003,4,2738461.5384615385,644000000.0,2754114.0,11,0.3076923076923077,23,7,13
29250,R,16182,1,N,1,5,N,1,1,Y,5,2003,6,2009,2,1071428.5714285714,106848523.0,897021.0,3,3.142857142857143,19,1,7
29148,R,2,1,N,1,5,N,1,9,Y,3,1999,10,2000,12,583333.3333333334,210000000.0,2737739.0,2,5.333333333333333,24,0,6
29689,R,3462,1,N,2,3,N,24,2,Y,3,2003,6,2009,1,1666666.6666666667,143000000.0,324240.0,2,2.6666666666666665,8,3,3
31296,R,18400,1,N,2,6,N,8,2,Y,1,2003,6,2004,5,2000000.0,79000000.0,164030.0,0,1.0,10,2,4
2602,R,21187,2,,2,4,N,3,0,Y,0,2003,6,2004,4,750000.0,27000000.0,167810.0,0,0.0,7,1,2
21774,R,3081,1,N,2,5,N,16,7,Y,7,2003,6,2009,2,2666666.6666666665,403000000.0,842325.0,4,0.6666666666666666,12,4,6
21774,R,20993,2,,2,4,N,3,1,Y,1,2003,6,2003,6,1500000.0,27300000.0,100668.0,0,0.0,12,12,2
25357,R,2514,1,N,2,6,N,3,1,Y,1,2003,6,2003,5,1000000.0,15000000.0,123440.0,0,0.0,8,8,1
1273,R,18876,1,N,2,4,N,3,3,Y,1,2003,6,2005,5,1130000.0,131883390.0,321700.0,2,0.0,7,2,4
3170,R,16132,1,N,2,5,N,3,2,Y,4,2003,6,2015,11,2600000.0,199100000.0,622056.0,4,0.6,9,3,5
21907,P,18458,1,N,2,5,N,2,3,Y,3,2003,6,2003,6,1883333.3333333333,200244950.0,2164130.0,5,0.3333333333333333,26,26,6
22588,R,9283,1,N,2,6,N,24,4,Y,6,2003,6,2016,5,2333333.3333333335,112800000.0,727481.0,6,1.5,19,14,6
22588,R,13737,1,N,2,6,N,2,7,Y,9,2003,6,2003,4,410000.0,282599570.0,2505150.0,3,0.2,14,14,10
5986,R,15964,1,N,1,6,N,2,2,Y,6,2003,6,2003,8,1375000.0,96000000.0,5924450.0,2,1.0,13,0,4
6085,R,3783,1,Y,2,5,N,3,2,Y,3,2001,2,2005,3,1775000.0,99000000.0,316835.0,2,3.5,3,3,4
24365,R,12792,1,N,2,3,N,3,2,Y,0,2003,8,2005,7,100000.0,30000000.0,28500.0,0,0.0,10,10,1
2259,R,18209,1,N,2,6,N,1,1,Y,2,2003,6,2005,3,3000000.0,30000000.0,292360.0,1,0.5,10,8,2
2259,R,20710,1,N,1,5,N,2,3,Y,3,2003,6,2006,9,3075000.0,104300000.0,579518.0,2,0.5,10,10,4
6626,R,17170,1,N,2,4,N,9,5,Y,3,2000,11,2011,12,1245454.5454545454,341853640.0,3073270.0,6,0.45454545454545453,16,1,11
498,R,9621,1,N,2,5,N,3,0,Y,0,2003,6,2003,5,2000000.0,50000000.0,84150.0,1,0.0,9,9,1
22514,P,16476,1,N,1,4,N,10,3,Y,2,2003,6,2003,5,1875000.0,240000000.0,557920.0,2,0.0,25,25,4
22514,P,16763,1,N,2,4,N,3,3,Y,3,2003,6,2006,7,2000000.0,120000000.0,311580.0,1,0.0,25,1,2
1953,P,20919,1,N,2,5,N,2,9,Y,7,2003,6,2013,4,4277777.777777778,652100000.0,1840402.0,5,0.7777777777777778,17,17,9
8111,R,11607,1,Y,1,6,N,1,1,Y,2,2003,6,2009,1,4000000.0,40000000.0,240320.0,1,0.0,1,1,1
7315,R,18775,1,N,1,4,N,8,2,Y,3,2003,6,2015,2,2088888.888888889,162381080.0,6498960.0,9,0.3333333333333333,10,5,9
7334,P,20975,1,N,2,5,N,9,2,Y,4,2003,6,2008,5,2000000.0,186400000.0,480187.0,3,1.4,13,13,5
6528,R,16554,1,N,2,4,N,3,2,Y,3,2003,6,2015,11,4083333.3333333335,250000000.0,541844.0,6,0.8333333333333334,8,1,6
5678,R,10072,1,N,1,3,N,8,0,Y,0,2003,6,2004,10,2000000.0,8400000.0,70000.0,0,0.0,3,3,1
8535,R,1027,1,N,2,4,N,1,1,Y,3,2003,6,2012,4,625000.0,90000000.0,556377.0,2,4.0,3,1,4
25048,R,235,1,N,2,7,N,2,7,Y,10,2003,6,2007,8,1545454.5454545454,154997050.0,22149384.0,2,0.0,11,11,11
9752,R,16709,1,N,2,4,N,3,1,Y,1,2003,6,2005,12,2000000.0,50003890.0,1588590.0,2,0.0,3,3,2
7978,R,1847,1,Y,2,3,N,24,2,Y,5,2005,9,2009,3,2185714.285714286,340000000.0,930976.0,6,2.0,14,2,7
3973,P,2840,1,N,2,5,N,9,1,Y,1,2003,6,2008,4,16000000.0,90000000.0,292400.0,2,5.5,34,16,2
22534,P,8710,1,N,2,5,N,12,0,Y,1,2007,11,2016,6,1750000.0,80000000.0,452611.0,3,1.0,25,12,4
22534,P,18441,1,N,2,5,N,9,9,Y,3,2003,6,2005,11,2240000.0,208938043.0,794250.0,5,3.0,25,25,5
2268,P,15770,1,N,2,5,N,9,3,Y,6,2003,3,2008,4,1725000.0,169555750.0,1785212.0,7,0.0,16,16,8
8140,R,1821,1,Y,1,4,N,1,0,Y,0,2005,5,2016,6,0.0,10000000.0,28600.0,0,0.0,4,4,1
8923,R,15210,1,N,1,4,N,8,1,Y,0,2005,4,2005,12,2000000.0,30000000.0,99500.0,1,0.0,2,2,1
23095,P,836,1,N,2,5,N,9,1,Y,1,2003,6,2016,6,2000000.0,30000000.0,113504.0,1,1.0,24,24,1
23095,P,7149,1,N,1,6,N,8,9,Y,6,2003,6,2012,12,3285714.285714286,310000000.0,1091891.0,7,0.42857142857142855,24,24,7
10842,R,20813,1,Y,1,5,N,1,0,Y,1,2003,6,2007,2,2900000.0,156900370.0,319375.0,2,1.6,18,1,5
10790,R,15649,1,N,2,5,N,3,5,Y,5,2001,7,2002,7,1285714.2857142857,190904000.0,1141170.0,3,0.0,7,5,7
11195,R,5024,1,N,2,5,N,9,1,Y,2,2003,6,2003,10,283333.3333333333,150000000.0,376900.0,1,0.8333333333333334,10,3,6
10566,R,16498,1,N,2,4,N,9,4,Y,4,2003,6,2016,5,2000000.0,185000000.0,542192.0,5,3.625,18,1,8
30075,P,12227,1,N,2,4,N,3,2,Y,2,2003,6,2012,2,2125000.0,153000000.0,416980.0,2,2.125,18,18,8
10235,R,14264,2,,1,4,N,1,2,Y,1,2003,6,2006,5,2166666.6666666665,129373240.0,4256846.0,3,1.8333333333333333,2,1,6
17483,P,18642,1,N,2,5,N,2,0,Y,3,2003,6,2004,9,1480000.0,299441338.0,3926444.0,5,0.2,7,1,10
19358,R,19677,1,N,2,3,N,15,1,Y,1,2004,9,2005,5,1750000.0,170000000.0,420220.0,2,3.5,14,2,2
19592,R,10882,1,N,2,3,N,3,1,Y,37,2007,10,2016,6,1333333.3333333333,532000000.0,3872772.0,3,0.6666666666666666,6,3,3
21330,R,3121,1,N,2,4,N,19,4,Y,4,2003,6,2007,1,2076923.076923077,359833300.0,4673894.0,7,0.15384615384615385,13,2,13
27661,R,15680,1,N,2,4,N,3,2,Y,7,2002,4,2014,12,2687500.0,866400000.0,3017331.0,10,0.0625,8,2,16
26320,R,20466,1,N,2,6,N,25,2,Y,1,2003,6,2016,6,600000.0,86000000.0,206380.0,0,7.0,5,2,5
22047,R,15646,1,N,2,5,Y,3,6,Y,6,2001,6,2000,6,1178181.8181818181,680524930.0,3710220.0,7,0.09090909090909091,11,0,33
20830,R,18280,1,N,1,6,N,8,11,Y,3,2003,6,2013,10,1733333.3333333333,155373115.0,40831186.0,3,0.0,21,21,3
31295,R,7660,1,N,2,4,N,3,3,Y,6,2003,6,2011,9,1916666.6666666667,238240960.0,749436.0,5,1.6666666666666667,10,0,6
24388,P,907,1,N,2,4,N,3,3,Y,2,2003,6,2003,5,2000000.0,60000000.0,219100.0,1,0.0,22,22,2
1151,R,18698,1,N,2,5,N,3,2,Y,3,2003,6,2004,9,2025000.0,37500000.0,324985.0,0,0.0,1,1,4
223,R,41,1,N,2,4,N,3,1,Y,3,2001,8,2001,2,1400000.0,113457000.0,855941.0,3,0.6,4,1,5
283,R,9088,1,N,2,4,Y,9,1,Y,1,1994,12,2016,5,1428571.4285714286,131000000.0,320277.0,3,0.7142857142857143,15,1,7
1655,R,7437,1,N,2,5,N,3,2,Y,2,2003,6,2003,5,1733333.3333333333,30000000.0,216500.0,0,0.0,1,1,3
25310,R,3474,1,N,2,3,N,3,0,Y,0,2003,6,2003,5,1100000.0,10000000.0,33100.0,0,0.0,12,12,1
25310,R,7256,1,N,1,5,N,8,6,Y,15,2003,6,2014,10,3860000.0,291000000.0,1715199.0,4,0.4,12,7,5
23506,R,2902,1,N,2,5,N,3,0,Y,0,2003,6,2003,4,2000000.0,60000000.0,201000.0,1,0.0,8,8,2
22611,R,21369,2,,2,3,N,3,1,Y,0,2003,6,2003,12,325000.0,120000000.0,136800.0,1,0.0,19,11,2
30667,R,581,2,,1,5,N,7,0,Y,4,2003,6,2016,4,2916666.6666666665,204000000.0,982931.0,4,0.6666666666666666,25,2,6
4078,R,4861,1,N,2,6,N,3,2,Y,1,2003,6,2003,5,5333333.333333333,116000000.0,1959970.0,2,0.0,3,3,3
2825,R,580,1,N,1,5,N,8,2,Y,1,2003,6,2004,10,3000000.0,32942120.0,1723380.0,2,0.0,4,4,2
8754,R,11197,2,,1,6,N,4,1,Y,4,1999,10,2000,9,1035714.2857142857,394737000.0,11298022.0,6,0.5714285714285714,3,0,14
8771,R,5703,1,N,2,3,N,3,1,Y,1,2003,6,2005,4,1800000.0,75950680.0,1189150.0,2,0.0,4,2,4
26565,R,15981,1,N,2,6,N,3,2,Y,3,2003,6,1998,4,910000.0,176000000.0,717426.0,3,0.8,14,11,10
23915,R,9481,1,N,2,5,N,4,8,Y,3,2003,6,2013,8,2000000.0,114000000.0,597300.0,3,0.0,8,5,3
29694,R,3260,1,N,2,4,N,3,6,Y,4,2003,6,2012,10,3446153.846153846,460000000.0,781090.0,5,0.0,7,7,13
23246,P,2521,2,,1,6,N,25,6,Y,69,2003,6,2014,4,4583720.930232558,4342368138.0,579328836.0,60,0.3953488372093023,24,12,86
23246,P,15679,1,N,2,4,Y,9,7,Y,6,2002,4,2009,8,1353846.1538461538,362293168.0,3013069.0,6,0.07692307692307693,24,3,13
6557,R,12796,1,N,2,5,N,19,6,Y,11,2003,9,2013,11,1940000.0,327000000.0,1299888.0,5,1.0,3,1,5
4338,P,1524,1,N,1,6,N,2,1,Y,1,2001,7,2005,1,3500000.0,60000000.0,401181.0,3,0.6666666666666666,15,15,3
4338,P,19036,1,N,2,4,N,3,2,Y,2,2003,6,2015,7,2660000.0,126000000.0,361540.0,4,0.0,15,15,5
6657,R,4611,1,Y,2,5,N,1,3,Y,5,2001,11,2001,11,2300000.0,284316155.0,3310010.0,4,0.6,15,3,10
28239,P,17303,1,N,1,4,N,8,6,Y,3,2003,10,2008,3,1866666.6666666667,155100000.0,418498.0,2,6.5,19,5,6
30300,R,3201,1,N,2,4,N,8,7,Y,4,2003,6,2016,6,1471428.5714285714,211000000.0,690536.0,3,2.857142857142857,10,6,7
30300,R,12187,1,N,2,4,N,18,6,Y,8,2003,6,2015,6,2125000.0,237600000.0,995060.0,6,1.0,10,6,8
6623,R,360,1,Y,1,6,N,8,2,Y,6,2003,6,2009,9,1470000.0,70406430.0,645930.0,4,1.2,5,5,5
30041,R,17325,1,N,1,5,N,6,0,Y,1,2003,12,2006,12,2640000.0,206000000.0,733088.0,5,2.2,16,16,5
7353,R,18363,1,N,1,6,N,6,0,Y,1,2003,6,2016,6,2333333.3333333335,71800000.0,357208.0,1,0.0,4,1,3
28452,R,9433,1,Y,2,5,N,9,2,Y,4,2003,6,2004,6,2700000.0,212670140.0,4065094.0,4,0.8,6,1,5
7959,R,12189,1,N,1,4,N,2,0,Y,32,2003,6,2006,6,3636363.6363636362,608000000.0,3879870.0,8,2.272727272727273,4,2,11
23336,R,11215,1,N,2,6,N,3,1,Y,1,2001,7,2004,9,1700000.0,32000000.0,164760.0,0,0.0,20,20,3
8475,R,11289,1,N,2,6,Y,1,5,Y,4,1985,12,2007,2,2735714.285714286,237272454.0,11745132.0,11,1.7857142857142858,12,1,14
8445,R,1779,1,N,2,3,N,2,5,Y,7,2004,11,2005,9,1666666.6666666667,103000000.0,762690.0,3,0.0,2,2,3
28115,P,3104,1,N,2,4,N,3,4,Y,6,2003,6,2009,6,1833333.3333333333,412914183.0,1554097.0,8,0.6666666666666666,19,1,12
24386,P,17968,1,N,2,4,N,17,12,Y,86,2000,3,2016,3,3925000.0,613767846.0,2465200.0,13,5.45,22,22,20
1233,R,15171,1,N,2,4,N,24,8,Y,10,2004,11,2014,10,3454545.4545454546,623749917.0,11384591.0,10,1.6363636363636365,14,3,11
8253,R,20585,1,N,1,6,N,6,0,Y,10,2003,6,2011,8,2500000.0,197800000.0,1481003.0,6,2.4285714285714284,11,1,7
8511,R,1623,1,N,2,3,N,8,0,Y,0,1999,6,2007,10,0.0,10000000.0,38700.0,0,0.0,2,2,1
8511,R,13666,1,N,1,6,N,8,1,Y,0,2003,6,2005,3,0.0,15000000.0,89450.0,0,7.0,2,2,1
6169,R,12654,1,N,1,5,N,8,5,Y,6,1999,4,2006,6,2833333.3333333335,90000000.0,677860.0,3,0.3333333333333333,20,2,3
1994,P,4575,1,N,1,5,N,6,4,Y,3,2001,2,2005,7,2000000.0,200676490.0,4603720.0,4,0.125,17,17,8
1994,P,9634,1,N,1,5,N,8,0,Y,0,2003,6,2001,8,2000000.0,40000000.0,208854.0,2,3.3333333333333335,17,1,3
3160,R,16299,1,N,2,5,N,2,11,Y,7,2003,6,2007,7,1244444.4444444445,246782650.0,2747414.0,6,0.2222222222222222,7,1,9
25848,R,5403,1,N,2,4,N,3,22,Y,153,2003,6,2015,11,2250000.0,381685495.0,56322730.0,10,0.25,11,6,20
5504,R,2621,1,N,1,6,N,2,1,Y,1,2003,6,2004,9,3166666.6666666665,51040770.0,2964195.0,3,1.3333333333333333,18,7,3
5504,R,20224,2,,2,5,N,8,6,Y,6,2003,3,2007,11,3157894.736842105,578939760.0,3705575.0,10,0.21052631578947367,15,2,19
27685,P,3168,1,Y,2,4,N,2,7,Y,15,2003,6,2010,6,4461538.461538462,604031805.0,3032657.0,9,2.076923076923077,19,1,13
9292,R,12982,1,N,2,6,N,3,1,Y,0,2005,9,2016,6,2750000.0,150000000.0,95890.0,0,0.0,5,5,4
2403,R,7654,1,N,2,4,N,3,11,Y,11,2003,6,2011,10,2833333.3333333335,250200000.0,47226405.0,5,2.1666666666666665,15,15,6
10256,P,9795,1,N,2,4,N,3,17,Y,20,1994,3,2014,5,12000000.0,2082235861.0,3760080.0,9,1.4444444444444444,11,11,9
10223,R,11979,1,N,1,5,N,9,3,Y,0,2003,6,2016,6,0.0,10000000.0,99150.0,0,0.0,1,1,2
10357,R,18614,2,,2,5,N,3,2,Y,4,2003,6,2006,12,3400000.0,134200000.0,709930.0,5,3.4,5,5,5
10936,R,14046,1,N,2,5,N,3,1,Y,1,2003,6,2003,5,1000000.0,60000000.0,224400.0,1,5.0,2,1,2
10936,R,16340,1,Y,2,5,N,3,1,Y,1,2003,6,1999,9,285714.28571428574,132400000.0,394790.0,1,2.0,24,2,7
2075,R,697,1,N,2,5,N,2,6,Y,7,2003,6,2010,11,1911764.705882353,431340900.0,6979250.0,14,0.5294117647058824,15,15,17
18154,R,13313,1,N,2,5,N,3,0,Y,1,2012,3,2012,3,5000000.0,25000000.0,162140.0,1,1.0,1,1,1
4762,P,4406,1,N,1,4,N,6,0,Y,2,2010,4,2014,7,1000000.0,80000000.0,276189.0,1,0.0,15,3,4
18521,P,4303,2,,2,3,N,3,1,Y,2,2008,2,2016,6,2200000.0,147279000.0,273201.0,2,0.6,19,5,5
20276,P,16025,1,N,1,6,N,8,1,Y,1,2003,6,2016,3,3500000.0,92500000.0,255619.0,1,1.75,13,2,4
20516,R,4551,1,N,2,7,Y,3,18,Y,12,1999,10,2002,8,1470000.0,601003464.0,3492228.0,5,0.5,17,1,30
20823,R,9170,1,N,2,7,N,9,3,Y,0,2003,6,2003,5,333333.3333333333,31021000.0,75601.0,0,0.0,15,15,3
