INDEX,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
14400,20229,1,N,2,5,5738,40,N,3,6,Y,8,4,14,7,2002,7,2005,3
14401,20230,1,N,2,4,7083,20,N,3,1,Y,8,2,15,2,2002,7,2003,5
14402,20231,1,N,1,7,4891,11,N,2,0,Y,25,0,0,1,2002,7,1998,8
14404,20233,1,N,2,4,43333,20,N,2,3,Y,8,2,18,4,2002,8,2009,5
14408,20237,1,N,2,5,15237,11,Y,9,2,Y,1,1,34,2,2002,8,2003,5
14410,20239,1,Y,1,4,18472,30,N,8,1,Y,3,2,13,1,2002,9,2003,5
14411,20240,1,N,2,5,5999,40,N,2,0,Y,2,3,18,2,2002,9,2008,2
14412,20241,1,N,1,6,8323,40,N,25,0,Y,3,1,32,0,2002,9,2003,5
14413,20242,1,N,2,5,5327,12,Y,9,12,Y,6,2,23,7,2002,10,2005,8
14414,20243,1,N,2,4,47037,11,N,18,5,Y,1,0,0,2,2002,10,2003,4
14415,20244,1,N,1,4,10555,20,N,1,3,Y,3,2,13,5,2002,10,2008,2
14417,20246,2,,2,5,9952,99,N,2,14,Y,8,3,25,16,2002,11,2005,3
14418,20247,1,N,2,4,9305,20,N,3,1,Y,7,1,16,3,2002,11,2002,5
14419,20248,1,N,2,7,2023,13,Y,25,5,Y,8,0,0,2,1984,1,2000,12
14420,20249,1,N,2,7,10849,12,Y,3,8,Y,12,0,0,4,1995,7,2005,9
14421,20250,1,N,2,6,12222,20,Y,9,6,Y,7,0,0,4,2001,9,2004,10
14423,20252,1,N,2,6,20000,20,Y,3,8,Y,6,0,0,8,1982,9,2009,8
14425,20254,1,N,2,6,17916,20,Y,3,2,Y,15,1,33,1,1988,3,2008,5
14426,20255,2,,2,6,11250,30,Y,12,8,Y,8,0,0,8,1984,4,2014,10
14429,20258,1,N,2,6,26111,20,Y,3,0,Y,1,0,0,0,1984,5,2003,5
14430,20259,1,N,2,6,8790,30,Y,3,4,Y,6,1,35,12,1989,12,2000,3
14434,20263,1,N,2,5,7083,30,Y,3,3,Y,8,2,31,3,1984,9,2010,1
14437,20266,1,N,2,5,19444,20,Y,3,2,Y,16,1,33,5,1982,5,2008,4
14438,20267,1,Y,2,5,25000,20,Y,3,7,Y,25,1,34,7,1994,11,2002,3
14439,20268,1,N,2,5,26111,20,Y,3,1,Y,2,1,24,3,1994,12,2014,6
14440,20269,1,Y,1,5,2737,11,Y,8,1,Y,3,2,23,1,2002,8,2008,3
14443,20272,1,N,2,5,12222,20,Y,9,44,Y,8,2,24,26,1996,8,2015,6
14444,20273,1,N,2,5,15138,20,Y,2,20,Y,19,3,25,19,1995,3,2014,8
14445,20274,1,Y,2,5,12222,20,Y,3,0,Y,6,2,29,0,1999,12,2003,4
14448,20278,1,N,2,5,24305,30,Y,3,27,Y,15,3,25,114,1997,3,2007,9
14449,20279,1,N,2,5,22777,20,Y,9,4,Y,9,2,28,5,1991,12,2005,7
14450,20280,1,Y,2,5,60000,20,Y,9,39,Y,1,1,27,175,1999,2,2014,8
14451,20281,2,,2,5,5776,99,Y,9,0,Y,9,1,32,1,1991,2,2000,10
14453,20283,1,N,1,5,14583,20,N,15,0,Y,9,2,22,0,2002,4,2003,5
14456,20286,1,N,2,5,16527,20,Y,3,5,Y,2,2,21,9,1997,12,1999,6
14457,20287,1,N,2,5,35555,20,Y,3,2,Y,1,2,16,4,1997,8,1998,5
14458,20288,1,N,2,5,991,11,Y,21,0,Y,10,0,0,1,1991,5,2016,6
14459,20289,1,N,2,5,15694,20,Y,9,8,Y,1,2,25,6,1995,9,1998,12
14460,20290,1,N,2,5,7316,30,Y,9,7,Y,1,2,18,8,2001,11,2007,1
14461,20291,2,,2,5,4861,30,Y,9,1,Y,6,2,22,5,1996,10,2012,8
14463,20293,1,N,2,5,26666,20,Y,3,13,Y,10,2,21,7,1998,1,1998,2
14464,20294,1,N,2,5,18888,20,Y,2,8,Y,2,0,0,13,1993,9,2001,2
14465,20295,1,N,2,4,9305,30,Y,12,17,Y,1,1,22,16,1999,9,2003,3
14466,20296,1,N,2,4,18333,20,Y,24,4,Y,8,2,17,3,1998,5,1999,6
14467,20297,1,N,2,4,7914,11,Y,15,3,Y,6,2,19,4,1996,9,2016,6
14468,20298,1,N,2,4,31944,20,Y,3,18,Y,15,1,12,14,2002,10,2016,5
14469,20299,1,Y,2,4,6684,30,Y,9,2,Y,18,1,22,7,1996,9,2007,8
14470,20300,1,N,2,4,5416,30,Y,9,3,Y,7,2,21,2,1997,12,2004,11
14473,20303,1,N,2,4,12638,20,Y,3,3,Y,10,2,18,2,2001,7,2016,6
14475,20305,1,N,2,4,3012,12,Y,2,4,Y,8,2,21,6,1995,2,2010,1
14476,20306,1,N,2,4,49731,11,Y,3,0,Y,1,2,23,1,1998,5,2003,5
14478,20308,1,N,2,4,15062,11,Y,9,1,Y,10,3,16,0,1997,9,2003,12
14480,20310,1,N,2,4,12500,20,Y,3,2,Y,8,1,15,2,1999,7,2002,6
14481,20311,1,N,2,4,10416,20,Y,1,9,Y,1,2,17,5,1997,9,2005,11
14483,20313,2,,2,3,5694,20,N,3,5,Y,6,3,12,7,2002,11,2013,11
14485,20315,1,N,1,6,7363,11,N,6,0,Y,3,0,0,1,2002,12,2003,6
14486,20316,1,N,2,5,21860,12,N,3,2,Y,9,2,24,40,2003,1,2013,4
14489,20319,1,N,2,4,12825,99,N,19,5,Y,8,1,18,4,2003,2,2006,1
14491,20321,1,N,1,6,14305,20,N,8,1,Y,9,1,31,1,2003,3,2003,5
14493,20324,1,N,2,5,15982,12,Y,2,3,Y,2,2,26,4,2003,4,2010,2
14495,20326,1,N,2,5,10138,30,N,3,7,Y,2,2,25,6,2003,5,2015,12
14505,20371,1,N,2,7,6797,99,N,3,1,Y,7,0,0,1,2003,6,2000,11
14506,20372,1,N,1,7,4803,99,N,7,1,Y,3,0,0,0,2003,6,2003,5
14513,20384,1,N,1,7,6215,99,N,1,0,Y,3,0,0,0,2003,6,2003,8
14516,20387,1,N,1,7,19166,20,N,12,2,Y,3,0,0,1,2003,6,2003,5
14518,20389,1,N,1,7,54444,20,N,25,3,Y,25,0,0,2,2003,6,2007,11
14520,20391,1,N,1,7,6356,99,N,2,2,Y,3,0,0,10,2003,6,1999,5
14523,20396,1,N,1,7,16884,11,N,7,2,Y,3,0,0,2,2003,6,2003,5
14524,20397,1,N,1,7,13611,20,N,8,0,Y,3,0,0,1,2003,6,2003,5
14531,20404,1,N,1,7,30000,20,N,1,3,Y,3,0,0,1,2003,6,2004,3
14532,20407,1,N,1,7,35000,20,N,12,5,Y,25,0,0,25,2003,6,2006,1
14534,20410,1,N,2,7,18611,20,N,7,2,Y,2,0,0,2,2003,6,1999,9
14538,20415,2,,2,7,9861,30,N,12,5,Y,2,0,0,5,2003,6,2008,7
14541,20418,1,N,2,7,13055,30,N,25,5,Y,6,0,0,4,2003,6,2003,9
14542,20419,1,N,1,7,43888,20,N,24,0,Y,3,0,0,0,2003,6,2003,5
14545,20424,1,N,2,7,4501,11,N,3,0,Y,25,0,0,0,2003,6,2003,5
14546,20425,1,N,1,7,25555,20,N,8,1,Y,3,0,0,1,2001,4,2006,3
14547,20426,1,N,2,7,20000,20,N,1,3,Y,2,0,0,1,2003,6,2008,4
14548,20427,1,N,1,7,7440,12,N,25,2,Y,3,0,0,1,2003,6,2015,5
14550,20429,1,N,1,7,5131,13,N,10,1,Y,25,0,0,0,2003,6,2003,5
14552,20431,1,N,1,7,6955,13,N,12,2,Y,2,0,0,1,2003,6,2006,1
14555,20435,1,N,1,7,14520,11,N,7,1,Y,25,0,0,1,2003,6,2003,5
14557,20441,1,N,1,6,5619,40,N,7,1,Y,3,0,0,4,2003,6,2002,6
14558,20442,1,N,2,6,19444,30,N,25,1,Y,12,0,0,2,2003,6,2001,6
14560,20444,2,,1,6,5253,40,N,1,3,Y,3,1,35,6,2003,6,2010,1
14561,20445,1,Y,1,6,20000,20,N,7,3,Y,3,0,0,1,2003,6,2007,3
14564,20449,1,N,1,6,13333,20,N,6,3,Y,9,1,35,1,2003,6,2004,3
14566,20452,1,N,2,6,5429,30,N,25,1,Y,13,0,0,3,2003,6,2013,12
14569,20458,1,N,1,6,10471,12,N,8,1,Y,25,0,0,0,2003,6,2009,4
14571,20460,1,N,1,6,7807,12,N,1,0,Y,3,0,0,0,2003,6,2003,5
14572,20462,1,N,2,6,26527,20,N,3,4,Y,1,0,0,5,2003,6,2001,8
14574,20466,1,N,2,6,12638,30,N,25,2,Y,2,0,0,1,2003,6,2016,6
14575,20467,1,N,2,6,35555,20,N,3,1,Y,1,0,0,1,2003,6,2003,5
14577,20469,1,N,2,6,8070,40,N,9,4,Y,25,0,0,2,2003,6,2003,5
14582,20474,1,N,2,6,18055,20,N,25,1,Y,25,0,0,3,2003,6,2011,11
14583,20475,1,N,2,6,11206,12,N,3,3,Y,2,0,0,5,2003,6,2004,2
14585,20477,1,N,2,6,10903,40,N,1,6,Y,1,0,0,4,2003,6,2003,2
14586,20478,1,N,1,6,19444,20,N,8,5,Y,3,0,0,5,2003,6,2005,3
14589,20482,1,N,2,6,4949,13,N,25,0,Y,25,2,33,0,2003,6,2004,6
14591,20484,1,N,1,6,17638,30,N,2,0,Y,3,0,0,0,2003,6,2003,6
14592,20485,1,N,2,6,12255,30,N,2,2,Y,25,0,0,2,2003,6,2013,5
14593,20486,1,N,1,6,13973,11,N,1,0,Y,9,0,0,0,2003,6,2004,12
14597,20491,1,N,2,6,5972,20,N,3,2,Y,12,0,0,2,2003,6,2001,5
14598,20492,1,Y,1,6,42777,20,N,1,0,Y,9,1,35,9,2003,6,2008,8
14600,20494,1,N,2,6,8548,20,N,2,11,Y,2,1,35,7,2003,6,2003,5
14601,20495,1,N,2,6,35000,20,N,3,3,Y,12,0,0,4,2003,6,2003,5
14602,20496,1,N,1,6,70972,20,N,16,1,Y,25,1,32,1,2003,6,2003,5
14604,20498,2,,2,6,5285,40,N,9,13,Y,2,0,0,15,2003,6,2010,12
14609,20504,1,N,2,6,16306,50,N,3,24,Y,1,0,0,10,2003,6,2006,11
14610,20505,1,N,2,6,31111,20,N,9,4,Y,1,1,33,6,2003,6,2005,11
14611,20506,1,N,1,6,32361,20,N,10,5,Y,3,1,35,7,2003,6,2007,5
14612,20508,1,N,2,6,55555,20,N,1,12,Y,1,0,0,32,2003,6,2006,12
14615,20511,1,N,2,6,9173,11,N,3,1,Y,1,0,0,0,2003,6,2003,7
14617,20513,1,N,1,6,45000,20,N,1,0,Y,3,0,0,0,2003,6,2003,5
14619,20515,1,Y,2,6,10000,20,N,3,1,Y,2,1,35,3,2003,6,2006,3
14620,20516,1,N,2,6,6666,20,N,8,1,Y,7,0,0,2,2003,6,2005,3
14623,20520,1,N,2,6,12500,20,N,3,1,Y,6,0,0,1,2003,6,2003,5
14624,20521,1,N,2,6,37083,20,N,3,1,Y,2,1,35,0,2003,6,2002,8
14625,20522,2,,1,6,4785,12,N,2,3,Y,3,0,0,3,2003,6,2001,11
14626,20523,1,N,2,6,5890,11,N,12,3,Y,8,0,0,4,2003,6,2005,8
14628,20525,1,N,1,6,5394,11,N,8,2,Y,3,0,0,1,2003,6,2016,5
14629,20526,1,N,1,6,25153,12,N,25,41,Y,3,1,34,60,2003,6,2003,2
14630,20527,1,N,2,6,22777,20,N,15,17,Y,1,1,35,21,2003,6,2006,9
14632,20529,2,,2,6,6532,11,N,3,1,Y,12,0,0,0,2003,6,2003,5
14633,20530,1,N,1,6,1432,13,N,7,1,Y,3,0,0,1,2003,6,2003,5
14634,20532,1,N,1,6,25694,20,N,8,4,Y,8,2,33,8,2003,6,2003,5
14635,20533,1,N,2,6,26666,20,N,3,4,Y,1,0,0,3,2003,6,2014,6
14637,20535,1,N,2,6,9010,40,N,3,0,Y,8,2,34,0,2003,6,1998,9
14638,20537,1,N,2,6,6092,12,N,3,1,Y,8,0,0,1,2003,6,2016,5
14639,20539,1,Y,1,6,24722,20,N,2,0,Y,3,2,33,2,2003,3,2009,3
14642,20542,1,N,2,6,5498,40,N,2,6,Y,7,0,0,6,2003,6,2013,10
14643,20543,2,,2,6,4252,12,N,8,6,Y,8,2,25,8,2003,6,2016,6
14646,20546,1,N,2,6,23743,12,N,12,3,Y,3,0,0,3,2003,6,2003,4
14647,20547,1,N,2,6,3763,13,N,3,0,Y,1,0,0,0,2003,6,2003,5
14648,20548,1,N,2,6,20694,20,N,3,1,Y,8,0,0,0,2003,6,2009,3
14649,20549,1,N,1,6,17083,20,N,1,0,Y,3,1,24,0,2003,6,2014,12
14650,20551,1,N,2,6,55299,11,N,25,33,Y,8,1,34,65,2003,6,2007,4
14652,20553,1,N,1,6,27222,20,N,12,5,Y,9,1,35,4,2003,6,2016,6
14653,20554,1,N,2,6,27229,11,N,25,2,Y,7,0,0,1,2003,6,2004,8
14654,20555,1,N,2,6,6237,99,N,9,5,Y,7,0,0,1,2003,6,2007,4
14656,20557,1,N,1,6,22228,12,N,6,2,Y,2,0,0,2,2003,6,2003,5
14657,20558,1,N,2,6,8278,12,N,3,1,Y,1,0,0,1,2003,6,2007,5
14658,20560,1,N,2,6,16042,12,N,7,6,Y,7,0,0,3,2003,6,2008,11
14659,20561,1,N,1,6,26666,20,N,1,1,Y,3,2,26,3,2003,6,2010,2
14662,20565,1,N,2,6,26111,20,N,3,2,Y,18,0,0,1,2003,6,2015,11
14663,20566,1,N,1,6,29332,12,N,2,0,Y,3,2,33,3,2003,6,2007,6
14664,20567,1,N,2,6,5419,12,N,2,8,Y,2,0,0,8,2003,3,2016,3
14666,20569,1,N,2,6,36527,20,N,3,2,Y,9,0,0,3,2003,6,2016,6
14667,20570,1,N,2,6,0,11,N,3,0,Y,10,0,0,0,2003,6,2003,5
14668,20571,2,,2,6,12222,30,N,3,1,Y,8,0,0,2,2003,6,2007,11
14669,20572,1,Y,1,6,3374,13,N,8,1,Y,2,1,29,3,2003,6,2002,4
14671,20574,1,N,2,6,14444,20,N,2,4,Y,15,1,35,7,2003,6,2008,12
14672,20575,1,Y,2,6,5393,11,N,2,0,Y,8,0,0,0,2003,6,2003,5
14673,20578,1,N,1,6,8113,11,N,8,1,Y,3,0,0,6,2003,6,2007,3
14674,20579,1,N,2,6,2578,13,N,3,1,Y,9,0,0,0,2003,6,2003,5
14675,20580,2,,1,6,12777,30,N,2,1,Y,2,2,26,0,2003,6,2003,5
14676,20581,1,N,2,6,11111,20,N,9,2,Y,1,0,0,3,2003,6,2013,2
14677,20582,1,N,2,6,8187,99,N,9,1,Y,10,0,0,1,2003,6,2004,7
14678,20583,1,N,1,6,4006,11,N,10,1,Y,3,2,33,6,2003,6,2001,5
14679,20584,2,,2,6,21111,20,N,9,0,Y,9,1,33,1,2003,6,2003,5
14680,20585,1,N,1,6,5643,13,N,6,0,Y,6,0,0,10,2003,6,2011,8
14681,20586,1,Y,1,6,17222,20,N,10,2,Y,3,1,32,1,2003,6,2013,3
14682,20587,1,N,2,6,2727,12,N,3,4,Y,7,1,33,2,2003,6,2008,8
14683,20588,1,N,2,6,4500,12,N,3,1,Y,9,0,0,2,2003,6,2012,5
14684,20590,1,N,1,6,45885,11,N,11,4,Y,2,2,25,3,2003,6,2007,7
14688,20595,1,N,2,6,24027,20,N,3,9,Y,25,0,0,8,2003,6,2007,3
14689,20596,1,N,2,6,6483,99,N,3,33,Y,7,1,34,19,2003,6,2009,3
14690,20597,1,N,2,6,11757,12,N,3,1,Y,8,0,0,1,2003,6,2015,8
14691,20598,1,N,2,6,33888,20,N,24,15,Y,13,0,0,14,2003,6,2009,5
14692,20599,1,N,1,6,21623,11,N,7,0,Y,3,2,29,0,2003,6,2009,1
14694,20601,2,,1,6,36487,20,N,8,3,Y,3,0,0,6,2003,6,2003,6
14695,20602,1,N,2,6,22980,11,N,3,5,Y,6,0,0,4,2003,6,2016,2
14696,20603,1,N,1,6,25335,30,N,8,6,Y,8,1,31,10,2003,6,2001,1
14698,20605,1,N,1,6,31780,12,N,1,6,Y,3,2,30,12,2003,6,2007,12
14700,20607,1,N,2,6,5893,12,N,2,1,Y,9,0,0,1,2003,6,2003,5
14702,20609,1,N,2,6,18333,20,N,3,4,Y,8,1,34,3,2003,6,2006,6
14703,20610,1,N,2,6,11944,30,N,3,1,Y,6,0,0,1,2003,6,2005,7
14704,20611,1,N,2,6,12083,30,N,12,1,Y,15,2,32,0,2003,6,2007,2
14707,20614,1,N,1,6,38333,20,N,2,8,Y,3,0,0,17,2003,6,2004,2
14708,20615,1,N,2,6,28333,20,N,2,5,Y,18,2,30,4,2003,6,2007,3
14710,20617,1,Y,1,6,10416,30,N,2,0,Y,3,1,27,4,2003,6,2010,5
14711,20618,1,N,1,6,11604,40,N,1,0,Y,3,0,0,0,2003,6,2016,6
14712,20619,1,N,1,6,14027,20,N,10,3,Y,1,2,27,2,2003,6,2005,2
14713,20620,1,N,2,6,60833,20,N,3,1,Y,1,1,34,0,2003,6,2012,7
14714,20621,1,N,1,6,4849,13,N,1,2,Y,8,2,21,4,2003,6,2016,4
14716,20623,2,,2,6,21111,20,N,3,0,Y,1,1,21,1,2003,6,2013,6
14717,20624,1,N,1,6,4080,11,N,9,25,Y,9,3,23,31,2003,6,2013,5
14719,20626,1,N,1,6,20833,20,N,8,5,Y,8,1,32,3,2003,6,2006,1
14720,20627,1,N,2,6,2616,13,N,3,1,Y,8,1,33,1,2003,6,2003,5
14722,20629,1,N,2,6,2651,12,N,8,1,Y,8,0,0,1,2003,6,2003,10
14723,20631,1,N,2,6,9797,30,N,2,1,Y,11,0,0,1,2003,6,2004,4
14725,20633,1,N,2,6,22361,20,N,3,7,Y,4,3,27,4,2003,6,2014,8
14726,20634,1,Y,2,6,8472,20,N,2,0,Y,2,3,22,2,2003,6,2008,12
14727,20635,1,N,2,6,5694,20,N,3,3,Y,25,0,0,4,2003,6,2016,4
14728,20636,1,N,2,6,25138,20,N,8,2,Y,8,0,0,3,2003,6,2008,5
14729,20637,1,N,2,6,8612,40,N,9,2,Y,9,1,35,2,2003,3,2008,7
14731,20640,1,N,1,5,16545,20,N,4,9,Y,4,1,28,5,2003,6,2010,12
14733,20642,1,N,1,5,17403,30,N,1,0,Y,9,2,27,1,2003,6,2006,11
14735,20644,1,N,2,5,15972,20,N,3,1,Y,6,1,34,0,2003,6,2003,5
14738,20648,1,N,1,5,52083,20,N,1,12,Y,3,2,23,12,2003,6,2007,3
14739,20649,1,N,2,5,11620,11,N,2,3,Y,2,2,33,4,2003,6,2016,6
14740,20652,1,N,2,5,74027,20,N,3,4,Y,6,1,31,2,2003,6,2003,9
14741,20654,1,N,2,5,7638,30,N,9,0,Y,12,0,0,0,2003,6,2016,5
14743,20656,2,,1,5,52222,20,N,8,7,Y,3,2,26,4,2003,6,2004,11
14744,20657,1,N,1,5,13333,20,N,8,7,Y,3,1,34,5,2003,6,2003,5
14745,20658,2,,2,5,23333,20,N,8,1,Y,8,0,0,2,2003,6,2013,8
14747,20662,1,N,2,5,36944,20,N,1,2,Y,23,0,0,2,2003,6,2016,6
14748,20663,1,N,2,5,0,12,N,9,4,Y,1,2,30,3,2003,3,2013,6
14750,20666,1,N,2,5,9246,99,N,9,5,Y,6,2,32,6,2003,6,2015,6
14751,20667,1,N,2,5,7086,40,N,3,0,Y,9,0,0,0,2003,6,2003,5
14753,20670,1,N,2,5,3157,13,N,3,3,Y,8,2,33,3,2003,6,2012,2
14756,20676,1,Y,2,5,17361,20,N,3,2,Y,16,1,34,3,2003,6,2002,3
14758,20680,1,N,1,5,25902,12,N,2,0,Y,2,3,25,0,2003,6,2003,5
14759,20681,1,N,2,5,11764,99,Y,9,44,Y,25,1,25,112,2003,6,2011,7
14760,20682,1,N,1,5,17777,20,N,2,1,Y,3,1,26,1,2003,6,2012,1
14761,20683,1,N,2,5,11111,30,N,3,1,Y,8,2,31,1,2003,6,2003,5
14762,20684,1,N,2,5,0,11,N,3,27,Y,8,2,30,23,2003,6,2006,7
14763,20685,1,Y,2,5,31111,20,N,3,2,Y,1,0,0,2,2003,6,2008,5
14764,20686,1,N,1,5,2727,12,N,2,23,Y,3,2,31,26,2003,6,2005,3
14766,20689,1,N,2,5,6251,12,N,3,4,Y,6,1,30,6,2003,6,2002,9
14767,20690,1,N,1,5,18055,20,N,6,1,Y,9,2,24,0,2003,6,2006,4
14769,20692,1,N,2,5,16369,11,N,2,5,Y,2,2,33,7,2003,6,2007,1
14771,20695,1,N,2,5,19018,13,N,2,7,Y,2,2,34,5,2003,6,2016,6
14772,20696,1,N,2,5,10348,12,N,3,2,Y,9,1,32,3,2003,6,2007,5
14773,20697,1,N,1,5,40138,20,N,4,3,Y,4,2,30,1,2003,6,2004,11
14775,20699,1,N,2,5,25000,20,N,3,4,Y,9,1,35,3,2003,6,2016,2
14777,20702,1,N,2,5,17916,20,N,3,4,Y,15,2,28,2,2003,6,2004,3
14778,20703,1,Y,1,5,12222,20,N,9,0,Y,9,2,30,0,2003,6,2003,5
14779,20704,1,N,2,5,18194,20,N,4,5,Y,16,2,25,8,2003,6,2005,8
14780,20705,1,Y,2,5,5051,13,N,8,2,Y,1,1,34,5,2003,6,2001,4
14781,20706,1,N,1,5,25000,20,N,8,2,Y,3,1,22,1,2003,6,2005,2
14782,20707,1,N,2,5,9718,13,N,3,0,Y,8,0,0,0,2003,6,2003,5
14784,20710,1,N,1,5,32029,20,N,2,3,Y,9,2,26,3,2003,6,2006,9
14787,20713,1,N,2,5,30555,20,N,2,6,Y,1,0,0,19,2003,6,2012,7
14788,20714,1,N,2,5,10792,13,N,19,11,Y,1,2,26,12,2003,6,2011,10
14789,20716,1,N,1,5,16944,20,N,15,10,Y,9,2,25,10,2003,6,2003,10
14790,20717,1,N,1,5,60555,20,N,4,3,Y,4,0,0,1,2003,6,2004,4
14791,20718,1,N,2,5,11805,30,N,8,1,Y,2,2,30,1,2003,6,2003,5
14792,20719,1,N,2,5,15972,20,N,3,5,Y,2,2,30,4,2003,6,2003,5
14793,20720,1,N,2,5,8193,11,N,8,7,Y,10,2,29,4,2003,6,2016,6
14794,20721,1,N,1,5,8332,99,N,7,3,Y,3,2,7,4,2003,6,2014,11
14796,20723,1,N,2,5,0,60,N,3,4,Y,7,0,0,3,2003,6,2005,5
14798,20726,1,N,2,5,15317,12,N,9,4,Y,7,1,34,3,2003,6,2007,8
14799,20727,1,N,2,5,8296,13,N,2,53,Y,2,1,32,56,2003,6,2011,4
14800,20728,1,N,1,5,5833,20,N,12,0,Y,9,2,23,0,2003,6,2003,5
14801,20731,1,Y,1,5,6071,40,N,8,0,Y,3,0,0,1,2003,6,2010,6
14802,20732,1,N,2,5,4412,20,N,3,6,Y,1,1,35,5,2003,6,2016,4
14803,20733,1,N,2,5,5138,30,N,3,3,Y,8,1,18,4,2003,6,2010,11
14804,20734,1,N,2,5,4973,12,N,3,0,Y,6,2,32,2,2003,6,2015,10
14806,20736,1,N,2,5,5676,11,N,7,0,Y,7,2,21,1,2003,6,2002,10
14808,20738,1,N,2,5,7087,11,N,9,1,Y,9,0,0,4,2003,6,2008,9
14809,20740,1,Y,2,5,30923,12,N,18,9,Y,13,1,27,9,2003,6,2013,1
14810,20741,1,N,2,5,39583,20,N,3,6,Y,8,2,27,6,2003,6,2015,6
14812,20743,1,N,2,5,6058,11,N,3,0,Y,7,1,34,0,2003,6,2015,8
14813,20744,2,,2,5,9250,13,N,1,1,Y,1,0,0,0,2003,6,2003,5
14814,20745,2,,1,5,9583,20,N,6,1,Y,2,0,0,1,2003,6,2012,4
14815,20746,1,N,1,5,27500,20,N,8,3,Y,3,2,26,1,2003,6,2003,5
14816,20747,1,N,1,5,19722,20,N,4,17,Y,9,2,29,22,2003,6,2009,5
14818,20749,1,N,1,5,7585,12,N,8,1,Y,3,2,25,3,2003,6,2002,7
14819,20750,1,N,2,5,4384,12,N,3,1,Y,6,1,33,0,2003,6,2016,6
14824,20757,1,Y,1,5,1212,12,N,9,0,Y,3,1,26,0,2003,6,2000,3
14826,20759,2,,1,5,25555,20,N,1,7,Y,8,2,25,1,2003,6,2003,5
14830,20763,1,N,2,5,11633,99,N,8,0,Y,1,0,0,0,2003,6,2016,6
14831,20764,1,Y,1,5,21250,20,N,8,4,Y,3,2,26,3,2003,6,2015,7
14832,20765,1,N,2,5,19473,40,N,9,5,Y,2,2,25,8,2003,6,2012,8
14833,20766,1,Y,2,5,6944,30,N,9,1,Y,8,2,31,3,2003,6,2006,10
14835,20768,1,N,1,5,5833,20,N,6,2,Y,19,2,19,2,2003,6,2011,11
14836,20769,1,N,2,5,11270,99,N,12,3,Y,1,4,23,3,2003,6,2004,11
14837,20771,1,N,1,5,17361,20,N,1,4,Y,9,2,22,5,2003,6,2013,11
14838,20772,1,N,1,5,8333,20,N,1,1,Y,2,1,23,2,2003,6,2007,10
14839,20773,1,N,1,5,27916,20,N,2,11,Y,2,2,25,5,2003,6,2008,5
14840,20775,1,N,1,5,0,20,N,8,2,Y,3,2,25,1,2003,6,2005,8
14842,20777,1,N,2,5,1557,12,N,9,2,Y,6,3,18,4,2003,6,2016,6
14843,20779,1,N,2,5,16957,11,N,3,1,Y,7,0,0,1,2003,6,2005,10
14844,20780,1,N,1,5,18756,11,N,8,2,Y,9,0,0,1,2003,6,2003,6
14845,20781,1,Y,2,5,25555,20,N,3,4,Y,8,1,35,2,2003,6,2016,6
14846,20782,1,N,1,5,34305,20,N,8,0,Y,3,2,27,0,2003,6,2002,10
14847,20784,1,N,1,5,52361,20,N,1,3,Y,3,2,24,10,2003,6,2015,3
14849,20786,1,N,1,5,19305,20,N,8,1,Y,24,2,21,0,2003,6,1999,4
14851,20788,1,N,2,5,19722,20,N,12,4,Y,1,2,28,3,2003,6,2007,2
14852,20789,2,,2,5,21805,20,N,3,1,Y,13,0,0,3,2003,6,2003,5
14853,20790,1,N,2,5,29583,20,N,5,4,Y,17,0,0,5,2003,6,2015,11
14854,20791,1,N,2,5,32222,20,N,3,11,Y,1,2,24,6,2003,6,2009,5
14855,20792,1,N,1,5,22081,11,N,9,0,Y,3,3,14,3,2003,6,2011,12
14856,20794,1,N,1,5,19444,20,N,2,3,Y,24,2,26,1,2003,6,2010,7
14857,20796,1,N,2,5,7341,99,N,18,0,Y,6,1,31,2,2003,6,2014,12
14858,20797,1,N,1,5,25852,20,N,6,3,Y,3,3,16,3,2003,6,2015,9
14859,20798,1,Y,1,5,8888,20,N,1,2,Y,8,2,21,1,2003,6,2003,5
14861,20800,2,,1,5,7222,20,N,1,1,Y,2,0,0,2,2003,6,2009,11
14864,20803,1,N,1,5,36944,20,N,8,2,Y,3,2,22,1,2003,6,2004,11
14866,20805,1,N,2,5,25694,20,N,3,15,Y,8,2,31,14,2003,6,2007,12
14868,20809,1,N,2,5,8248,12,N,3,1,Y,6,1,21,0,2003,6,2004,3
14870,20811,1,N,2,5,5725,11,N,9,6,Y,15,2,31,7,2003,6,2005,11
14872,20813,1,Y,1,5,15886,30,N,1,0,Y,9,3,20,1,2003,6,2007,2
14873,20817,1,N,2,5,24027,20,N,9,2,Y,1,2,26,1,2003,6,2010,9
14875,20819,1,N,2,5,4261,12,N,9,4,Y,7,0,0,5,2003,6,2013,8
14878,20822,1,N,2,5,9444,30,N,3,5,Y,1,3,22,4,2003,6,2010,12
14879,20823,1,N,2,5,7498,99,N,9,2,Y,1,3,26,1,2003,6,2001,2
14880,20824,1,N,2,5,32361,30,N,1,2,Y,1,1,21,3,2003,6,2002,3
