,CLLT_FP_PRNO,INCB_DVSN,ETRS_YM,FIRE_YM,BEFO_JOB,EDGB,BRCH_CODE
29582,12857,R,200711,201503,0,기타,29.0
29583,8039,P,200407,999912,0,고졸,156.0
29584,24933,R,199605,201501,0,전문대졸,21.0
29585,11242,P,200608,999912,0,기타,25.0
29586,13576,R,200805,201101,0,고졸,154.0
29587,6102,P,200304,999912,0,고졸,156.0
29588,13673,R,200806,201004,0,고졸,146.0
29589,27283,P,199712,999912,0,고졸,259.0
29590,13999,R,200808,200902,0,고졸,32.0
29591,14051,R,200809,201001,1,대학졸,273.0
29592,14206,R,200810,200908,0,고졸,47.0
29593,13373,R,200803,200901,0,고졸,125.0
29594,12555,P,200708,999912,0,기타,84.0
29595,11294,P,200608,999912,1,고졸,288.0
29596,11423,P,200610,999912,1,기타,312.0
29597,14472,R,200812,201103,0,고졸,19.0
29598,14504,R,200812,200906,0,전문대졸,112.0
29599,267,P,200012,999912,0,기타,55.0
29600,13071,P,200801,999912,0,기타,50.0
29601,14341,R,200811,201007,1,기타,114.0
29602,7072,P,200312,999912,0,기타,58.0
29603,14801,R,200903,201101,0,대학졸,57.0
29604,13125,R,200801,200908,1,대학졸,60.0
29605,14661,R,200902,201005,1,고졸,114.0
29606,14892,P,200904,999912,0,기타,84.0
29607,14536,R,200901,201008,0,고졸,13.0
29608,15078,P,200905,999912,0,고졸,82.0
29609,15219,R,200907,201009,0,고졸,90.0
29610,15003,P,200905,999912,1,기타,51.0
29611,14771,R,200903,201001,0,고졸,288.0
29612,14749,R,200903,200912,1,기타,204.0
29613,14297,R,200811,201408,0,고졸,143.0
29614,15370,R,200908,201112,1,기타,270.0
29615,12482,R,200707,201407,1,고졸,155.0
29616,15769,R,200912,201111,0,전문대졸,154.0
29617,15887,R,201001,201110,0,기타,150.0
29618,1360,R,200006,201509,0,고졸,118.0
29619,12603,R,200708,201012,0,전문대졸,112.0
29620,16237,R,201004,201105,0,고졸,69.0
29621,13740,R,200806,201206,1,기타,284.0
29622,15117,P,200906,999912,0,기타,167.0
29623,27469,R,199805,201411,0,고졸,55.0
29624,15412,R,200909,201105,1,고졸,281.0
29625,16718,R,201008,201208,1,고졸,306.0
29626,16985,R,201011,201301,1,기타,51.0
29627,17075,R,201012,201108,0,고졸,21.0
29628,13206,P,200802,999912,1,기타,307.0
29629,17100,P,201012,999912,0,고졸,17.0
29630,13544,P,200805,999912,0,기타,143.0
29631,14808,R,200903,201201,0,대학졸,300.0
29632,17402,R,201104,201111,0,고졸,86.0
29633,10203,P,200512,999912,0,고졸,16.0
29634,17110,P,201101,999912,0,기타,116.0
29635,17555,R,201104,201403,0,대학졸,90.0
29636,17161,R,201101,201111,1,기타,51.0
29637,16423,R,201006,201110,0,고졸,156.0
29638,17124,R,201101,201206,0,고졸,59.0
29639,30479,P,199909,999912,0,고졸,318.0
29640,17741,R,201107,201312,0,고졸,47.0
29641,15900,R,201001,201201,0,고졸,14.0
29642,14352,P,200811,999912,0,대학졸,84.0
29643,11949,R,200702,201209,0,대학졸,57.0
29644,17743,P,201107,999912,0,고졸,136.0
29645,15866,P,201001,999912,0,대학졸,285.0
29646,18051,R,201111,201205,0,기타,86.0
29647,17697,P,201106,999912,1,기타,308.0
29648,16975,R,201011,201312,0,고졸,322.0
29649,15997,P,201002,999912,0,기타,120.0
29650,18095,R,201111,201206,0,고졸,29.0
29651,14772,P,200903,999912,0,기타,120.0
29652,13671,R,200806,201505,0,기타,19.0
29653,18335,R,201203,201311,0,고졸,103.0
29654,17984,R,201110,201301,0,기타,146.0
29655,18163,P,201112,999912,0,기타,281.0
29656,24663,P,199507,999912,0,고졸,160.0
29657,17614,P,201105,999912,1,고졸,292.0
29658,12499,R,200707,201301,0,대학졸,112.0
29659,17857,P,201108,999912,1,기타,274.0
29660,18294,R,201203,201310,0,기타,47.0
29661,15778,R,200912,201509,0,고졸,303.0
29662,18728,R,201209,201311,0,고졸,44.0
29663,18662,R,201208,201307,0,대학졸,300.0
29664,18886,P,201210,999912,0,고졸,42.0
29665,18736,R,201209,201311,0,기타,106.0
29666,19134,R,201302,201407,0,기타,78.0
29667,15174,P,200906,999912,0,기타,44.0
29668,18952,R,201212,201309,0,기타,86.0
29669,18576,R,201207,201412,0,대학졸,319.0
29670,15741,P,200911,999912,0,대학졸,55.0
29671,18591,R,201207,201308,0,고졸,143.0
29672,16012,R,201002,201606,1,고졸,269.0
29673,17546,P,201104,999912,1,고졸,270.0
29674,19211,R,201303,201504,0,기타,113.0
29675,18812,R,201209,201509,0,고졸,13.0
29676,19532,R,201310,201406,0,전문대졸,146.0
29677,10503,R,200602,201501,0,대학졸,57.0
29678,19723,P,201403,999912,0,기타,50.0
29679,19742,P,201403,999912,0,기타,84.0
29680,19716,P,201402,999912,0,중졸,299.0
29681,14154,P,200809,999912,0,대학졸,42.0
29682,19750,P,201403,999912,0,전문대졸,312.0
29683,19807,P,201405,999912,0,기타,14.0
29684,22227,P,199111,999912,0,기타,11.0
29685,20231,P,201508,999912,0,기타,136.0
29686,20236,P,201508,999912,0,기타,145.0
29687,12394,P,200707,999912,0,기타,160.0
29688,26165,R,199712,199804,0,고졸,129.0
29689,20646,R,198006,200601,0,기타,127.0
29690,21784,R,199011,200406,0,고졸,141.0
29691,25997,R,199708,200407,0,대학졸,55.0
29692,27030,R,199703,199807,0,고졸,147.0
29693,23723,R,199411,200009,0,고졸,113.0
29694,28848,R,199802,199808,0,고졸,103.0
29695,27096,R,199704,200009,0,고졸,148.0
29696,27305,R,199709,200004,0,고졸,141.0
29697,20477,R,198503,200111,0,고졸,129.0
29698,23029,R,199309,200009,0,고졸,121.0
29699,28671,R,199806,199905,0,고졸,118.0
29700,20511,R,198510,200009,0,중졸,167.0
29701,24495,R,199504,200612,0,고졸,108.0
29702,21359,R,198912,201302,0,고졸,37.0
29703,8227,R,200408,200505,0,기타,24.0
29704,1630,R,200012,200901,0,고졸,145.0
29705,22360,P,199203,999912,0,고졸,16.0
29706,1512,R,200004,200605,0,고졸,100.0
29707,3862,R,200111,200612,1,고졸,91.0
29708,9232,R,200504,200705,0,기타,88.0
29709,9522,R,200506,200707,0,고졸,82.0
29710,6175,R,200306,200903,0,고졸,143.0
29711,4777,P,200205,999912,0,기타,146.0
29712,9635,R,200507,200707,1,고졸,146.0
29713,6656,R,200309,200705,0,기타,83.0
29714,8412,R,200409,200511,0,기타,88.0
29715,9644,R,200507,200602,0,기타,163.0
29716,27982,R,199812,200810,0,고졸,78.0
29717,22495,P,199207,999912,0,기타,118.0
29718,9010,R,200502,201406,0,고졸,150.0
29719,5216,R,200202,201108,1,고졸,274.0
29720,10088,R,200511,200611,0,고졸,118.0
29721,26536,R,199704,200807,0,고졸,74.0
29722,10137,R,200512,200606,1,고졸,114.0
29723,25511,R,199603,201204,0,고졸,111.0
29724,9790,R,200509,200608,0,고졸,111.0
29725,6449,P,200308,999912,0,기타,59.0
29726,22174,R,199111,200705,0,고졸,163.0
29727,10153,R,200512,200707,0,고졸,23.0
29728,9196,P,200504,999912,0,고졸,154.0
29729,20871,P,198707,999912,0,고졸,55.0
29730,10167,R,200512,200607,0,대학졸,30.0
29731,25029,P,199606,999912,0,대학졸,42.0
29732,7263,R,200401,200902,0,고졸,21.0
29733,7636,R,200404,201010,0,대학졸,96.0
29734,10273,R,200601,200703,0,고졸,123.0
29735,7568,R,200403,200906,1,기타,272.0
29736,10762,R,200604,200907,1,고졸,172.0
29737,9267,R,200504,200611,0,기타,51.0
29738,4768,R,200204,201101,0,고졸,146.0
29739,1698,R,200004,200902,0,고졸,145.0
29740,11007,R,200606,200611,0,기타,82.0
29741,11022,R,200606,200701,0,고졸,95.0
29742,10412,R,200602,200810,1,기타,240.0
29743,10625,R,200603,201006,0,고졸,29.0
29744,11117,R,200607,200609,0,대학졸,170.0
29745,21810,R,199006,200804,0,고졸,150.0
29746,25138,P,199611,999912,0,기타,120.0
29747,10639,R,200603,200701,0,기타,123.0
29748,10791,R,200605,200710,0,고졸,78.0
29749,11338,R,200609,200711,0,고졸,106.0
29750,7836,R,200405,200803,0,고졸,125.0
29751,9633,R,200507,200801,0,기타,42.0
29752,28174,R,199810,201505,0,기타,29.0
29753,23808,R,199405,201007,0,고졸,150.0
29754,11131,R,200607,200701,1,고졸,97.0
29755,10678,R,200604,200709,0,고졸,29.0
29756,8049,P,200407,999912,0,기타,121.0
29757,9205,P,200504,999912,0,고졸,84.0
29758,10797,R,200605,200707,0,고졸,79.0
29759,11936,R,200702,200805,0,고졸,246.0
29760,10347,R,200601,201001,0,고졸,285.0
29761,11778,R,200701,200706,0,고졸,154.0
29762,12122,R,200704,201105,0,고졸,146.0
29763,11863,R,200701,200901,0,고졸,258.0
29764,11512,P,200610,999912,0,기타,59.0
29765,5581,R,200204,200803,0,고졸,191.0
29766,26106,P,199709,999912,0,기타,11.0
29767,5480,R,200210,201010,0,고졸,273.0
29768,12084,R,200704,200812,0,대학졸,124.0
29769,12341,R,200706,200811,0,고졸,47.0
29770,10023,R,200511,200906,0,전문대졸,86.0
29771,12149,R,200704,200805,0,기타,90.0
29772,6871,P,200311,999912,0,기타,82.0
29773,12983,R,200712,200811,0,고졸,21.0
29774,12755,R,200710,201007,0,대학졸,19.0
29775,4433,R,200212,201503,0,고졸,42.0
29776,12893,R,200711,200902,0,고졸,106.0
29777,13031,R,200712,200809,0,고졸,156.0
29778,12941,R,200712,201207,1,기타,51.0
29779,3151,R,200112,200903,0,고졸,111.0
29780,12883,R,200711,201204,1,기타,51.0
29781,13602,R,200805,200901,0,고졸,44.0
29782,12824,R,200711,200812,0,기타,80.0
29783,13752,P,200806,999912,0,고졸,90.0
29784,13765,R,200806,200902,0,고졸,111.0
29785,25060,R,199603,201503,0,기타,38.0
29786,13702,R,200806,201004,0,고졸,44.0
29787,13985,R,200808,201506,0,대학졸,45.0
29788,12267,R,200705,201501,0,기타,57.0
29789,13582,R,200805,200908,0,고졸,59.0
29790,12332,P,200706,999912,0,대학졸,38.0
29791,14005,R,200808,200907,1,대학원졸,60.0
29792,30331,R,199911,200907,0,고졸,32.0
29793,14361,R,200811,201104,0,전문대졸,58.0
29794,13801,R,200807,201101,0,기타,150.0
29795,14172,R,200809,201002,0,전문대졸,116.0
29796,13745,P,200806,999912,0,고졸,154.0
29797,13935,R,200808,201504,0,고졸,14.0
29798,14581,R,200901,201202,1,대학졸,271.0
29799,11803,P,200701,999912,0,고졸,90.0
29800,14681,R,200902,201501,0,대학졸,57.0
29801,14094,R,200809,201012,0,고졸,75.0
29802,14627,R,200902,201501,0,전문대졸,57.0
29803,13060,P,200801,999912,0,기타,111.0
29804,26825,R,199710,201211,0,고졸,100.0
29805,12834,P,200711,999912,0,대학졸,58.0
29806,14098,R,200809,201008,0,고졸,84.0
29807,12570,P,200708,999912,0,기타,163.0
29808,13116,R,200801,201104,1,고졸,292.0
29809,12780,R,200710,201008,0,기타,90.0
29810,15518,P,200910,999912,1,기타,292.0
29811,15309,R,200908,201204,0,기타,167.0
29812,25690,P,199610,999912,0,기타,167.0
29813,11297,P,200608,999912,0,고졸,167.0
29814,26288,R,199709,201505,0,기타,14.0
29815,9321,P,200505,999912,0,대학졸,171.0
29816,2814,P,200111,999912,0,고졸,44.0
29817,15911,R,201001,201008,0,전문대졸,141.0
29818,15719,P,200911,999912,0,기타,113.0
29819,16055,R,201002,201306,1,고졸,281.0
29820,14788,P,200903,999912,0,고졸,44.0
29821,16295,P,201004,999912,0,고졸,90.0
29822,16351,R,201005,201109,0,고졸,154.0
29823,16608,R,201007,201107,0,대학졸,302.0
29824,16589,R,201007,201107,0,기타,45.0
29825,16700,R,201008,201104,0,고졸,293.0
29826,15378,R,200908,201302,1,고졸,316.0
29827,16660,R,201008,201104,1,기타,51.0
29828,13139,R,200801,201406,1,대학졸,203.0
29829,17053,R,201012,201106,0,대학졸,45.0
29830,17185,R,201101,201206,0,고졸,49.0
29831,15675,R,200911,201204,0,대학졸,13.0
29832,16571,R,201007,201307,1,기타,51.0
29833,15118,R,200906,201603,0,고졸,167.0
29834,17336,R,201103,201111,1,기타,51.0
29835,16978,R,201011,201109,0,고졸,158.0
29836,17588,R,201105,201202,0,기타,45.0
29837,17724,P,201107,999912,0,기타,25.0
29838,17681,R,201106,201204,0,고졸,59.0
29839,31142,P,199901,999912,0,기타,167.0
29840,15777,R,200912,201205,0,고졸,82.0
29841,16382,R,201005,201312,0,고졸,19.0
29842,16854,R,201010,201206,0,고졸,56.0
29843,18024,R,201110,201204,1,기타,51.0
29844,18220,R,201201,201401,0,고졸,121.0
29845,18148,P,201112,999912,0,대학졸,259.0
29846,4935,P,200207,999912,0,고졸,158.0
29847,17797,R,201108,201302,0,대학졸,171.0
29848,16171,P,201003,999912,0,기타,284.0
29849,12469,R,200707,201205,1,대학졸,271.0
29850,17939,R,201109,201403,1,기타,51.0
29851,18315,R,201203,201312,0,기타,143.0
29852,18619,R,201207,201302,0,고졸,304.0
29853,18678,R,201208,201510,0,기타,23.0
29854,18637,R,201207,201407,0,기타,111.0
29855,12217,P,200705,999912,0,고졸,37.0
29856,21426,P,198904,999912,0,고졸,106.0
29857,15393,R,200909,201212,1,전문대졸,300.0
29858,18750,R,201209,201304,0,고졸,80.0
29859,17188,P,201101,999912,0,고졸,49.0
29860,19042,R,201301,201308,0,고졸,158.0
29861,13574,R,200805,201501,0,기타,23.0
29862,19040,R,201301,201502,0,기타,143.0
29863,19284,R,201304,201308,0,고졸,118.0
29864,14125,P,200809,999912,0,기타,103.0
29865,18252,R,201202,201412,1,기타,51.0
29866,19493,R,201309,201601,0,기타,160.0
29867,18633,P,201207,999912,1,기타,269.0
29868,19529,R,201310,201403,1,기타,51.0
29869,17365,R,201103,201412,0,기타,125.0
29870,26558,P,199703,999912,0,고졸,44.0
29871,19336,R,201305,201408,0,기타,160.0
29872,18175,P,201201,999912,0,기타,11.0
29873,14350,R,200811,201503,0,기타,13.0
29874,19812,R,201405,201510,0,고졸,78.0
29875,19874,R,201407,201412,0,기타,120.0
29876,18855,P,201210,999912,1,고졸,288.0
29877,17628,P,201105,999912,0,고졸,37.0
29878,19834,P,201405,999912,0,기타,86.0
29879,20163,R,201504,201606,0,기타,90.0
29880,19920,P,201408,999912,0,기타,88.0
29881,20038,P,201501,999912,1,기타,171.0
29882,19288,P,201304,999912,0,기타,284.0
29883,19580,P,201311,999912,1,기타,310.0
29884,29253,R,199801,199910,0,고졸,167.0
29885,24347,R,199510,200608,0,고졸,44.0
29886,21600,R,199003,200111,0,고졸,11.0
29887,22287,R,199207,200303,0,기타,19.0
29888,24054,R,199502,200709,0,고졸,11.0
29889,28851,R,199801,199806,0,고졸,100.0
29890,26242,R,199712,199907,0,고졸,58.0
29891,21500,R,198902,200210,0,고졸,156.0
29892,28403,R,199801,199902,0,고졸,74.0
29893,23408,R,199408,200105,0,고졸,49.0
29894,26329,R,199704,200808,0,고졸,120.0
29895,27422,R,199803,199901,0,고졸,25.0
29896,28441,R,199805,199812,0,고졸,44.0
29897,27888,R,199805,200201,0,고졸,13.0
29898,28800,R,199807,200005,0,대학졸,108.0
29899,20527,R,198501,200704,0,고졸,125.0
29900,24247,P,199505,999912,0,고졸,59.0
29901,26878,R,199705,199901,0,고졸,106.0
29902,27272,R,199712,199902,0,고졸,64.0
29903,22256,R,199206,200104,0,고졸,129.0
29904,28835,R,199805,199910,0,고졸,113.0
29905,29407,R,199807,200207,0,고졸,46.0
29906,28340,R,199810,199905,0,고졸,37.0
29907,24547,R,199507,200109,0,고졸,145.0
29908,21455,R,198911,200004,0,고졸,141.0
29909,29224,R,199809,199904,0,고졸,148.0
29910,21375,R,198901,200303,0,중졸,59.0
29911,29247,R,199810,200112,0,고졸,205.0
29912,26090,R,199702,200111,0,고졸,99999999.0
29913,29213,R,199810,200105,0,고졸,150.0
29914,25415,R,199605,200006,0,고졸,122.0
29915,27788,R,199810,200110,0,고졸,25.0
29916,29433,R,199810,199910,0,고졸,121.0
29917,22283,R,199209,200202,0,고졸,55.0
29918,28399,R,199812,200011,0,고졸,74.0
29919,27105,R,199705,199907,0,고졸,148.0
29920,29006,R,199812,200105,0,고졸,134.0
29921,24160,R,199505,200107,0,고졸,56.0
29922,25134,R,199610,200108,0,고졸,38.0
29923,23223,R,199310,200103,0,고졸,143.0
29924,25894,R,199612,200003,0,고졸,21.0
29925,31037,R,199906,200207,0,고졸,146.0
29926,29921,R,199906,200210,0,고졸,127.0
29927,30291,R,199908,200103,0,중졸,59.0
29928,26321,R,199702,200210,0,고졸,38.0
29929,20853,R,198606,200211,0,고졸,154.0
29930,25950,R,199702,200309,0,고졸,75.0
29931,26590,R,199711,200305,0,고졸,90.0
29932,30044,R,199901,200207,0,고졸,65.0
29933,29714,R,199907,200204,0,고졸,86.0
29934,29086,R,199809,200105,0,고졸,136.0
29935,30951,R,199911,200205,0,고졸,111.0
29936,21001,R,198712,200706,0,고졸,109.0
29937,31275,R,199910,200105,0,고졸,167.0
29938,29619,R,199903,200106,0,고졸,62.0
29939,22331,R,199211,200003,0,고졸,23.0
29940,268,R,200001,200111,0,고졸,31.0
29941,24578,R,199509,200111,0,고졸,146.0
29942,27524,R,199809,200111,0,고졸,31.0
29943,1514,R,200001,200009,0,고졸,100.0
29944,1933,R,200003,200007,0,고졸,205.0
29945,22034,R,199106,200208,0,고졸,44.0
29946,31011,R,199909,200009,0,고졸,134.0
29947,28211,R,199810,200510,0,고졸,47.0
29948,30701,R,199906,200412,0,고졸,193.0
29949,1756,R,200003,200207,0,고졸,141.0
29950,2066,R,200003,200108,0,고졸,156.0
29951,1845,R,200005,200009,0,고졸,165.0
29952,1450,R,200002,200106,0,기타,108.0
29953,867,R,200003,200111,0,대학졸,50.0
29954,24639,R,199511,201209,0,기타,150.0
29955,181,R,200001,200504,0,대학졸,204.0
29956,1268,R,200009,200107,0,고졸,88.0
29957,1435,R,200001,200105,0,고졸,103.0
29958,1941,R,200001,200106,0,고졸,167.0
29959,25121,R,199602,200408,0,고졸,62.0
29960,402,R,200002,200406,1,고졸,216.0
29961,1980,R,200002,200108,0,고졸,158.0
29962,1187,R,200010,200202,0,고졸,80.0
29963,26710,R,199712,200105,0,고졸,118.0
29964,1985,R,200006,200502,0,고졸,125.0
29965,22261,R,199204,200712,0,고졸,17.0
29966,30244,R,199910,200401,0,고졸,47.0
29967,30557,R,199908,200108,0,기타,86.0
29968,23290,R,199402,200204,0,고졸,99999999.0
29969,31411,R,199903,200203,0,대학졸,156.0
29970,30376,R,199905,200406,0,고졸,37.0
29971,333,R,200007,200304,0,고졸,62.0
29972,1438,R,200007,200304,0,고졸,103.0
29973,21960,R,199103,200702,0,전문대졸,47.0
29974,2850,R,200101,200106,0,고졸,90.0
29975,29441,R,199810,201503,0,고졸,42.0
29976,3037,R,200103,200111,0,고졸,122.0
29977,25455,R,199604,200407,0,고졸,103.0
29978,31154,R,199911,200201,0,고졸,160.0
29979,7607,R,200404,200605,0,대학졸,143.0
29980,7660,R,200404,200910,0,대학졸,150.0
29981,25644,R,199610,201307,0,고졸,163.0
29982,21830,P,199010,999912,0,고졸,125.0
29983,9562,R,200507,200708,0,고졸,145.0
29984,10371,R,200601,200710,0,대학졸,56.0
29985,23613,P,199411,999912,0,대학졸,86.0
29986,8668,R,200410,201007,1,고졸,292.0
29987,10092,R,200511,200607,1,고졸,66.0
29988,819,R,200003,201205,0,기타,45.0
29989,9963,R,200510,201101,0,고졸,146.0
29990,10470,R,200602,201007,1,고졸,292.0
29991,6377,R,200308,200708,0,고졸,163.0
29992,10905,P,200606,999912,0,기타,103.0
29993,10672,R,200604,200706,0,기타,78.0
29994,10919,R,200606,200803,1,전문대졸,51.0
29995,26100,P,199708,999912,0,기타,25.0
29996,9384,P,200505,999912,0,고졸,37.0
29997,11099,R,200607,200711,0,고졸,116.0
29998,31181,P,199909,999912,0,고졸,163.0
29999,10786,R,200605,200702,0,고졸,123.0
30000,10814,R,200605,200905,0,고졸,32.0
30001,10827,R,200605,200707,0,기타,69.0
30002,11111,R,200607,200707,0,전문대졸,75.0
30003,23545,R,199407,200804,0,고졸,42.0
30004,25842,P,199604,999912,0,고졸,59.0
30005,8866,P,200501,999912,0,기타,154.0
30006,4343,R,200208,201305,0,고졸,29.0
30007,10074,R,200511,201105,0,대학졸,106.0
30008,28345,P,199806,999912,0,기타,37.0
30009,10348,R,200601,200802,0,고졸,45.0
30010,31191,P,199911,999912,0,고졸,167.0
30011,11973,P,200703,999912,0,고졸,125.0
30012,10942,R,200606,200811,1,고졸,51.0
30013,12058,R,200703,200811,0,고졸,160.0
30014,12146,R,200704,200804,0,기타,38.0
30015,11421,R,200610,201211,0,고졸,29.0
30016,30190,R,199910,200803,0,전문대졸,50.0
30017,10606,R,200603,200809,0,기타,100.0
30018,10836,R,200605,200711,0,대학졸,143.0
30019,1084,P,200012,999912,0,고졸,42.0
30020,12304,R,200706,200804,0,고졸,80.0
30021,11371,R,200609,201110,0,대학졸,49.0
30022,21954,P,199112,999912,0,고졸,11.0
30023,6569,R,200309,200806,0,고졸,116.0
30024,21667,P,199004,999912,0,고졸,45.0
30025,12711,R,200710,200909,0,대학졸,96.0
30026,12687,R,200709,200811,0,대학졸,60.0
30027,12511,R,200708,200810,0,고졸,146.0
30028,13028,R,200712,200807,0,대학졸,110.0
30029,12927,R,200712,200903,0,고졸,147.0
30030,9720,R,200508,200905,0,대학졸,113.0
30031,11790,P,200701,999912,0,고졸,106.0
30032,13252,R,200802,201001,0,고졸,90.0
30033,12856,R,200711,201101,0,기타,55.0
30034,13370,R,200803,200910,0,기타,156.0
30035,13374,R,200803,200809,1,기타,114.0
30036,13540,R,200805,200910,0,기타,42.0
30037,13532,R,200804,200808,0,기타,114.0
30038,23080,P,199312,999912,0,고졸,106.0
30039,13634,P,200805,999912,0,기타,156.0
30040,13905,R,200807,201102,0,기타,100.0
30041,11263,R,200608,201103,0,기타,45.0
30042,13313,R,200803,200904,0,기타,113.0
30043,27245,R,199707,200912,0,고졸,156.0
30044,14030,R,200808,200902,0,대학졸,176.0
30045,13863,R,200807,200902,0,고졸,69.0
30046,8121,R,200407,201207,0,고졸,143.0
30047,13231,P,200802,999912,1,고졸,307.0
30048,12960,R,200712,200905,0,기타,154.0
30049,11881,P,200702,999912,0,대학졸,75.0
30050,13619,R,200805,201501,0,대학졸,57.0
30051,5335,R,200203,201007,1,기타,103.0
30052,25238,P,199606,999912,0,고졸,37.0
30053,7644,P,200404,999912,0,기타,78.0
30054,14470,R,200812,201003,0,기타,274.0
30055,13345,R,200803,201009,0,기타,125.0
30056,14587,R,200901,201101,0,기타,38.0
30057,14368,R,200811,200911,0,고졸,49.0
30058,13594,R,200805,201009,0,고졸,42.0
30059,6861,P,200311,999912,0,고졸,111.0
30060,14994,R,200905,201110,0,고졸,156.0
30061,15247,R,200907,201008,1,기타,269.0
30062,15103,R,200906,201007,0,고졸,42.0
30063,9167,R,200503,201104,1,대학졸,293.0
30064,15318,R,200908,201303,0,기타,145.0
30065,6494,R,200308,201505,0,고졸,82.0
30066,14935,P,200904,999912,0,전문대졸,96.0
30067,15077,R,200905,201304,1,기타,307.0
30068,24680,P,199507,999912,0,고졸,160.0
30069,15531,R,200910,201311,0,대학졸,69.0
30070,15545,R,200910,201011,0,전문대졸,96.0
30071,13147,R,200801,201007,0,고졸,111.0
30072,15843,P,200912,999912,0,기타,103.0
30073,14871,R,200904,201010,0,기타,136.0
30074,14944,R,200904,201104,0,대학졸,112.0
30075,14432,R,200812,201505,0,기타,143.0
30076,15784,R,200912,201105,0,고졸,69.0
30077,16151,R,201003,201201,0,대학졸,163.0
30078,16529,R,201007,201110,0,고졸,154.0
30079,16492,R,201006,201103,1,고졸,270.0
30080,15007,R,200905,201112,1,기타,51.0
30081,16758,R,201009,201206,0,기타,96.0
30082,14841,P,200904,999912,0,대학졸,116.0
30083,13262,R,200802,201304,0,대학원졸,170.0
30084,14763,R,200903,201503,1,고졸,278.0
30085,16819,R,201009,201405,0,대학졸,38.0
30086,16877,R,201010,201110,0,전문대졸,259.0
30087,8128,P,200407,999912,0,기타,45.0
30088,17265,R,201102,201204,1,기타,284.0
30089,16891,R,201010,201202,1,기타,51.0
30090,26637,P,199703,999912,0,대학졸,82.0
30091,29150,R,199804,201307,0,기타,163.0
30092,8167,P,200408,999912,0,기타,13.0
30093,16048,P,201002,999912,1,고졸,265.0
30094,17269,R,201102,201405,1,기타,313.0
30095,16412,P,201005,999912,1,고졸,279.0
30096,16887,P,201010,999912,0,고졸,305.0
30097,17310,P,201103,999912,0,고졸,75.0
30098,17774,R,201107,201111,0,기타,51.0
30099,17866,R,201108,201112,0,기타,44.0
30100,16917,R,201010,201601,0,대학졸,29.0
30101,13399,R,200803,201501,0,고졸,57.0
30102,23590,P,199407,999912,0,기타,90.0
30103,16057,P,201002,999912,1,대학졸,284.0
30104,17610,P,201105,999912,0,고졸,318.0
30105,12184,R,200705,201601,0,고졸,42.0
30106,26668,P,199709,999912,0,기타,84.0
30107,18077,R,201111,201403,1,기타,51.0
30108,14411,P,200812,999912,0,대학졸,170.0
30109,14531,R,200901,201502,1,고졸,306.0
30110,16349,R,201005,201509,0,대학졸,154.0
30111,16453,P,201006,999912,0,대학졸,25.0
30112,15201,P,200907,999912,1,기타,273.0
30113,16903,R,201010,201511,0,고졸,59.0
30114,18383,P,201204,999912,0,고졸,156.0
30115,18453,R,201205,201306,0,기타,49.0
30116,18310,R,201203,201409,0,대학졸,141.0
30117,18516,R,201206,201308,0,고졸,88.0
30118,18670,R,201208,201304,0,고졸,170.0
30119,9974,P,200510,999912,0,기타,47.0
30120,18705,R,201208,201402,0,초등졸,167.0
30121,17566,R,201104,201410,1,대학졸,268.0
30122,18908,P,201211,999912,0,기타,120.0
30123,18990,P,201212,999912,0,대학졸,125.0
30124,18862,P,201210,999912,0,고졸,289.0
30125,17620,R,201105,201501,0,기타,111.0
30126,17999,R,201110,201402,0,고졸,82.0
30127,18236,R,201202,201503,0,고졸,160.0
30128,17414,P,201104,999912,0,기타,47.0
30129,17169,R,201101,201503,0,고졸,11.0
30130,18566,R,201206,201404,0,기타,32.0
30131,1308,R,200004,201512,0,기타,84.0
30132,19130,R,201302,201401,0,대학졸,319.0
30133,17472,R,201104,201404,1,기타,293.0
30134,19401,P,201307,999912,0,대학졸,318.0
30135,19496,R,201309,201509,0,고졸,88.0
30136,19008,R,201212,201605,0,기타,37.0
30137,18996,P,201212,999912,0,기타,259.0
30138,19127,R,201302,201507,0,기타,103.0
30139,18907,P,201211,999912,0,고졸,84.0
30140,19647,P,201401,999912,1,기타,268.0
30141,19720,R,201402,201503,0,고졸,90.0
30142,19698,R,201402,201408,0,기타,42.0
30143,19895,R,201407,201409,0,고졸,50.0
30144,19854,P,201406,999912,1,고졸,279.0
30145,19957,R,201409,201604,0,기타,113.0
30146,18932,P,201211,999912,0,고졸,13.0
30147,18555,P,201206,999912,0,기타,318.0
30148,19454,R,201308,201510,1,기타,51.0
30149,19985,R,201410,201507,1,고졸,280.0
30150,17516,P,201104,999912,1,고졸,330.0
30151,19652,P,201401,999912,0,기타,56.0
30152,20076,P,201501,999912,0,기타,51.0
30153,19567,P,201311,999912,0,고졸,143.0
30154,20172,P,201505,999912,0,기타,118.0
30155,19721,P,201402,999912,1,대학졸,276.0
30156,19089,P,201301,999912,1,대학졸,313.0
30157,21354,R,198909,199812,0,고졸,47.0
30158,28479,R,199801,200204,0,고졸,90.0
30159,26238,R,199711,199901,0,고졸,13.0
30160,20410,R,198409,200504,0,고졸,46.0
30161,26786,R,199712,199906,0,고졸,108.0
30162,28504,R,199802,199810,0,고졸,80.0
30163,23344,R,199411,199907,0,고졸,21.0
30164,21527,R,198909,200501,0,고졸,56.0
