,CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,OCCP_GRP,TOTALPREM,WEDD_YN,MATE_OCCP_GRP,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,RGST_YEAR,RGST_MONTH,MAX_PAYM_YEAR,MAX_PAYM_MONTH
13710,19098,1,N,1,3,7545,40.0,N,24,1,Y,24,1.0,8.0,0,2003,6,2016,5
13715,19104,1,N,2,3,22083,20.0,N,19,2,Y,15,0.0,0.0,2,2003,6,2015,1
13720,19109,1,N,1,3,11388,30.0,N,2,1,Y,1,0.0,0.0,0,2003,6,2003,5
13722,19112,1,N,2,3,7361,20.0,Y,3,2,Y,8,1.0,15.0,7,2003,6,2008,12
13723,19113,1,N,2,3,18333,20.0,N,3,2,Y,8,2.0,9.0,2,2003,6,2002,10
13727,19117,1,N,2,3,10416,20.0,N,1,0,Y,9,0.0,0.0,0,2003,6,2004,5
13739,19131,1,N,2,3,9305,20.0,N,3,2,Y,10,1.0,12.0,2,2003,6,2007,3
13742,19134,1,N,2,3,8105,12.0,N,3,2,Y,8,2.0,14.0,3,2003,6,2003,9
13743,19135,1,N,2,3,10972,20.0,N,2,4,Y,2,2.0,10.0,0,2003,6,2007,5
13744,19136,1,N,2,3,9722,20.0,N,10,5,Y,10,2.0,4.0,6,2003,6,2002,12
13745,19137,1,N,2,3,15989,13.0,N,3,1,Y,15,0.0,0.0,2,2003,6,2016,6
13747,19139,2,,1,3,7337,12.0,N,1,1,Y,3,1.0,9.0,1,2003,6,2005,8
13750,19146,1,N,1,3,20833,20.0,N,8,3,Y,3,1.0,6.0,4,2003,6,2011,8
13751,19148,1,N,1,3,6666,20.0,N,8,3,Y,3,1.0,4.0,7,2003,6,2007,12
13753,19150,1,N,1,3,7966,12.0,N,2,0,Y,3,2.0,11.0,1,2003,6,2000,12
13757,19157,2,,2,3,18611,20.0,N,3,0,Y,6,1.0,8.0,0,2003,6,2007,7
13759,19159,1,N,2,3,4012,12.0,Y,18,5,Y,7,5.0,5.0,18,2003,6,2013,2
13762,19164,1,N,2,3,12638,30.0,N,1,0,Y,21,1.0,15.0,0,2003,6,2003,5
13765,19168,1,N,2,3,18418,20.0,N,3,4,Y,1,2.0,5.0,8,2003,6,2013,8
13770,19178,1,N,2,3,11666,20.0,N,3,4,Y,1,2.0,4.0,5,2003,6,2015,2
13771,19179,1,N,2,3,22500,20.0,N,9,1,Y,1,0.0,0.0,1,2003,6,2004,3
13772,19180,1,N,2,3,34444,20.0,N,21,0,Y,17,0.0,0.0,0,2003,6,2000,1
13774,19182,2,,2,3,5922,40.0,N,24,4,Y,2,0.0,0.0,4,2003,6,2016,2
13775,19183,1,N,2,3,9027,20.0,N,4,0,Y,4,0.0,0.0,5,2003,6,2002,10
13778,19187,1,N,2,3,12222,20.0,N,4,0,Y,1,0.0,0.0,3,2003,6,2016,3
13780,19189,2,,2,3,27777,20.0,N,3,1,Y,2,1.0,7.0,3,2003,6,2012,10
13786,19197,1,N,2,3,39861,20.0,N,3,4,Y,1,0.0,0.0,4,2003,6,2013,3
13793,19206,1,N,2,3,19861,20.0,N,3,2,Y,8,1.0,6.0,2,2003,6,2011,7
13794,19207,1,N,2,3,25972,20.0,N,10,1,Y,10,0.0,0.0,1,2003,6,2008,7
13796,19212,1,N,2,3,6666,30.0,N,24,9,Y,1,0.0,0.0,5,2003,6,2012,6
13799,19217,1,N,1,3,3457,40.0,N,1,0,Y,3,0.0,0.0,0,2003,6,2012,11
13805,19224,1,N,2,3,16805,20.0,N,3,1,Y,2,1.0,6.0,1,2003,6,2015,5
13850,19408,1,N,1,6,10555,20.0,N,16,0,Y,25,0.0,0.0,0,1,1,2016,6
13851,19410,1,N,1,6,6528,12.0,N,1,0,Y,3,0.0,0.0,1,1999,10,2006,8
13854,19414,1,N,1,6,13939,40.0,N,19,12,Y,3,1.0,35.0,15,2000,10,2012,2
13855,19415,1,N,1,6,12882,11.0,N,8,8,Y,3,0.0,0.0,9,2001,3,2008,2
13856,19416,1,N,2,6,12032,12.0,N,3,6,Y,8,0.0,0.0,22,2000,1,2009,2
13858,19418,1,N,1,6,2613,12.0,N,6,0,Y,25,0.0,0.0,1,2002,10,2014,10
13859,19419,1,N,2,6,8055,20.0,N,8,0,Y,1,0.0,0.0,0,1997,1,2016,6
13862,19422,1,N,1,6,37777,20.0,N,1,1,Y,3,1.0,34.0,2,2003,6,2015,9
13863,19425,1,N,2,6,40833,20.0,N,1,1,Y,1,0.0,0.0,1,2001,3,2003,6
13865,19427,1,N,1,6,5000,20.0,N,1,1,Y,3,1.0,35.0,1,2003,6,2016,6
13867,19432,1,N,1,5,6607,99.0,N,2,0,Y,3,2.0,29.0,0,1998,11,2016,4
13868,19433,1,N,2,5,9141,99.0,N,3,2,Y,9,1.0,35.0,3,2000,2,2011,12
13869,19434,1,N,2,5,5833,30.0,N,9,2,Y,10,2.0,29.0,4,1998,12,2013,6
13871,19436,1,N,1,5,14360,99.0,N,1,0,Y,3,3.0,30.0,0,1,1,2009,3
13873,19438,1,N,2,5,4877,99.0,N,7,1,Y,7,0.0,0.0,1,2000,4,2012,9
13876,19443,1,N,1,5,4747,11.0,N,7,6,Y,3,2.0,6.0,4,2001,4,2006,6
13879,19446,1,N,2,5,37222,20.0,N,9,1,Y,9,2.0,29.0,1,2000,7,2013,11
13880,19448,1,N,2,5,4494,12.0,N,3,1,Y,1,2.0,25.0,1,2001,4,2007,3
13882,19450,1,N,1,5,8055,30.0,N,8,0,Y,3,1.0,24.0,2,1,1,2008,2
13884,19453,1,N,1,5,3006,13.0,N,2,15,Y,2,2.0,16.0,37,2002,6,2013,7
13885,19454,1,N,2,5,43472,20.0,N,4,1,Y,1,1.0,27.0,1,1,1,2016,6
13886,19455,1,N,1,5,26250,20.0,N,1,0,Y,2,2.0,13.0,0,2001,5,2012,10
13889,19458,1,Y,2,5,12777,30.0,N,3,3,Y,1,3.0,26.0,9,2001,1,2009,7
13890,19459,1,N,1,5,4751,99.0,N,7,5,Y,3,3.0,20.0,6,2001,4,2012,12
13891,19462,1,N,2,5,31944,20.0,N,9,6,Y,9,2.0,24.0,11,2001,5,2008,8
13892,19463,1,N,1,5,38888,20.0,N,1,2,Y,3,0.0,0.0,2,1999,11,2005,6
13893,19464,1,N,2,5,0,60.0,N,9,3,Y,1,1.0,26.0,3,1,1,2008,7
13894,19465,1,N,2,5,16033,11.0,Y,9,29,Y,1,1.0,21.0,46,2001,11,2015,2
13895,19466,1,N,2,5,7222,20.0,N,19,2,Y,1,2.0,18.0,1,2002,6,2005,7
13896,19468,1,N,1,5,43333,20.0,N,1,9,Y,2,3.0,16.0,12,2000,12,2011,1
13897,19469,1,N,1,5,15966,40.0,N,8,1,Y,8,1.0,22.0,5,1,1,2014,5
13898,19470,1,N,2,5,15555,20.0,N,3,8,Y,16,1.0,25.0,9,2003,6,2011,12
13899,19471,1,N,1,5,11388,30.0,N,6,3,Y,1,2.0,18.0,2,1999,8,2004,10
13900,19472,1,N,2,5,43472,20.0,N,3,4,Y,2,2.0,14.0,7,2000,5,2012,11
13901,19474,1,N,1,5,3560,40.0,N,8,5,Y,1,2.0,19.0,10,2002,7,2011,7
13907,19483,1,N,2,4,5972,30.0,N,3,1,Y,8,2.0,14.0,3,2001,4,2009,1
13908,19484,1,N,2,4,8733,12.0,N,14,9,Y,1,3.0,6.0,11,2001,8,2009,11
13911,19487,1,N,1,4,26388,20.0,N,2,2,Y,3,1.0,11.0,6,2001,5,2015,7
13912,19488,1,N,1,4,13073,40.0,N,8,0,Y,3,1.0,16.0,3,2000,8,2014,7
13914,19490,1,N,2,4,8464,30.0,N,9,4,Y,9,1.0,7.0,6,2002,7,2016,2
13918,19494,1,N,1,4,21805,20.0,N,1,3,Y,3,2.0,13.0,2,2001,7,2004,5
13919,19495,1,Y,2,4,9573,11.0,N,19,0,Y,1,2.0,19.0,0,2000,3,2006,3
13922,19498,1,N,2,4,17500,20.0,N,19,2,Y,10,2.0,11.0,3,2001,2,2016,6
13923,19499,1,N,1,4,50000,12.0,N,8,0,Y,19,2.0,7.0,1,1999,12,2016,6
13926,19504,1,N,2,4,32361,20.0,N,3,2,Y,1,1.0,10.0,3,2001,7,2011,10
13927,19505,1,N,1,4,3888,30.0,N,8,0,Y,9,1.0,11.0,1,2001,6,2011,5
13928,19507,1,N,2,3,21944,20.0,Y,3,10,Y,2,2.0,5.0,24,2000,5,2015,4
13929,19508,1,N,2,3,21944,20.0,N,4,5,Y,21,0.0,0.0,6,1997,10,2015,8
13932,19511,1,N,2,3,14722,20.0,N,3,0,Y,1,1.0,7.0,0,2000,6,2016,6
13934,19513,2,,2,3,21527,20.0,N,2,10,Y,7,2.0,12.0,8,2000,7,2006,5
13935,19515,1,N,2,3,7485,13.0,N,2,0,Y,2,2.0,11.0,1,2001,9,2012,6
13936,19516,2,,2,3,31666,20.0,N,1,2,Y,1,0.0,0.0,1,2003,5,2003,7
13939,19519,1,N,1,3,25138,20.0,N,15,5,Y,3,2.0,1.0,17,2000,7,2016,5
13941,19521,1,N,2,3,21666,20.0,N,24,5,Y,1,2.0,6.0,8,1999,5,2013,11
13946,19533,1,N,2,3,42916,20.0,N,3,0,Y,15,0.0,0.0,1,2000,8,2016,6
13949,19538,1,N,2,3,10555,20.0,N,1,1,Y,1,0.0,0.0,5,2002,4,2014,11
13957,19563,1,N,2,6,14729,11.0,N,25,3,Y,25,0.0,0.0,2,2003,6,2003,7
13958,19564,1,N,2,5,1711,12.0,N,2,0,Y,10,2.0,25.0,3,2003,6,2004,5
13960,19569,2,,1,6,24444,20.0,N,11,3,Y,9,2.0,32.0,2,2003,7,2006,4
13962,19575,1,N,1,4,9861,20.0,N,2,0,Y,3,1.0,12.0,2,2003,8,2008,1
13964,19578,1,N,2,3,7500,20.0,N,3,0,Y,1,0.0,0.0,0,2003,9,2015,6
13969,19583,1,N,2,4,17063,20.0,N,3,0,Y,1,2.0,24.0,1,2003,10,2016,6
13971,19589,1,N,2,5,15555,20.0,N,3,0,Y,8,2.0,29.0,0,2003,10,2016,2
13972,19590,1,N,1,4,12764,40.0,N,9,0,Y,18,2.0,10.0,0,2003,11,2014,12
13973,19593,2,,2,4,12925,12.0,Y,9,1,Y,2,2.0,17.0,5,2003,11,2015,3
13975,19595,1,N,1,4,12222,20.0,N,1,3,Y,3,2.0,14.0,2,2003,11,2007,2
13976,19596,1,N,2,5,97916,20.0,N,9,5,Y,1,2.0,24.0,19,2003,11,2007,6
13978,19598,1,N,2,4,22777,20.0,N,19,1,Y,10,0.0,0.0,1,2003,12,2012,3
13979,19601,1,N,2,6,7424,12.0,N,9,5,Y,25,0.0,0.0,3,2003,12,2004,3
13980,19602,1,N,2,5,30694,20.0,N,3,27,Y,2,2.0,27.0,48,2003,12,2009,1
13983,19607,1,Y,2,5,6388,30.0,N,9,0,Y,6,2.0,26.0,0,2004,1,2016,6
13984,19609,1,N,1,6,41666,20.0,N,1,1,Y,3,2.0,24.0,2,2004,1,2010,11
13985,19610,1,N,1,5,60833,20.0,N,1,1,Y,3,0.0,0.0,2,2004,1,2006,12
13986,19611,1,N,2,6,4733,12.0,N,3,1,Y,9,0.0,0.0,1,2004,1,2006,1
13989,19621,2,,1,4,33888,20.0,N,13,1,Y,18,2.0,11.0,12,2004,3,2016,6
13991,19623,1,N,2,5,36805,20.0,N,1,2,Y,1,1.0,25.0,2,2004,3,2016,6
13993,19625,1,N,1,5,8750,30.0,N,8,2,Y,3,2.0,25.0,5,2004,3,2006,8
13995,19629,1,N,1,4,7500,20.0,N,7,2,Y,3,0.0,0.0,1,2004,3,2005,3
13997,19632,1,N,2,4,18888,20.0,N,3,2,Y,8,2.0,11.0,3,2004,3,2008,11
13999,19640,1,N,2,3,27916,20.0,N,3,1,Y,1,0.0,0.0,1,2004,4,2014,6
14004,19647,1,N,1,3,8472,30.0,N,1,0,Y,3,1.0,9.0,1,2004,5,2016,6
14005,19648,1,N,2,3,5972,20.0,N,3,0,Y,8,0.0,0.0,0,2004,5,2004,7
14007,19652,1,N,2,6,30139,11.0,N,3,2,Y,1,0.0,0.0,4,2004,6,2004,12
14009,19654,1,N,2,3,4279,13.0,N,3,1,Y,8,1.0,5.0,1,2004,6,2004,6
14010,19657,1,N,1,4,8574,40.0,N,6,0,Y,3,2.0,10.0,3,2004,6,2011,3
14011,19658,1,N,1,4,9444,20.0,N,8,2,Y,3,1.0,8.0,3,2004,7,2012,12
14016,19666,2,,2,5,10472,30.0,N,8,1,Y,8,2.0,21.0,4,2004,8,2004,10
14018,19669,1,N,2,5,15833,20.0,N,3,0,Y,4,1.0,22.0,1,2004,8,2010,8
14019,19670,1,N,2,5,31111,20.0,N,3,1,Y,8,0.0,0.0,1,2004,8,2004,11
14020,19671,1,N,2,5,18333,20.0,N,3,7,Y,1,2.0,26.0,5,2004,8,2016,6
14022,19674,1,N,2,3,18888,30.0,N,3,0,Y,8,2.0,9.0,1,2004,9,2006,6
14023,19675,1,N,2,5,36111,20.0,N,19,20,Y,4,2.0,24.0,27,2004,9,2012,12
14025,19677,1,N,2,3,17777,20.0,N,15,1,Y,9,0.0,0.0,1,2004,9,2005,5
14026,19682,1,N,1,4,29444,20.0,N,15,1,Y,3,0.0,0.0,1,2004,10,2005,1
14029,19686,1,N,2,4,8888,20.0,Y,2,2,Y,8,2.0,11.0,8,2004,11,2010,3
14032,19690,1,N,1,3,18005,20.0,N,2,8,Y,3,1.0,7.0,48,2004,12,2015,12
14033,19693,1,N,2,5,9576,11.0,N,3,2,Y,10,0.0,0.0,3,2005,1,2016,5
14035,19699,1,N,1,5,20555,30.0,N,2,5,Y,3,1.0,23.0,4,2005,2,2013,3
14038,19704,1,N,2,4,26250,20.0,N,4,3,Y,1,2.0,7.0,3,2005,3,2015,2
14045,19715,1,N,2,4,27222,20.0,Y,2,3,Y,2,1.0,14.0,3,2005,4,2016,6
14047,19718,1,N,2,3,5416,30.0,N,3,0,Y,2,0.0,0.0,0,2005,5,2016,6
14049,19720,1,N,2,3,25000,20.0,N,3,1,Y,2,1.0,11.0,2,2005,6,2011,10
14050,19721,1,N,2,5,40000,20.0,N,8,2,Y,8,2.0,25.0,4,2005,6,2016,2
14053,19727,1,N,2,5,32777,20.0,N,2,7,Y,1,4.0,22.0,7,2005,7,2011,11
14054,19728,1,N,1,4,25138,20.0,N,4,9,Y,4,0.0,0.0,8,2005,7,2016,1
14055,19730,1,N,2,6,7777,20.0,Y,3,0,Y,8,0.0,0.0,0,2005,8,2016,5
14056,19733,1,N,2,5,6111,20.0,N,3,0,Y,6,0.0,0.0,0,2005,8,2008,7
14058,19740,1,N,2,4,8888,20.0,N,3,1,Y,8,0.0,0.0,1,2005,9,2011,11
14060,19742,1,N,1,6,23055,20.0,N,25,0,Y,4,1.0,27.0,0,2005,9,2016,6
14061,19743,1,N,2,4,6527,11.0,Y,3,0,Y,8,1.0,12.0,2,2005,9,2007,1
14062,19744,1,N,2,3,10243,99.0,N,1,0,Y,8,2.0,15.0,2,2005,10,2014,12
14064,19746,1,N,2,5,207373,11.0,N,3,3,Y,2,1.0,34.0,3,2005,10,2009,10
14065,19748,1,N,2,5,5779,40.0,N,9,1,Y,2,0.0,0.0,3,2005,10,2012,12
14066,19750,1,N,2,7,26805,20.0,N,3,2,Y,4,0.0,0.0,1,2005,11,2005,12
14068,19752,1,N,2,6,4096,12.0,N,25,0,Y,8,1.0,33.0,0,2005,11,2016,6
14069,19753,1,N,2,3,18888,20.0,N,19,1,Y,13,0.0,0.0,2,2005,11,2016,6
14071,19757,1,N,1,3,15138,20.0,N,1,1,Y,3,2.0,8.0,1,2005,12,2006,1
14074,19763,1,N,2,4,31111,20.0,N,3,4,Y,1,0.0,0.0,5,2006,1,2014,5
14075,19766,2,,1,4,3888,30.0,N,15,1,Y,3,1.0,9.0,4,2006,1,2006,6
14076,19768,2,,2,4,10865,99.0,N,9,0,Y,1,0.0,0.0,2,2006,2,2007,11
14080,19774,1,Y,2,6,9950,12.0,N,9,1,Y,9,0.0,0.0,1,2006,3,2016,5
14083,19777,1,N,2,5,12222,20.0,N,3,1,Y,10,1.0,28.0,2,2006,3,2006,12
14087,19783,1,N,2,5,17087,13.0,N,3,0,Y,9,1.0,27.0,33,2006,4,2006,7
14092,19790,1,N,1,5,7551,13.0,N,8,2,Y,9,0.0,0.0,6,2006,5,2009,7
14096,19795,1,N,1,4,2448,11.0,N,7,10,Y,3,1.0,8.0,11,2006,6,2006,6
14099,19799,1,N,2,3,5287,40.0,N,3,1,Y,8,2.0,9.0,2,2006,6,2013,6
14102,19802,1,N,2,3,30555,20.0,N,9,2,Y,8,0.0,0.0,4,2006,7,2011,2
14107,19807,1,Y,2,3,8472,20.0,N,3,0,Y,1,1.0,10.0,1,2006,8,2007,8
14110,19810,2,,2,4,7680,12.0,N,1,14,Y,1,2.0,19.0,15,2006,8,2015,12
14112,19812,1,N,1,6,25000,20.0,N,1,2,Y,9,2.0,27.0,2,2006,9,2007,2
14114,19814,1,N,2,3,17638,20.0,N,3,0,Y,1,1.0,11.0,1,2006,9,2007,3
14115,19816,1,N,2,4,0,11.0,N,7,1,Y,7,1.0,14.0,2,2006,9,2009,5
14116,19819,1,Y,1,5,12645,30.0,N,2,6,Y,9,2.0,18.0,18,2006,10,2009,8
14121,19828,1,N,1,3,6860,12.0,N,10,0,Y,3,1.0,11.0,2,2006,12,2006,12
14122,19829,1,N,2,3,32638,20.0,N,3,3,Y,1,3.0,5.0,15,2006,12,2014,4
14131,19844,1,N,1,6,5051,12.0,N,12,1,Y,8,1.0,34.0,3,2007,2,2016,6
14136,19851,1,N,2,4,6250,30.0,N,3,4,Y,1,2.0,20.0,8,2007,3,2012,3
14142,19860,2,,1,4,7083,20.0,N,8,3,Y,3,1.0,7.0,2,2007,3,2009,12
14150,19874,1,N,2,4,11944,20.0,Y,3,1,Y,8,1.0,9.0,2,2007,7,2014,7
14151,19875,1,N,2,3,15280,40.0,N,5,3,Y,1,0.0,0.0,4,2007,7,2007,8
14152,19876,1,N,1,4,5000,20.0,N,6,0,Y,3,1.0,9.0,1,2007,7,2007,8
14157,19882,1,N,2,4,12361,20.0,N,3,1,Y,1,0.0,0.0,0,2007,9,2011,12
14158,19883,1,N,1,4,21944,20.0,N,9,1,Y,19,1.0,14.0,6,2007,9,2012,6
14159,19885,1,N,2,4,15555,20.0,N,19,2,Y,2,1.0,6.0,1,2007,10,2013,1
14168,19903,1,Y,2,3,9515,12.0,N,9,0,Y,21,1.0,8.0,0,2008,1,2009,3
14169,19905,1,N,2,4,15000,20.0,N,4,0,Y,1,0.0,0.0,1,2008,2,2016,6
14176,19916,1,N,2,3,0,12.0,N,3,1,Y,9,2.0,6.0,5,2008,4,2013,9
14181,19922,1,N,1,3,9305,20.0,N,18,0,Y,1,0.0,0.0,1,2008,5,2009,2
14185,19927,1,N,1,5,19027,30.0,N,1,1,Y,9,1.0,18.0,3,2008,7,2009,9
14186,19928,1,N,2,3,9583,30.0,N,8,1,Y,1,0.0,0.0,1,2008,7,2011,1
14187,19929,1,N,2,4,14305,20.0,N,9,0,Y,8,2.0,13.0,3,2008,7,2015,10
14189,19933,1,N,2,5,9007,40.0,N,2,4,Y,2,1.0,23.0,17,2008,8,2010,4
14190,19934,1,N,1,6,20423,12.0,N,2,3,Y,3,0.0,0.0,3,2008,8,2008,9
14194,19941,1,N,2,5,10102,40.0,N,9,4,Y,8,3.0,23.0,7,2008,10,2013,9
14196,19945,1,N,2,5,25555,20.0,N,3,2,Y,10,2.0,24.0,5,2008,11,2016,6
14198,19948,1,N,2,5,7722,99.0,N,7,1,Y,7,1.0,33.0,1,2008,12,2016,6
14200,19951,1,Y,2,5,11250,20.0,N,9,0,Y,2,0.0,0.0,0,2009,1,2012,8
14201,19952,1,Y,1,4,9583,20.0,Y,9,0,Y,21,0.0,0.0,2,2009,2,2009,11
14207,19960,1,N,2,5,7083,20.0,N,3,2,Y,25,1.0,32.0,2,2009,4,2015,5
14208,19961,1,N,2,4,23055,20.0,N,3,3,Y,2,1.0,14.0,10,2009,4,2010,10
14217,19978,1,N,2,4,27222,20.0,N,2,2,Y,2,2.0,18.0,3,2009,9,2014,2
14221,19983,1,N,1,3,5697,12.0,N,8,0,Y,3,0.0,0.0,1,2009,10,2011,5
14226,19992,2,,2,3,16666,20.0,N,3,1,Y,8,1.0,5.0,2,2009,12,2012,11
14227,19996,1,N,1,3,13055,20.0,N,2,1,Y,2,1.0,7.0,2,2010,1,2016,6
14228,19998,1,N,2,3,17603,11.0,N,3,0,Y,7,1.0,8.0,1,2010,1,2010,1
14230,20000,1,N,2,4,2279,12.0,N,1,1,Y,8,1.0,10.0,5,2010,2,2015,1
14239,20013,1,N,2,3,17593,12.0,N,3,0,Y,1,1.0,10.0,1,2010,5,2015,8
14242,20020,1,N,2,3,20000,20.0,N,1,0,Y,1,0.0,0.0,0,2010,7,2016,6
14246,20026,1,N,2,6,18472,30.0,Y,9,9,Y,6,2.0,29.0,15,2010,10,2016,3
14247,20027,1,Y,2,6,6944,20.0,N,9,2,Y,1,2.0,33.0,4,2010,10,2014,8
14252,20037,1,N,1,4,8194,20.0,N,2,1,Y,9,2.0,9.0,1,2011,1,2011,1
14264,20057,1,N,2,4,20694,20.0,N,19,0,Y,8,2.0,10.0,1,2011,6,2016,5
14265,20059,1,N,2,3,28333,20.0,Y,9,1,Y,24,2.0,8.0,2,2011,7,2013,7
14267,20063,1,N,1,5,9205,40.0,N,9,1,Y,9,1.0,27.0,2,2011,8,2016,5
14270,20067,1,N,1,4,23750,20.0,N,13,2,Y,4,2.0,4.0,3,2011,10,2016,6
14273,20072,1,N,2,3,8333,20.0,N,9,1,Y,1,2.0,7.0,3,2011,12,2011,12
14275,20075,1,N,1,5,0,12.0,N,7,0,Y,7,2.0,23.0,3,2011,12,2012,5
14277,20078,1,N,2,3,5833,20.0,N,18,0,Y,10,1.0,5.0,0,2012,1,2012,1
14293,20101,1,N,2,5,7083,20.0,N,8,0,Y,13,2.0,31.0,0,2012,8,2012,9
14296,20105,1,N,2,3,35972,20.0,N,15,0,Y,9,0.0,0.0,0,2012,10,2016,5
14299,20110,1,N,2,3,13055,30.0,N,21,0,Y,8,1.0,3.0,0,2012,12,2014,5
14303,20118,1,N,1,5,55416,20.0,N,1,1,Y,1,0.0,0.0,4,2013,5,2014,1
14304,20119,1,N,1,3,3413,12.0,N,2,0,Y,9,2.0,7.0,4,2013,6,2013,12
14306,20123,1,N,1,3,27500,20.0,N,6,1,Y,19,0.0,0.0,3,2013,8,2013,8
14320,20149,1,N,2,6,189887,11.0,N,1,36,Y,13,1.0,32.0,24,1999,10,2000,1
14321,20150,1,N,2,6,13888,20.0,Y,12,5,Y,9,1.0,31.0,1,1999,10,2016,6
14322,20151,1,N,2,6,31944,20.0,Y,3,11,Y,9,0.0,0.0,8,1999,10,2001,7
14323,20152,1,N,1,5,23611,20.0,N,1,1,Y,1,0.0,0.0,2,1999,10,2011,11
14324,20153,1,Y,2,6,19012,20.0,Y,9,7,Y,8,1.0,35.0,46,1999,10,2007,3
14325,20154,1,N,2,5,5040,12.0,N,9,3,Y,7,2.0,17.0,3,1999,10,2013,9
14326,20155,1,N,2,7,13333,20.0,Y,3,2,Y,8,1.0,34.0,3,1999,10,2006,2
14327,20156,1,N,2,5,6111,20.0,Y,2,10,Y,6,1.0,22.0,5,1999,10,2009,11
14328,20157,1,N,1,6,12645,13.0,N,2,0,Y,3,0.0,0.0,2,1999,10,2004,6
14330,20159,1,N,1,6,35833,20.0,N,25,17,Y,9,0.0,0.0,21,1999,10,2012,10
14332,20161,1,Y,2,5,18888,20.0,Y,9,25,Y,1,2.0,30.0,13,1999,10,2004,2
14333,20163,1,Y,2,5,3035,13.0,N,18,46,Y,2,2.0,32.0,37,1999,10,2003,5
14335,20165,1,Y,2,5,1298,13.0,N,3,8,Y,2,3.0,22.0,4,2000,9,2011,3
14337,20167,1,N,2,6,6527,20.0,N,25,2,Y,7,1.0,35.0,2,2001,1,2003,4
14338,20168,1,N,2,5,9444,20.0,N,3,4,Y,8,2.0,24.0,4,2001,1,2006,12
14339,20169,1,N,2,5,5841,12.0,N,3,3,Y,2,2.0,22.0,8,2001,1,2004,8
14340,20170,1,Y,2,4,10555,30.0,N,8,3,Y,8,2.0,23.0,6,2001,2,2014,1
14341,20171,1,N,1,5,15555,20.0,N,8,1,Y,2,2.0,27.0,1,2001,2,2004,10
14342,20172,1,Y,2,5,16805,20.0,Y,2,14,Y,2,2.0,30.0,10,2001,2,2014,3
14343,20173,1,N,2,5,17916,20.0,N,3,17,Y,1,2.0,29.0,10,2001,3,2014,2
14344,20174,1,N,1,4,25972,20.0,N,1,6,Y,9,2.0,19.0,25,2001,3,2007,8
14347,20177,1,Y,2,4,10398,40.0,Y,9,5,Y,1,2.0,23.0,4,2001,4,2013,3
14348,20178,1,N,1,4,10560,20.0,N,8,9,Y,9,2.0,17.0,12,2001,5,2015,1
14349,20179,1,N,2,6,2867,11.0,N,3,7,Y,15,1.0,27.0,4,2001,6,2011,6
14351,20181,1,N,2,4,8031,30.0,N,3,3,Y,6,2.0,16.0,5,2001,6,2015,6
14352,20182,1,Y,2,5,33055,20.0,Y,9,50,Y,2,2.0,24.0,21,2001,6,2016,5
14353,20183,1,N,1,5,3612,11.0,N,8,1,Y,3,3.0,16.0,2,2001,7,2004,9
14354,20184,1,Y,1,7,16250,20.0,N,25,2,Y,9,0.0,0.0,4,2001,7,1999,8
14355,20185,1,N,2,4,7361,20.0,Y,2,29,Y,2,1.0,21.0,60,2001,7,2015,12
14356,20186,1,Y,2,5,27649,11.0,N,19,1,Y,8,2.0,22.0,3,2001,7,2003,4
14358,20188,1,N,2,6,3742,12.0,N,9,10,Y,2,1.0,32.0,12,2001,8,2002,11
14359,20189,1,N,2,6,7083,30.0,N,12,2,Y,7,0.0,0.0,4,2001,8,1998,1
14361,20191,1,N,2,4,7168,12.0,N,9,4,Y,9,1.0,19.0,4,2001,8,2003,5
14363,20193,1,N,2,5,10000,20.0,N,3,4,Y,6,2.0,23.0,2,2001,9,2016,6
14364,20194,1,Y,2,5,32638,20.0,Y,2,11,Y,13,2.0,29.0,7,2001,9,2016,6
14365,20195,1,N,1,4,11666,20.0,N,10,2,Y,3,0.0,0.0,1,2001,9,2003,5
14366,20196,1,Y,1,5,10029,40.0,N,1,3,Y,3,1.0,30.0,4,2001,10,2005,12
14367,20197,1,N,2,4,24305,20.0,N,9,0,Y,1,2.0,20.0,0,2001,10,2000,4
14368,20198,1,N,2,4,20833,20.0,Y,9,10,Y,10,2.0,22.0,13,2001,10,2003,11
14370,20200,1,N,1,6,23888,20.0,N,19,3,Y,19,2.0,31.0,4,2001,10,2007,2
14371,20201,1,N,2,5,13272,12.0,N,9,6,Y,6,3.0,12.0,4,2001,10,2013,1
14372,20202,1,N,2,5,15816,13.0,N,9,3,Y,13,2.0,26.0,4,2001,11,2002,11
14373,20203,1,N,2,6,5242,99.0,N,25,7,Y,7,1.0,35.0,8,2001,11,2010,8
14375,20205,1,N,2,4,6388,30.0,N,3,3,Y,8,3.0,15.0,2,2001,12,2002,10
14380,20210,1,N,2,5,16388,20.0,N,3,5,Y,1,2.0,20.0,13,2002,2,2003,4
14381,20211,1,N,2,5,22777,30.0,Y,3,4,Y,1,2.0,26.0,6,2002,2,2000,4
14383,20213,1,N,2,4,40555,20.0,N,3,0,Y,6,0.0,0.0,0,2002,3,2007,5
14384,20214,1,N,2,4,5694,20.0,Y,9,1,Y,1,2.0,19.0,2,2002,3,2001,9
14386,20216,2,,2,6,578,12.0,N,3,4,Y,9,1.0,35.0,8,2002,4,2003,5
